Time sec,Strain 1 %,,Time res,,Resistencia
494.28,-2.567886,,58260.81,970.9,0.030757
495.236,-2.599617,,58262.02,972.11,0.030855
496.172,-2.630364,,58263.22,973.31,0.030801
497.138,-2.661356,,58264.42,974.51,0.03087
498.096,-2.69168,,58266.83,976.92,0.031058
499.074,-2.724095,,58269.23,979.32,0.031104
500.024,-2.753533,,58271.64,981.73,0.031236
501.012,-2.784092,,58272.84,982.93,0.031397
502.012,-2.814756,,58275.25,985.34,0.031625
503.012,-2.846385,,58277.66,987.75,0.031686
504.012,-2.877665,,58278.86,988.95,0.031721
505.012,-2.909945,,58280.06,990.15,0.031919
506.012,-2.944462,,58281.27,991.36,0.032222
507.012,-2.975544,,58283.67,993.76,0.032419
508.012,-3.011771,,58286.08,996.17,0.032896
509.012,-3.053257,,58288.48,998.57,0.03329
509.426,-3.066873,,58289.69,999.78,0.033389
509.428,-3.066953,,58290.89,1000.98,0.033482
509.784,-3.065758,,58293.3,1003.39,0.033921
510.018,-3.060047,,58294.5,1004.59,0.033898
510.29,-3.054054,,58295.7,1005.79,0.033941
510.58,-3.048465,,58296.91,1007,0.03411
510.88,-3.041466,,58298.11,1008.2,0.034652
511.186,-3.035426,,58299.31,1009.4,0.034801
511.498,-3.029336,,58300.52,1010.61,0.035025
511.822,-3.021111,,58302.92,1013.01,0.035451
512.168,-3.014572,,58305.33,1015.42,0.035683
512.514,-3.005942,,58307.73,1017.82,0.035956
512.894,-2.996084,,58310.14,1020.23,0.036154
513.288,-2.987458,,58311.34,1021.43,0.035832
513.694,-2.976955,,58312.55,1022.64,0.036214
514.126,-2.965097,,58313.75,1023.84,0.036203
514.584,-2.954292,,58314.95,1025.04,0.036379
515.034,-2.941543,,58317.36,1027.45,0.036599
515.4981,-2.930096,,58319.77,1029.86,0.036248
515.972,-2.917597,,58322.17,1032.26,0.036558
516.476,-2.905647,,58323.38,1033.47,0.036312
516.984,-2.891328,,58324.58,1034.67,0.036283
517.51,-2.877826,,58326.98,1037.07,0.036527
518.04,-2.862744,,58328.19,1038.28,0.036622
518.594,-2.848821,,58329.39,1039.48,0.036403
519.1621,-2.833685,,58331.8,1041.89,0.036524
519.734,-2.816925,,58334.2,1044.29,0.03643
520.306,-2.801176,,58336.61,1046.7,0.036466
520.898,-2.783975,,58337.81,1047.9,0.036582
521.5,-2.766587,,58339.02,1049.11,0.036533
522.112,-2.748747,,58341.42,1051.51,0.036627
522.728,-2.729107,,58342.63,1052.72,0.0365
523.374,-2.710075,,58343.83,1053.92,0.036457
524.04,-2.689145,,58345.03,1055.12,0.036557
524.7121,-2.667845,,58347.44,1057.53,0.036382
525.406,-2.645048,,58348.64,1058.73,0.036513
526.13,-2.622863,,58351.05,1061.14,0.036317
526.88,-2.598781,,58353.45,1063.54,0.036314
527.624,-2.575021,,58354.66,1064.75,0.036565
528.406,-2.550218,,58355.86,1065.95,0.036268
529.2221,-2.524616,,58358.27,1068.36,0.035735
530.046,-2.49849,,58359.47,1069.56,0.035748
530.906,-2.470358,,58360.67,1070.76,0.035384
531.784,-2.442041,,58361.88,1071.97,0.03569
532.668,-2.412772,,58363.08,1073.17,0.0356
533.6021,-2.381944,,58365.48,1075.57,0.03406
534.5401,-2.350386,,58367.89,1077.98,0.033327
535.538,-2.315706,,58369.09,1079.18,0.033118
536.538,-2.282663,,58371.5,1081.59,0.032591
537.538,-2.247903,,58372.7,1082.79,0.032554
538.538,-2.213866,,58375.11,1085.2,0.032268
539.538,-2.178997,,58376.31,1086.4,0.032341
540.538,-2.143883,,58377.52,1087.61,0.032144
541.538,-2.107894,,58378.72,1088.81,0.031862
542.538,-2.071278,,58379.92,1090.01,0.03162
543.538,-2.035047,,58381.13,1091.22,0.031749
544.538,-1.998469,,58382.33,1092.42,0.031779
545.538,-1.961597,,58383.53,1093.62,0.031641
546.538,-1.924624,,58385.94,1096.03,0.031584
547.538,-1.888792,,58387.14,1097.23,0.031618
548.538,-1.851965,,58389.55,1099.64,0.031741
549.538,-1.814941,,58391.95,1102.04,0.032098
550.538,-1.778273,,58394.36,1104.45,0.032291
551.538,-1.743148,,58395.56,1105.65,0.032052
552.538,-1.707523,,58396.77,1106.86,0.032154
553.538,-1.67117,,58397.97,1108.06,0.032089
554.538,-1.63564,,58399.17,1109.26,0.031946
555.538,-1.599931,,58401.58,1111.67,0.031712
556.538,-1.561915,,58403.98,1114.07,0.031637
557.538,-1.525772,,58406.39,1116.48,0.031596
558.538,-1.489139,,58408.8,1118.89,0.031411
559.538,-1.453167,,58411.2,1121.29,0.031323
560.538,-1.419217,,58413.61,1123.7,0.031364
561.538,-1.384675,,58416.02,1126.11,0.031268
562.538,-1.351977,,58417.22,1127.31,0.031397
563.538,-1.32022,,58418.42,1128.51,0.031163
564.538,-1.290591,,58420.83,1130.92,0.031159
565.538,-1.260895,,58423.23,1133.32,0.030944
566.538,-1.229098,,58425.64,1135.73,0.030865
567.538,-1.198265,,58426.84,1136.93,0.03093
568.538,-1.168885,,58428.05,1138.14,0.030783
569.538,-1.139053,,58429.25,1139.34,0.030874
570.538,-1.109971,,58431.66,1141.75,0.030849
571.538,-1.081922,,58432.86,1142.95,0.030595
572.538,-1.055,,58435.27,1145.36,0.030356
573.538,-1.027367,,58436.47,1146.56,0.030634
574.538,-1.002558,,58437.67,1147.76,0.030506
575.538,-0.9774657,,58438.88,1148.97,0.030746
576.538,-0.9528756,,58440.08,1150.17,0.030472
577.538,-0.9292496,,58442.48,1152.57,0.030635
578.538,-0.905848,,58444.89,1154.98,0.030746
579.538,-0.8837921,,58446.09,1156.18,0.03077
580.538,-0.861375,,58447.3,1157.39,0.030967
581.538,-0.8403634,,58448.5,1158.59,0.031
582.538,-0.8198401,,58449.7,1159.79,0.030913
583.538,-0.8012268,,58452.11,1162.2,0.03126
584.538,-0.7828673,,58454.52,1164.61,0.031357
585.538,-0.7646399,,58455.72,1165.81,0.031192
586.538,-0.7487318,,58456.92,1167.01,0.031494
587.538,-0.7345329,,58459.33,1169.42,0.031442
588.538,-0.7214659,,58461.73,1171.82,0.031422
589.538,-0.7108401,,58464.14,1174.23,0.031727
590.538,-0.6996465,,58465.34,1175.43,0.031709
591.538,-0.6917458,,58466.55,1176.64,0.031681
592.538,-0.6882814,,58467.75,1177.84,0.031851
593.538,-0.6880094,,58468.95,1179.04,0.032115
594.538,-0.6876493,,58471.36,1181.45,0.03211
595.538,-0.6857993,,58473.77,1183.86,0.032594
596.538,-0.6861384,,58474.97,1185.06,0.032758
597.538,-0.6854082,,58476.17,1186.26,0.032861
598.538,-0.6852279,,58478.58,1188.67,0.033251
599.538,-0.6853126,,58480.98,1191.07,0.033712
600.538,-0.684295,,58483.39,1193.48,0.03389
601.538,-0.6842865,,58484.59,1194.68,0.034185
602.538,-0.6849682,,58485.8,1195.89,0.034345
603.538,-0.6837125,,58487,1197.09,0.034422
604.538,-0.6842417,,58488.2,1198.29,0.034532
605.4381,-0.6840132,,58490.61,1200.7,0.035354
605.44,-0.6839814,,58491.81,1201.9,0.035409
606.44,-0.684095,,58493.02,1203.11,0.035827
607.44,-0.6836829,,58494.22,1204.31,0.035841
608.44,-0.6836441,,58495.42,1205.51,0.035861
609.44,-0.6836654,,58497.83,1207.92,0.036476
610.44,-0.6832915,,58500.23,1210.32,0.03672
611.44,-0.6835143,,58502.64,1212.73,0.036759
612.44,-0.6838568,,58503.84,1213.93,0.036739
613.44,-0.6836614,,58506.25,1216.34,0.036999
614.44,-0.6833977,,58508.66,1218.75,0.037044
615.44,-0.6830223,,58509.86,1219.95,0.037022
616.44,-0.6834097,,58512.27,1222.36,0.037084
617.44,-0.6847337,,58513.47,1223.56,0.036884
618.44,-0.6906835,,58514.67,1224.76,0.036856
619.44,-0.6976781,,58515.88,1225.97,0.03685
620.44,-0.7069951,,58517.08,1227.17,0.036712
621.44,-0.7201015,,58519.48,1229.57,0.036723
622.44,-0.7330552,,58521.89,1231.98,0.036804
623.44,-0.7477839,,58523.09,1233.18,0.036839
624.44,-0.7636267,,58524.3,1234.39,0.036792
625.44,-0.7804491,,58525.5,1235.59,0.036823
626.44,-0.7973788,,58526.7,1236.79,0.036846
627.44,-0.8140828,,58529.11,1239.2,0.036868
628.44,-0.8322211,,58531.52,1241.61,0.037129
629.44,-0.8500607,,58533.92,1244.01,0.036772
630.44,-0.8690523,,58535.13,1245.22,0.036844
631.44,-0.8881613,,58536.33,1246.42,0.036825
632.44,-0.9082305,,58538.73,1248.82,0.036968
633.44,-0.9278486,,58541.14,1251.23,0.036911
634.44,-0.9490775,,58542.34,1252.43,0.036888
635.44,-0.9696161,,58543.55,1253.64,0.036908
636.44,-0.9905218,,58544.75,1254.84,0.036926
637.44,-1.011588,,58545.95,1256.04,0.036938
638.44,-1.035168,,58548.36,1258.45,0.036625
639.44,-1.05956,,58550.77,1260.86,0.03637
640.44,-1.087096,,58551.97,1262.06,0.036108
641.44,-1.115107,,58553.17,1263.26,0.03627
642.44,-1.14244,,58555.58,1265.67,0.036238
643.44,-1.171338,,58557.98,1268.07,0.034663
644.44,-1.200519,,58560.39,1270.48,0.033918
645.44,-1.228628,,58561.59,1271.68,0.033536
646.44,-1.258197,,58562.8,1272.89,0.033239
647.44,-1.288353,,58564,1274.09,0.033027
648.44,-1.319755,,58565.2,1275.29,0.032873
649.44,-1.3494,,58567.61,1277.7,0.03263
650.44,-1.381228,,58568.81,1278.9,0.032641
651.44,-1.413369,,58570.02,1280.11,0.032437
652.44,-1.445888,,58571.22,1281.31,0.032222
653.44,-1.479229,,58572.42,1282.51,0.032201
654.44,-1.511501,,58574.83,1284.92,0.031898
655.44,-1.544648,,58577.23,1287.32,0.031887
656.44,-1.577387,,58578.44,1288.53,0.03204
657.44,-1.610594,,58579.64,1289.73,0.032134
658.44,-1.642586,,58580.84,1290.93,0.032542
659.44,-1.675451,,58583.25,1293.34,0.032571
660.44,-1.707622,,58584.45,1294.54,0.032102
661.44,-1.741051,,58585.66,1295.75,0.032474
662.44,-1.77424,,58586.86,1296.95,0.032585
663.44,-1.808157,,58589.27,1299.36,0.032483
664.44,-1.841866,,58590.47,1300.56,0.032375
665.44,-1.874714,,58591.67,1301.76,0.032363
666.44,-1.908518,,58594.08,1304.17,0.032057
667.44,-1.942669,,58596.48,1306.57,0.031777
668.44,-1.977599,,58598.89,1308.98,0.031937
669.44,-2.011573,,58600.09,1310.18,0.031821
670.44,-2.046097,,58602.5,1312.59,0.031733
671.44,-2.080292,,58603.7,1313.79,0.031747
672.44,-2.11375,,58604.91,1315,0.031626
673.44,-2.146434,,58606.11,1316.2,0.03157
674.44,-2.180518,,58607.31,1317.4,0.031624
675.44,-2.214724,,58608.52,1318.61,0.031509
676.44,-2.246871,,58609.72,1319.81,0.031404
677.44,-2.280171,,58610.92,1321.01,0.031345
678.44,-2.312756,,58613.33,1323.42,0.031416
679.44,-2.345808,,58614.53,1324.62,0.031226
680.44,-2.378821,,58616.94,1327.03,0.031135
681.44,-2.411178,,58618.14,1328.23,0.031044
682.44,-2.443241,,58619.34,1329.43,0.031131
683.44,-2.47605,,58620.55,1330.64,0.030819
684.4301,-2.509081,,58622.95,1333.04,0.030863
685.39,-2.540354,,58624.16,1334.25,0.030856
686.3261,-2.571798,,58625.36,1335.45,0.03084
687.2921,-2.603027,,58626.56,1336.65,0.030745
688.244,-2.635304,,58627.77,1337.86,0.030749
689.194,-2.66593,,58630.17,1340.26,0.030497
690.1381,-2.695777,,58631.38,1341.47,0.030459
691.106,-2.725829,,58632.58,1342.67,0.030542
692.0401,-2.754849,,58633.78,1343.87,0.030777
693.012,-2.784081,,58634.98,1345.07,0.03086
694.012,-2.81462,,58636.19,1346.28,0.03114
694.958,-2.842751,,58637.39,1347.48,0.031346
695.9041,-2.874527,,58639.8,1349.89,0.031188
696.9041,-2.906933,,58642.2,1352.29,0.031254
697.9041,-2.940631,,58644.61,1354.7,0.03155
698.9041,-2.976648,,58645.81,1355.9,0.031604
699.9041,-3.012218,,58647.02,1357.11,0.031693
700.9041,-3.047271,,58648.22,1358.31,0.031745
701.4481,-3.06835,,58649.42,1359.51,0.031708
701.45,-3.068436,,58651.83,1361.92,0.031702
701.8021,-3.066546,,58654.23,1364.32,0.031944
702.0401,-3.061571,,58656.64,1366.73,0.032253
702.3161,-3.05508,,58657.84,1367.93,0.032034
702.606,-3.049181,,58660.25,1370.34,0.032264
702.908,-3.043252,,58661.45,1371.54,0.032273
703.216,-3.036139,,58663.86,1373.95,0.032563
703.53,-3.029351,,58666.27,1376.36,0.033052
703.8581,-3.022598,,58667.47,1377.56,0.033251
704.208,-3.014249,,58668.67,1378.76,0.033411
704.5601,-3.005705,,58669.88,1379.97,0.033482
704.9381,-2.997231,,58671.08,1381.17,0.033655
705.3441,-2.987314,,58673.48,1383.57,0.034001
705.754,-2.97657,,58675.89,1385.98,0.034497
706.1981,-2.965047,,58677.09,1387.18,0.034512
706.6541,-2.953129,,58679.5,1389.59,0.034949
707.1101,-2.94145,,58680.7,1390.79,0.035184
707.57,-2.928877,,58683.11,1393.2,0.035747
708.0601,-2.916464,,58685.52,1395.61,0.03618
708.562,-2.902467,,58686.72,1396.81,0.036396
709.08,-2.889827,,58687.92,1398.01,0.036584
709.6101,-2.875623,,58690.33,1400.42,0.037094
710.1601,-2.860985,,58692.73,1402.82,0.037193
710.7201,-2.846425,,58695.14,1405.23,0.037266
711.286,-2.830937,,58697.55,1407.64,0.037298
711.8781,-2.814441,,58698.75,1408.84,0.037568
712.4701,-2.797546,,58699.95,1410.04,0.03754
713.08,-2.779376,,58702.36,1412.45,0.037822
713.694,-2.760963,,58704.77,1414.86,0.037906
714.33,-2.742142,,58707.17,1417.26,0.038052
714.9661,-2.724172,,58708.38,1418.47,0.037997
715.63,-2.702805,,58709.58,1419.67,0.037818
716.3161,-2.680483,,58710.78,1420.87,0.03763
717.018,-2.65918,,58713.19,1423.28,0.037865
717.736,-2.636315,,58714.39,1424.48,0.037983
718.4821,-2.612859,,58716.8,1426.89,0.037811
719.2461,-2.587022,,58719.2,1429.29,0.037839
720.0481,-2.562414,,58721.61,1431.7,0.037695
720.8581,-2.535954,,58722.81,1432.9,0.03771
721.708,-2.508994,,58724.02,1434.11,0.037917
722.582,-2.482386,,58725.22,1435.31,0.037928
723.4661,-2.454499,,58726.42,1436.51,0.037955
724.4,-2.423726,,58728.83,1438.92,0.037801
725.34,-2.391727,,58731.23,1441.32,0.037889
726.332,-2.359409,,58733.64,1443.73,0.037906
727.332,-2.325643,,58734.84,1444.93,0.037948
728.332,-2.292266,,58736.05,1446.14,0.037813
729.332,-2.258033,,58737.25,1447.34,0.037711
730.332,-2.223959,,58739.66,1449.75,0.0379
731.332,-2.187969,,58742.06,1452.15,0.037346
732.332,-2.152811,,58743.27,1453.36,0.037314
733.332,-2.117272,,58744.47,1454.56,0.037342
734.332,-2.080401,,58745.67,1455.76,0.037201
735.332,-2.044265,,58746.88,1456.97,0.036954
736.332,-2.00859,,58748.08,1458.17,0.036414
737.332,-1.971676,,58750.48,1460.57,0.036057
738.332,-1.935362,,58752.89,1462.98,0.034888
739.332,-1.898367,,58754.09,1464.18,0.034435
740.332,-1.861718,,58755.3,1465.39,0.03411
741.332,-1.826401,,58756.5,1466.59,0.034061
742.332,-1.789453,,58757.7,1467.79,0.033659
743.332,-1.753227,,58760.11,1470.2,0.03361
744.332,-1.716979,,58761.31,1471.4,0.033168
745.332,-1.681283,,58763.72,1473.81,0.032888
746.332,-1.645551,,58766.13,1476.22,0.032614
747.332,-1.608951,,58767.33,1477.42,0.032679
748.332,-1.571822,,58769.73,1479.82,0.032972
749.332,-1.536016,,58772.14,1482.23,0.033262
750.332,-1.50003,,58773.34,1483.43,0.033169
751.332,-1.46447,,58774.55,1484.64,0.03309
752.332,-1.429302,,58775.75,1485.84,0.033009
753.332,-1.394589,,58776.95,1487.04,0.032927
754.332,-1.363325,,58779.36,1489.45,0.032855
755.332,-1.330426,,58781.77,1491.86,0.032528
756.332,-1.298876,,58782.97,1493.06,0.032399
757.332,-1.270577,,58785.38,1495.47,0.032419
758.332,-1.2398,,58786.58,1496.67,0.032341
759.332,-1.211533,,58788.98,1499.07,0.032352
760.332,-1.181946,,58791.39,1501.48,0.032151
761.332,-1.154,,58792.59,1502.68,0.032
762.332,-1.125371,,58793.8,1503.89,0.031931
763.332,-1.097069,,58795,1505.09,0.031821
764.332,-1.070278,,58796.2,1506.29,0.031985
765.332,-1.044555,,58798.61,1508.7,0.031769
766.332,-1.018607,,58801.02,1511.11,0.031849
767.332,-0.992891,,58803.42,1513.51,0.031767
768.332,-0.9690275,,58804.63,1514.72,0.031685
769.332,-0.9453599,,58805.83,1515.92,0.031592
770.332,-0.9227428,,58808.23,1518.32,0.03147
771.332,-0.9000012,,58809.44,1519.53,0.031476
772.332,-0.8787251,,58810.64,1520.73,0.031429
773.332,-0.8590533,,58813.05,1523.14,0.031377
774.332,-0.840806,,58814.25,1524.34,0.031346
775.332,-0.8224778,,58815.45,1525.54,0.031132
776.332,-0.8063409,,58817.86,1527.95,0.03066
777.332,-0.7919461,,58820.27,1530.36,0.030418
778.332,-0.7764404,,58821.47,1531.56,0.03059
779.332,-0.7635618,,58822.67,1532.76,0.03058
780.332,-0.7527796,,58823.88,1533.97,0.030654
781.332,-0.744054,,58825.08,1535.17,0.030845
782.332,-0.7368311,,58827.48,1537.57,0.030973
783.332,-0.7346836,,58829.89,1539.98,0.031344
784.332,-0.7342314,,58831.09,1541.18,0.03143
785.332,-0.732758,,58833.5,1543.59,0.031373
786.332,-0.7316075,,58834.7,1544.79,0.031555
787.332,-0.7315117,,58837.11,1547.2,0.031663
788.332,-0.7317957,,58839.52,1549.61,0.03188
789.332,-0.7316349,,58840.72,1550.81,0.031835
790.332,-0.7313558,,58841.92,1552.01,0.031809
791.332,-0.731165,,58844.33,1554.42,0.031959
792.332,-0.730873,,58846.73,1556.82,0.032063
793.332,-0.7306542,,58849.14,1559.23,0.032156
794.332,-0.7307461,,58850.34,1560.43,0.032295
795.332,-0.7300778,,58851.55,1561.64,0.032298
796.332,-0.7306382,,58852.75,1562.84,0.03224
797.332,-0.7306033,,58853.95,1564.04,0.032478
797.458,-0.7300428,,58856.36,1566.45,0.033065
797.46,-0.72999,,58857.56,1567.65,0.033142
798.46,-0.7299822,,58858.77,1568.86,0.033387
799.46,-0.7295354,,58859.97,1570.06,0.033358
800.46,-0.7303932,,58861.17,1571.26,0.033565
801.46,-0.7300164,,58862.38,1572.47,0.033584
802.46,-0.7293793,,58863.58,1573.67,0.033756
803.46,-0.7295413,,58865.98,1576.07,0.034278
804.46,-0.7299773,,58868.39,1578.48,0.034711
805.46,-0.7295854,,58869.59,1579.68,0.035138
806.46,-0.7292844,,58870.8,1580.89,0.035218
807.46,-0.7288995,,58872,1582.09,0.035316
808.46,-0.7292064,,58873.2,1583.29,0.035774
809.46,-0.7284995,,58875.61,1585.7,0.036295
810.46,-0.7294063,,58876.81,1586.9,0.036417
811.46,-0.7335439,,58878.02,1588.11,0.036731
812.46,-0.7404989,,58879.22,1589.31,0.036899
813.46,-0.7492301,,58880.42,1590.51,0.036952
814.46,-0.7594255,,58882.83,1592.92,0.037272
815.46,-0.7730936,,58885.23,1595.32,0.037519
816.46,-0.7869621,,58887.64,1597.73,0.037664
817.46,-0.8027176,,58888.84,1598.93,0.037453
818.46,-0.819165,,58891.25,1601.34,0.037513
819.46,-0.8355073,,58893.66,1603.75,0.038042
820.46,-0.8523789,,58894.86,1604.95,0.038046
821.46,-0.870081,,58897.27,1607.36,0.038055
822.46,-0.8873632,,58898.47,1608.56,0.038071
823.46,-0.9061696,,58899.67,1609.76,0.03812
824.46,-0.9249113,,58900.88,1610.97,0.037996
825.46,-0.9443204,,58903.28,1613.37,0.037982
826.46,-0.9638999,,58905.69,1615.78,0.037863
827.46,-0.9840991,,58906.89,1616.98,0.038017
828.46,-1.005987,,58908.09,1618.18,0.037992
829.46,-1.027258,,58909.3,1619.39,0.038068
830.46,-1.049096,,58910.5,1620.59,0.038066
831.46,-1.074514,,58911.7,1621.79,0.038036
832.46,-1.100097,,58914.11,1624.2,0.038172
833.46,-1.127079,,58915.31,1625.4,0.037929
834.46,-1.156049,,58916.52,1626.61,0.037962
835.46,-1.182662,,58917.72,1627.81,0.038043
836.46,-1.211441,,58918.92,1629.01,0.038115
837.46,-1.239634,,58921.33,1631.42,0.038206
838.46,-1.267796,,58923.73,1633.82,0.038096
839.46,-1.298515,,58924.94,1635.03,0.038096
840.46,-1.328489,,58926.14,1636.23,0.038317
841.46,-1.358553,,58927.34,1637.43,0.038061
842.46,-1.390615,,58928.55,1638.64,0.038054
843.46,-1.420831,,58929.75,1639.84,0.038096
844.46,-1.453418,,58930.95,1641.04,0.038159
845.46,-1.486606,,58933.36,1643.45,0.037764
846.46,-1.518772,,58935.77,1645.86,0.037557
847.46,-1.552241,,58936.97,1647.06,0.037361
848.46,-1.585184,,58938.17,1648.26,0.037117
849.46,-1.616765,,58940.58,1650.67,0.036587
850.46,-1.651739,,58942.98,1653.07,0.036494
851.46,-1.684918,,58944.19,1654.28,0.036051
852.46,-1.717257,,58945.39,1655.48,0.035507
853.46,-1.751715,,58947.8,1657.89,0.034513
854.46,-1.783465,,58950.2,1660.29,0.03385
855.46,-1.817142,,58952.61,1662.7,0.033784
856.46,-1.851079,,58955.02,1665.11,0.033381
857.46,-1.885178,,58957.42,1667.51,0.033159
858.46,-1.920661,,58959.83,1669.92,0.033586
859.46,-1.954032,,58962.23,1672.32,0.033428
860.46,-1.989198,,58964.64,1674.73,0.033272
861.46,-2.023814,,58965.84,1675.93,0.033217
862.46,-2.057813,,58968.25,1678.34,0.032968
863.46,-2.09167,,58970.66,1680.75,0.032915
864.46,-2.125034,,58971.86,1681.95,0.032859
865.46,-2.159759,,58974.27,1684.36,0.032684
866.46,-2.192089,,58975.47,1685.56,0.032533
867.46,-2.225531,,58977.88,1687.97,0.032595
868.46,-2.258849,,58979.08,1689.17,0.032379
869.46,-2.291771,,58981.48,1691.57,0.032389
870.46,-2.324541,,58983.89,1693.98,0.032262
871.46,-2.358976,,58985.09,1695.18,0.032147
872.46,-2.391212,,58987.5,1697.59,0.032114
873.46,-2.423549,,58988.7,1698.79,0.032058
874.46,-2.457055,,58991.11,1701.2,0.032007
875.46,-2.491066,,58992.31,1702.4,0.03208
876.46,-2.524194,,58993.52,1703.61,0.031939
877.45,-2.556753,,58995.92,1706.01,0.031886
878.416,-2.587802,,58998.33,1708.42,0.031746
879.3701,-2.619508,,59000.73,1710.82,0.03184
880.3241,-2.650827,,59003.14,1713.23,0.031523
881.2981,-2.681907,,59004.34,1714.43,0.03147
882.226,-2.711745,,59005.55,1715.64,0.031306
883.1961,-2.741702,,59006.75,1716.84,0.031027
884.1781,-2.772373,,59007.95,1718.04,0.030956
885.142,-2.800371,,59009.16,1719.25,0.031147
886.106,-2.831589,,59010.36,1720.45,0.030872
887.0481,-2.859277,,59011.56,1721.65,0.031109
887.9881,-2.890875,,59013.97,1724.06,0.030719
888.908,-2.920119,,59015.17,1725.26,0.030768
889.882,-2.951107,,59017.58,1727.67,0.030795
890.814,-2.984685,,59018.78,1728.87,0.031009
891.814,-3.019484,,59021.19,1731.28,0.031339
892.814,-3.056844,,59022.39,1732.48,0.031414
893.4701,-3.081484,,59023.59,1733.68,0.031764
893.4721,-3.081587,,59026,1736.09,0.03197
893.8161,-3.08106,,59027.2,1737.29,0.031892
894.054,-3.074949,,59029.61,1739.7,0.032062
894.3281,-3.069865,,59032.02,1742.11,0.032196
894.6201,-3.063287,,59033.22,1743.31,0.032239
894.9241,-3.055975,,59034.42,1744.51,0.032166
895.2301,-3.049982,,59036.83,1746.92,0.032293
895.5481,-3.044106,,59039.23,1749.32,0.032279
895.8781,-3.035978,,59041.64,1751.73,0.032412
896.2341,-3.027828,,59042.84,1752.93,0.032514
896.5921,-3.019587,,59045.25,1755.34,0.03272
896.9741,-3.011023,,59047.66,1757.75,0.032985
897.3841,-3.000506,,59048.86,1758.95,0.033406
897.796,-2.990428,,59051.27,1761.36,0.033634
898.2421,-2.978535,,59052.47,1762.56,0.033752
898.6981,-2.966934,,59053.67,1763.76,0.034117
899.158,-2.954263,,59054.88,1764.97,0.034193
899.6221,-2.942759,,59056.08,1766.17,0.034431
900.116,-2.929457,,59058.48,1768.57,0.034787
900.616,-2.915766,,59060.89,1770.98,0.035181
901.1461,-2.903327,,59062.09,1772.18,0.035411
901.6861,-2.887979,,59064.5,1774.59,0.036107
902.236,-2.873356,,59065.7,1775.79,0.036327
902.8121,-2.858754,,59068.11,1778.2,0.036729
903.4021,-2.841894,,59070.52,1780.61,0.037029
904.002,-2.824794,,59071.72,1781.81,0.03719
904.6081,-2.808523,,59074.13,1784.22,0.037651
905.2221,-2.790775,,59075.33,1785.42,0.037695
