1.5960	0.016285	-0.003491	48172.14	39.64
1.5944	0.016219	-0.003534	48175.14	39.60
1.5965	0.016015	-0.003721	48178.14	39.66
1.5955	0.016220	-0.003669	48181.14	39.63
1.5960	0.016305	-0.003629	48184.14	39.64
1.5965	0.016373	-0.003599	48187.14	39.66
1.5955	0.016297	-0.003542	48190.14	39.63
1.5965	0.016345	-0.003559	48193.14	39.66
1.5965	0.016195	-0.003586	48196.14	39.66
1.5960	0.016281	-0.003644	48199.14	39.64
1.5944	0.016308	-0.003512	48202.14	39.60
1.5949	0.016433	-0.003629	48205.14	39.62
1.5949	0.016325	-0.003382	48208.14	39.62
1.5949	0.016411	-0.003361	48211.14	39.62
1.5955	0.016410	-0.003327	48214.14	39.63
1.5955	0.016272	-0.003499	48217.14	39.63
1.5965	0.016305	-0.003431	48220.14	39.66
1.5955	0.016622	-0.003390	48223.14	39.63
1.5938	0.016416	-0.003441	48226.14	39.59
1.5960	0.016428	-0.003418	48229.14	39.64
1.5938	0.016596	-0.003312	48232.14	39.59
1.5954	0.016394	-0.003333	48235.14	39.63
1.5960	0.016461	-0.003302	48238.14	39.64
1.5965	0.016344	-0.003448	48241.14	39.66
1.5965	0.016511	-0.003382	48244.14	39.66
1.5976	0.016457	-0.003485	48247.14	39.68
1.5949	0.016517	-0.003436	48250.14	39.62
1.5960	0.016632	-0.003367	48253.14	39.64
1.5954	0.016454	-0.003513	48256.14	39.63
1.5976	0.016342	-0.003358	48259.14	39.68
1.5965	0.016470	-0.003353	48262.14	39.66
1.5976	0.016412	-0.003413	48265.14	39.68
1.5976	0.016440	-0.003344	48268.14	39.68
1.5949	0.016324	-0.003495	48271.14	39.62
1.5965	0.016370	-0.003507	48274.14	39.66
1.5960	0.016253	-0.003600	48277.14	39.64
1.5960	0.016435	-0.003265	48280.14	39.64
1.5976	0.016366	-0.003538	48283.14	39.68
1.5982	0.016372	-0.003379	48286.14	39.70
1.5954	0.016362	-0.003481	48289.14	39.63
1.5971	0.016567	-0.003524	48292.14	39.67
1.5982	0.016398	-0.003427	48295.14	39.70
1.6009	0.016514	-0.003366	48298.14	39.76
1.5976	0.016361	-0.003125	48301.14	39.68
1.5987	0.016313	-0.003433	48304.14	39.71
1.5976	0.016400	-0.003657	48307.14	39.68
1.6004	0.016391	-0.003364	48310.14	39.75
1.6015	0.016332	-0.003618	48313.14	39.78
1.6031	0.016331	-0.003460	48316.14	39.82
1.6026	0.016318	-0.003602	48319.14	39.80
1.6031	0.016454	-0.003336	48322.14	39.82
1.6042	0.016438	-0.003614	48325.14	39.84
1.6064	0.016477	-0.003515	48328.14	39.90
1.6086	0.016369	-0.003631	48331.14	39.95
1.6080	0.016297	-0.003555	48334.14	39.94
1.6069	0.016406	-0.003409	48337.14	39.91
1.6075	0.016423	-0.003342	48340.14	39.92
1.6119	0.016506	-0.003249	48343.14	40.03
1.6102	0.016511	-0.003560	48346.14	39.99
1.6124	0.016667	-0.003627	48349.14	40.04
1.6130	0.016599	-0.003492	48352.14	40.06
1.6135	0.016278	-0.003601	48355.14	40.07
1.6130	0.016394	-0.003414	48358.14	40.06
1.6157	0.016548	-0.003441	48361.14	40.12
1.6184	0.016580	-0.003440	48364.14	40.19
1.6184	0.016451	-0.003560	48367.14	40.19
1.6173	0.016439	-0.003145	48370.14	40.16
1.6195	0.016389	-0.003526	48373.14	40.22
1.6195	0.016764	-0.003733	48376.14	40.22
1.6223	0.016969	-0.003458	48379.14	40.28
1.6217	0.016541	-0.003100	48382.14	40.27
1.6223	0.016957	-0.003320	48385.14	40.28
1.6217	0.016583	-0.003306	48388.14	40.27
1.6250	0.017158	-0.003163	48391.14	40.35
1.6244	0.017073	-0.003493	48394.14	40.34
1.6283	0.016736	-0.003369	48397.14	40.43
1.6266	0.016855	-0.003357	48400.14	40.39
1.6266	0.016703	-0.003536	48403.14	40.39
1.6283	0.016791	-0.003641	48406.14	40.43
1.6299	0.016812	-0.003371	48409.14	40.47
1.6261	0.016732	-0.003824	48412.14	40.38
1.6201	0.016522	-0.004010	48415.14	40.23
1.6140	0.016632	-0.003732	48418.14	40.08
1.6113	0.016600	-0.003810	48421.14	40.02
1.6069	0.016501	-0.003665	48424.14	39.91
1.6037	0.016457	-0.003856	48427.14	39.83
1.5976	0.016460	-0.004078	48430.14	39.68
1.5971	0.016464	-0.003814	48433.14	39.67
1.5922	0.016581	-0.003789	48436.14	39.55
1.5900	0.016467	-0.003898	48439.14	39.50
1.5872	0.016580	-0.003822	48442.14	39.43
1.5856	0.016564	-0.003891	48445.14	39.39
1.5840	0.016516	-0.003773	48448.14	39.35
1.5818	0.016397	-0.003724	48451.14	39.30
1.5807	0.016267	-0.003774	48454.14	39.27
1.5790	0.016550	-0.003785	48457.14	39.23
1.5758	0.016220	-0.003872	48460.14	39.15
1.5769	0.016326	-0.003726	48463.14	39.18
1.5774	0.016379	-0.003859	48466.14	39.19
1.5758	0.016259	-0.003833	48469.14	39.15
1.5741	0.016251	-0.003772	48472.14	39.11
1.5730	0.016240	-0.003715	48475.14	39.08
1.5736	0.016149	-0.003751	48478.14	39.10
1.5741	0.016329	-0.003657	48481.14	39.11
1.5741	0.016476	-0.003680	48484.14	39.11
1.5741	0.016111	-0.003707	48487.14	39.11
1.5747	0.016522	-0.003550	48490.14	39.12
1.5730	0.016251	-0.003565	48493.14	39.08
1.5774	0.016517	-0.003549	48496.14	39.19
1.5774	0.016281	-0.003534	48499.14	39.19
1.5758	0.016359	-0.003636	48502.14	39.15
1.5758	0.016406	-0.003515	48505.14	39.15
