Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   1.23 0.003307  80.64  119.2
   1.24 0.003353  81.76  114.0
   1.25 0.003395  82.80  108.9
   1.27 0.003433  83.71  103.8
   1.28 0.003470  84.63   98.8
   1.29 0.003506  85.50   94.0
   1.30 0.003541  86.35   89.2
   1.31 0.003574  87.15   84.8
   1.32 0.003605  87.91   80.5
   1.33 0.003635  88.64   76.5
   1.34 0.003663  89.33   72.7
   1.36 0.003690  89.98   69.1
   1.37 0.003716  90.62   65.8
   1.38 0.003740  91.21   62.8
   1.39 0.003764  91.80   60.1
   1.40 0.003788  92.37   57.4
   1.41 0.003810  92.90   54.9
   1.42 0.003830  93.41   52.4
   1.43 0.003849  93.87   50.1
   1.45 0.003867  94.30   47.7
   1.46 0.003884  94.72   45.4
   1.47 0.003901  95.14   43.3
   1.48 0.003917  95.52   41.2
   1.49 0.003932  95.88   39.1
   1.50 0.003947  96.26   37.2
   1.51 0.003961  96.59   35.4
   1.52 0.003975  96.94   33.7
   1.54 0.003987  97.23   32.1
   1.55 0.003999  97.53   30.7
   1.56 0.004010  97.80   29.4
   1.57 0.004021  98.07   28.1
   1.58 0.004032  98.33   26.8
   1.59 0.004041  98.55   25.5
   1.60 0.004051  98.79   24.3
   1.61 0.004060  99.01   23.1
   1.62 0.004069  99.22   22.0
   1.64 0.004077  99.42   20.9
   1.65 0.004083  99.58   19.8
   1.66 0.004091  99.77   18.9
   1.67 0.004098  99.94   17.9
   1.68 0.004104 100.09   17.0
   1.69 0.004110 100.24   16.1
   1.70 0.004116 100.39   15.3
   1.71 0.004122 100.52   14.5
   1.73 0.004127 100.65   13.7
   1.74 0.004132 100.78   13.1
   1.75 0.004138 100.91   12.5
   1.76 0.004142 101.01   11.9
   1.77 0.004147 101.13   11.4
   1.78 0.004152 101.26   10.9
   1.79 0.004156 101.37   10.6
   1.80 0.004162 101.50   10.3
   1.82 0.004165 101.57    9.9
   1.83 0.004168 101.65    9.6
   1.84 0.004172 101.74    9.2
   1.85 0.004175 101.83    8.8
   1.86 0.004178 101.89    8.4
   1.87 0.004181 101.95    7.9
   1.88 0.004183 102.02    7.4
   1.89 0.004186 102.09    7.0
   1.90 0.004189 102.16    6.5
   1.92 0.004192 102.23    6.2
   1.93 0.004195 102.30    5.9
   1.94 0.004196 102.33    5.7
   1.95 0.004199 102.41    5.6
   1.96 0.004202 102.47    5.4
   1.97 0.004204 102.52    5.2
   1.98 0.004206 102.57    5.1
   1.99 0.004208 102.62    5.0
   2.01 0.004209 102.64    4.7
   2.02 0.004210 102.68    4.4
   2.03 0.004212 102.72    4.2
   2.04 0.004213 102.75    3.9
   2.05 0.004214 102.77    3.6
   2.06 0.004216 102.81    3.4
   2.07 0.004217 102.85    3.1
   2.08 0.004218 102.87    2.9
   2.10 0.004219 102.90    2.8
   2.11 0.004220 102.93    2.7
   2.12 0.004222 102.97    2.6
   2.13 0.004223 102.99    2.6
   2.14 0.004224 103.01    2.5
   2.15 0.004225 103.04    2.4
   2.16 0.004226 103.06    2.4
   2.17 0.004227 103.09    2.3
   2.19 0.004228 103.10    2.2
   2.20 0.004228 103.11    2.1
   2.21 0.004229 103.13    2.0
   2.22 0.004229 103.15    1.8
   2.23 0.004231 103.18    1.7
   2.24 0.004231 103.20    1.7
   2.25 0.004233 103.22    1.7
   2.26 0.004233 103.24    1.7
   2.28 0.004234 103.26    1.6
   2.29 0.004235 103.28    1.6
   2.30 0.004235 103.28    1.6
   2.31 0.004236 103.30    1.6
   2.32 0.004236 103.32    1.6
   2.33 0.004237 103.33    1.5
   2.34 0.004238 103.36    1.5
   2.35 0.004238 103.36    1.4
   2.37 0.004239 103.37    1.3
   2.38 0.004239 103.38    1.2
   2.39 0.004240 103.39    1.1
   2.40 0.004240 103.40    1.1
   2.41 0.004241 103.42    1.1
   2.42 0.004240 103.40    1.0
   2.43 0.004240 103.40    0.8
   2.44 0.004239 103.39    0.6
   2.46 0.004240 103.40    0.5
   2.47 0.004241 103.42    0.4
   2.48 0.004241 103.44    0.4
   2.49 0.004241 103.42    0.3
   2.50 0.004240 103.41    0.2
   2.51 0.004241 103.42    0.2
   2.52 0.004240 103.41    0.1
   2.53 0.004242 103.45    0.2
   2.54 0.004243 103.47    0.4
   2.56 0.004196 102.32   -3.1
   2.57 0.004105 100.11  -13.0
   2.58 0.004022  98.09  -27.4
   2.59 0.003934  95.95  -45.5
   2.60 0.003820  93.15  -68.1
   2.61 0.003697  90.15  -94.2
   2.62 0.003525  85.96 -125.9
   2.63 0.003353  81.77 -160.8
   2.65 0.003209  78.26 -194.5
   2.66 0.003073  74.93 -224.2
   2.67 0.002943  71.78 -247.3
   2.68 0.002818  68.71 -261.9
   2.69 0.002697  65.76 -270.2
   2.70 0.002580  62.92 -274.7
   2.71 0.002466  60.12 -274.2
   2.72 0.002352  57.35 -268.7
   2.74 0.002242  54.67 -259.9
   2.75 0.002134  52.05 -248.5
   2.76 0.002030  49.50 -239.0
   2.77 0.001927  46.99 -232.0
   2.78 0.001826  44.53 -226.0
   2.79 0.001728  42.14 -220.5
   2.80 0.001632  39.80 -215.3
   2.81 0.001539  37.53 -210.5
   2.83 0.001448  35.30 -205.8
   2.84 0.001359  33.13 -201.0
   2.85 0.001271  30.99 -196.3
   2.86 0.001186  28.93 -191.8
   2.87 0.001103  26.91 -187.3
   2.88 0.001022  24.93 -183.0
   2.89 0.000943  22.99 -178.7
   2.90 0.000866  21.11 -174.5
   2.92 0.000791  19.28 -170.3
   2.93 0.000717  17.48 -166.3
   2.94 0.000645  15.73 -162.4
   2.95 0.000576  14.04 -158.5
   2.96 0.000510  12.43 -154.5
   2.97 0.000446  10.87 -150.3
   2.98 0.000385   9.40 -146.0
   2.99 0.000327   7.98 -141.6
   3.01 0.000271   6.61 -136.9
   3.02 0.000216   5.28 -132.2
   3.03 0.000164   4.00 -127.5
   3.04 0.000115   2.81 -122.6
   3.05 0.000071   1.72 -117.5
   3.06 0.000030   0.73 -112.2
   3.07 -.000008  -0.20 -106.7
   3.08 -.000044  -1.08 -101.2
   3.10 -.000082  -1.99  -95.9
   3.11 -.000118  -2.88  -90.9
   3.12 -.000155  -3.79  -86.3
   3.13 -.000192  -4.69  -82.4
   3.14 -.000230  -5.60  -79.2
   3.15 -.000266  -6.49  -76.7
   3.16 -.000303  -7.39  -75.1
   3.17 -.000340  -8.28  -74.2
   3.18 -.000377  -9.20  -73.9
   3.20 -.000415 -10.11  -73.9
   3.21 -.000452 -11.02  -74.0
   3.22 -.000489 -11.93  -74.1
   3.23 -.000527 -12.84  -74.2
   3.24 -.000564 -13.75  -74.3
   3.25 -.000601 -14.66  -74.4
   3.26 -.000638 -15.56  -74.4
   3.27 -.000675 -16.46  -74.5
   3.29 -.000711 -17.34  -74.4
   3.30 -.000748 -18.23  -74.2
   3.31 -.000784 -19.11  -74.0
   3.32 -.000820 -19.98  -73.7
   3.33 -.000855 -20.85  -73.3
   3.34 -.000890 -21.71  -72.9
   3.35 -.000926 -22.57  -72.5
   3.37 -.000960 -23.40  -72.0
   3.38 -.000994 -24.24  -71.5
   3.39 -.001028 -25.07  -70.9
   3.40 -.001061 -25.87  -70.3
   3.41 -.001092 -26.63  -69.5
   3.42 -.001126 -27.45  -68.8
   3.43 -.001158 -28.23  -68.0
   3.44 -.001189 -28.99  -67.2
   3.45 -.001221 -29.76  -66.3
   3.47 -.001251 -30.49  -65.5
   3.48 -.001281 -31.22  -64.6
   3.49 -.001310 -31.95  -63.7
   3.50 -.001339 -32.64  -62.7
   3.51 -.001367 -33.34  -61.8
   3.52 -.001396 -34.04  -60.9
   3.53 -.001424 -34.71  -60.0
   3.54 -.001451 -35.37  -59.0
   3.56 -.001477 -36.02  -58.0
   3.57 -.001504 -36.66  -57.1
   3.58 -.001530 -37.30  -56.2
   3.59 -.001555 -37.92  -55.3
   3.60 -.001580 -38.53  -54.4
   3.61 -.001605 -39.13  -53.6
   3.62 -.001629 -39.71  -52.7
   3.63 -.001653 -40.30  -51.8
   3.65 -.001676 -40.87  -50.9
   3.66 -.001699 -41.43  -50.1
   3.67 -.001722 -41.98  -49.3
   3.68 -.001744 -42.53  -48.5
   3.69 -.001766 -43.06  -47.6
   3.70 -.001787 -43.58  -46.8
   3.71 -.001808 -44.09  -46.0
   3.72 -.001829 -44.60  -45.2
   3.73 -.001850 -45.10  -44.5
   3.75 -.001870 -45.60  -43.8
   3.76 -.001890 -46.08  -43.0
   3.77 -.001909 -46.55  -42.3
   3.78 -.001928 -47.02  -41.6
   3.79 -.001946 -47.45  -40.9
   3.80 -.001965 -47.90  -40.1
   3.81 -.001983 -48.36  -39.5
   3.82 -.002001 -48.78  -38.8
   3.84 -.002018 -49.21  -38.1
   3.85 -.002036 -49.63  -37.4
   3.86 -.002053 -50.05  -36.8
   3.87 -.002069 -50.45  -36.2
   3.88 -.002086 -50.86  -35.6
   3.89 -.002101 -51.24  -35.0
   3.90 -.002117 -51.63  -34.4
   3.91 -.002133 -52.00  -33.9
   3.93 -.002149 -52.39  -33.3
   3.94 -.002163 -52.75  -32.7
   3.95 -.002178 -53.10  -32.2
   3.96 -.002192 -53.45  -31.6
   3.97 -.002207 -53.81  -31.1
   3.98 -.002221 -54.15  -30.5
   3.99 -.002234 -54.47  -30.0
   4.00 -.002248 -54.81  -29.5
   4.02 -.002261 -55.12  -28.9
   4.03 -.002274 -55.44  -28.4
   4.04 -.002287 -55.75  -27.9
   4.05 -.002300 -56.07  -27.4
   4.06 -.002311 -56.35  -26.9
   4.07 -.002324 -56.66  -26.5
   4.08 -.002336 -56.95  -26.0
   4.09 -.002348 -57.24  -25.6
   4.11 -.002359 -57.51  -25.1
   4.12 -.002371 -57.80  -24.8
   4.13 -.002382 -58.06  -24.3
   4.14 -.002393 -58.33  -23.9
   4.15 -.002404 -58.60  -23.5
   4.16 -.002414 -58.86  -23.1
   4.17 -.002425 -59.12  -22.8
   4.18 -.002435 -59.37  -22.4
   4.20 -.002446 -59.63  -22.1
   4.21 -.002455 -59.86  -21.7
   4.22 -.002465 -60.10  -21.4
   4.23 -.002475 -60.33  -21.0
   4.24 -.002484 -60.57  -20.7
   4.25 -.002494 -60.81  -20.4
   4.26 -.002503 -61.02  -20.0
   4.27 -.002513 -61.26  -19.7
   4.29 -.002522 -61.48  -19.5
   4.30 -.002530 -61.68  -19.1
   4.31 -.002539 -61.90  -18.8
   4.32 -.002548 -62.11  -18.6
   4.33 -.002556 -62.31  -18.3
   4.34 -.002564 -62.51  -18.0
   4.35 -.002572 -62.71  -17.7
   4.36 -.002580 -62.90  -17.4
   4.37 -.002588 -63.11  -17.1
   4.39 -.002597 -63.31  -16.9
   4.40 -.002604 -63.49  -16.6
   4.41 -.002612 -63.68  -16.4
   4.42 -.002619 -63.84  -16.2
   4.43 -.002626 -64.03  -15.9
   4.44 -.002634 -64.21  -15.7
   4.45 -.002641 -64.38  -15.5
   4.46 -.002648 -64.55  -15.2
   4.48 -.002655 -64.73  -15.0
   4.49 -.002661 -64.88  -14.7
   4.50 -.002668 -65.05  -14.5
   4.51 -.002675 -65.23  -14.3
   4.52 -.002681 -65.38  -14.1
   4.53 -.002688 -65.54  -13.9
   4.54 -.002695 -65.70  -13.8
   4.55 -.002701 -65.85  -13.6
   4.57 -.002707 -66.00  -13.4
   4.58 -.002713 -66.15  -13.2
   4.59 -.002719 -66.30  -13.0
   4.60 -.002725 -66.44  -12.8
   4.61 -.002731 -66.59  -12.7
   4.62 -.002737 -66.72  -12.4
   4.63 -.002742 -66.86  -12.2
   4.64 -.002748 -66.99  -12.0
   4.65 -.002753 -67.13  -11.8
   4.67 -.002759 -67.27  -11.7
   4.68 -.002764 -67.39  -11.5
   4.69 -.002769 -67.52  -11.3
   4.70 -.002774 -67.64  -11.1
   4.71 -.002779 -67.76  -10.9
   4.72 -.002784 -67.88  -10.7
   4.73 -.002789 -68.00  -10.5
   4.74 -.002793 -68.10  -10.3
   4.76 -.002799 -68.23  -10.2
   4.77 -.002803 -68.34  -10.0
   4.78 -.002807 -68.45   -9.8
   4.79 -.002812 -68.55   -9.6
   4.80 -.002818 -68.69   -9.6
   4.81 -.002821 -68.77   -9.4
   4.82 -.002825 -68.87   -9.2
   4.83 -.002829 -68.98   -9.1
   4.85 -.002834 -69.09   -9.0
   4.86 -.002838 -69.18   -8.9
   4.87 -.002842 -69.28   -8.7
   4.88 -.002846 -69.38   -8.6
   4.89 -.002849 -69.47   -8.4
   4.90 -.002853 -69.56   -8.3
   4.91 -.002857 -69.66   -8.1
   4.92 -.002861 -69.76   -8.0
   4.94 -.002865 -69.85   -8.0
   4.95 -.002870 -69.96   -8.0
   4.96 -.002873 -70.06   -7.9
   4.97 -.002877 -70.15   -7.9
   4.98 -.002881 -70.23   -7.9
   4.99 -.002885 -70.33   -7.9
   5.00 -.002889 -70.43   -7.9
   5.01 -.002892 -70.51   -7.8
   5.03 -.002896 -70.61   -7.8
   5.04 -.002899 -70.69   -7.7
   5.05 -.002903 -70.77   -7.6
   5.06 -.002906 -70.86   -7.4
   5.07 -.002910 -70.94   -7.3
   5.08 -.002913 -71.02   -7.2
   5.09 -.002916 -71.10   -7.1
   5.10 -.002920 -71.19   -7.0
   5.12 -.002923 -71.26   -6.9
   5.13 -.002926 -71.34   -6.8
   5.14 -.002929 -71.41   -6.7
   5.15 -.002932 -71.49   -6.6
   5.16 -.002935 -71.57   -6.5
   5.17 -.002939 -71.65   -6.5
   5.18 -.002942 -71.72   -6.4
   5.19 -.002944 -71.78   -6.3
   5.20 -.002948 -71.86   -6.3
   5.22 -.002950 -71.93   -6.2
   5.23 -.002953 -71.99   -6.1
   5.24 -.002955 -72.05   -6.0
   5.25 -.002959 -72.13   -5.9
   5.26 -.002961 -72.18   -5.8
   5.27 -.002964 -72.26   -5.6
   5.28 -.002967 -72.33   -5.6
   5.29 -.002969 -72.38   -5.5
   5.31 -.002971 -72.45   -5.4
   5.32 -.002974 -72.50   -5.3
   5.33 -.002976 -72.56   -5.3
   5.34 -.002978 -72.61   -5.2
   5.35 -.002981 -72.67   -5.1
   5.36 -.002983 -72.72   -5.0
   5.37 -.002985 -72.78   -4.8
   5.38 -.002987 -72.83   -4.8
   5.40 -.002989 -72.87   -4.6
   5.41 -.002992 -72.94   -4.5
   5.42 -.002994 -72.99   -4.5
   5.43 -.002995 -73.03   -4.4
   5.44 -.002998 -73.09   -4.4
   5.45 -.003000 -73.14   -4.4
   5.46 -.003002 -73.19   -4.3
   5.47 -.003004 -73.24   -4.3
   5.49 -.003006 -73.28   -4.2
   5.50 -.003008 -73.33   -4.1
   5.51 -.003010 -73.38   -4.1
   5.52 -.003012 -73.43   -4.0
   5.53 -.003014 -73.47   -4.0
   5.54 -.003015 -73.52   -3.9
   5.55 -.003017 -73.57   -3.9
   5.56 -.003019 -73.61   -3.9
   5.58 -.003020 -73.63   -3.8
   5.59 -.003022 -73.67   -3.7
   5.60 -.003023 -73.71   -3.6
   5.61 -.003024 -73.73   -3.4
   5.62 -.003026 -73.77   -3.3
   5.63 -.003027 -73.80   -3.1
   5.64 -.003029 -73.84   -3.0
   5.65 -.003030 -73.86   -2.9
   5.67 -.003031 -73.90   -2.8
   5.68 -.003032 -73.92   -2.7
   5.69 -.003033 -73.95   -2.6
   5.70 -.003035 -73.99   -2.6
   5.71 -.003036 -74.01   -2.5
   5.72 -.003037 -74.04   -2.5
   5.73 -.003038 -74.06   -2.5
   5.74 -.003039 -74.10   -2.4
   5.76 -.003040 -74.12   -2.4
   5.77 -.003041 -74.15   -2.3
   5.78 -.003043 -74.18   -2.4
   5.79 -.003043 -74.20   -2.3
   5.80 -.003044 -74.23   -2.3
   5.81 -.003046 -74.26   -2.2
   5.82 -.003047 -74.28   -2.2
   5.83 -.003047 -74.29   -2.2
   5.84 -.003049 -74.33   -2.1
   5.86 -.003049 -74.34   -2.1
   5.87 -.003050 -74.36   -2.0
   5.88 -.003051 -74.39   -2.0
   5.89 -.003052 -74.42   -2.0
   5.90 -.003053 -74.44   -1.9
   5.91 -.003054 -74.46   -1.9
   5.92 -.003055 -74.48   -1.9
   5.93 -.003056 -74.50   -1.8
   5.95 -.003057 -74.52   -1.8
   5.96 -.003057 -74.54   -1.8
   5.97 -.003058 -74.56   -1.7
   5.98 -.003059 -74.58   -1.8
   5.99 -.003060 -74.61   -1.8
   6.00 -.003060 -74.61   -1.7
   6.01 -.003061 -74.64   -1.6
   6.02 -.003062 -74.66   -1.6
   6.04 -.003063 -74.67   -1.6
   6.05 -.003064 -74.69   -1.6
   6.06 -.003064 -74.71   -1.6
   6.07 -.003064 -74.71   -1.5
   6.08 -.003066 -74.74   -1.5
   6.09 -.003067 -74.77   -1.5
   6.10 -.003067 -74.77   -1.4
   6.11 -.003068 -74.79   -1.4
   6.13 -.003068 -74.81   -1.5
   6.14 -.003070 -74.84   -1.4
   6.15 -.003070 -74.85   -1.5
   6.16 -.003071 -74.86   -1.5
   6.17 -.003071 -74.87   -1.4
   6.18 -.003072 -74.90   -1.4
   6.19 -.003072 -74.90   -1.4
   6.20 -.003073 -74.91   -1.3
   6.22 -.003073 -74.93   -1.2
   6.23 -.003074 -74.94   -1.2
   6.24 -.003075 -74.96   -1.2
   6.25 -.003075 -74.98   -1.2
   6.26 -.003076 -75.00   -1.2
   6.27 -.003076 -75.00   -1.2
   6.28 -.003077 -75.02   -1.2
   6.29 -.003077 -75.02   -1.1
   6.31 -.003078 -75.05   -1.1
   6.32 -.003078 -75.05   -1.1
   6.33 -.003078 -75.05   -1.1
   6.34 -.003080 -75.08   -1.1
   6.35 -.003080 -75.08   -1.0
   6.36 -.003080 -75.10   -1.0
   6.37 -.003080 -75.10   -0.9
   6.38 -.003081 -75.12   -0.9
   6.39 -.003081 -75.11   -0.9
   6.41 -.003082 -75.14   -0.9
   6.42 -.003082 -75.15   -0.9
   6.43 -.003083 -75.16   -0.8
   6.44 -.003084 -75.18   -0.9
   6.45 -.003083 -75.17   -0.9
   6.46 -.003084 -75.18   -0.8
   6.47 -.003084 -75.19   -0.8
   6.48 -.003084 -75.19   -0.8
   6.50 -.003085 -75.21   -0.8
   6.51 -.003085 -75.22   -0.7
   6.52 -.003086 -75.23   -0.8
   6.53 -.003086 -75.24   -0.7
   6.54 -.003086 -75.25   -0.7
   6.55 -.003087 -75.26   -0.7
   6.56 -.003087 -75.25   -0.7
   6.57 -.003088 -75.28   -0.7
   6.59 -.003088 -75.28   -0.7
   6.60 -.003088 -75.29   -0.7
   6.61 -.003088 -75.30   -0.7
   6.62 -.003088 -75.30   -0.7
   6.63 -.003089 -75.31   -0.7
   6.64 -.003089 -75.32   -0.7
   6.65 -.003089 -75.32   -0.6
   6.66 -.003090 -75.34   -0.7
   6.68 -.003090 -75.34   -0.7
   6.69 -.003091 -75.36   -0.7
   6.70 -.003091 -75.35   -0.6
   6.71 -.003091 -75.36   -0.6
   6.72 -.003092 -75.37   -0.6
   6.73 -.003091 -75.37   -0.6
   6.74 -.003101 -75.61   -1.3
   6.75 -.003114 -75.91   -2.8
   6.77 -.003125 -76.18   -4.8
   6.78 -.003136 -76.46   -7.3
   6.79 -.003147 -76.72   -9.9
   6.80 -.003157 -76.96  -12.6
   6.81 -.003167 -77.20  -15.1
   6.82 -.003177 -77.45  -17.3
   6.83 -.003186 -77.69  -19.1
   6.84 -.003195 -77.90  -20.2
   6.86 -.003205 -78.13  -20.7
   6.87 -.003214 -78.37  -20.3
   6.88 -.003223 -78.57  -19.8
   6.89 -.003232 -78.80  -19.4
   6.90 -.003240 -79.00  -18.9
   6.91 -.003249 -79.22  -18.6
   6.92 -.003257 -79.41  -18.3
   6.94 -.003265 -79.61  -17.9
   6.95 -.003274 -79.82  -17.7
   6.96 -.003282 -80.01  -17.4
   6.97 -.003290 -80.20  -17.1
   6.98 -.003297 -80.38  -16.8
   6.99 -.003305 -80.57  -16.5
   7.00 -.003312 -80.74  -16.2
   7.01 -.003319 -80.93  -15.9
   7.02 -.003326 -81.10  -15.6
   7.04 -.003334 -81.27  -15.3
   7.05 -.003341 -81.45  -15.1
   7.06 -.003347 -81.61  -14.9
   7.07 -.003354 -81.77  -14.6
   7.08 -.003361 -81.95  -14.4
   7.09 -.003367 -82.10  -14.2
   7.10 -.003374 -82.25  -14.0
   7.11 -.003381 -82.42  -13.8
   7.13 -.003386 -82.56  -13.6
   7.14 -.003393 -82.71  -13.3
   7.15 -.003399 -82.87  -13.2
   7.16 -.003405 -83.01  -12.9
   7.17 -.003411 -83.16  -12.7
   7.18 -.003417 -83.30  -12.6
   7.19 -.003422 -83.43  -12.4
   7.20 -.003428 -83.57  -12.1
   7.22 -.003433 -83.71  -12.0
   7.23 -.003438 -83.83  -11.7
   7.24 -.003444 -83.96  -11.5
   7.25 -.003449 -84.09  -11.4
   7.26 -.003454 -84.22  -11.2
   7.27 -.003460 -84.34  -11.0
   7.28 -.003465 -84.47  -10.8
   7.29 -.003469 -84.58  -10.6
   7.30 -.003474 -84.70  -10.5
   7.32 -.003479 -84.81  -10.3
   7.33 -.003484 -84.93  -10.2
   7.34 -.003488 -85.03  -10.0
   7.35 -.003492 -85.14   -9.8
   7.36 -.003497 -85.26   -9.6
   7.37 -.003501 -85.36   -9.4
   7.38 -.003506 -85.47   -9.3
   7.39 -.003510 -85.58   -9.2
   7.41 -.003514 -85.68   -9.0
   7.42 -.003518 -85.77   -8.9
   7.43 -.003522 -85.87   -8.8
   7.44 -.003526 -85.97   -8.6
   7.45 -.003530 -86.07   -8.5
   7.46 -.003534 -86.17   -8.4
   7.47 -.003538 -86.26   -8.3
   7.49 -.003542 -86.35   -8.2
   7.50 -.003546 -86.45   -8.1
   7.51 -.003549 -86.53   -7.9
   7.52 -.003553 -86.62   -7.8
   7.53 -.003556 -86.71   -7.7
   7.54 -.003560 -86.80   -7.6
   7.55 -.003563 -86.88   -7.5
   7.56 -.003567 -86.95   -7.3
   7.57 -.003570 -87.04   -7.2
   7.59 -.003573 -87.12   -7.1
   7.60 -.003577 -87.20   -7.0
   7.61 -.003580 -87.27   -6.9
   7.62 -.003583 -87.34   -6.7
   7.63 -.003586 -87.42   -6.6
   7.64 -.003589 -87.50   -6.5
   7.65 -.003592 -87.56   -6.4
   7.66 -.003595 -87.64   -6.3
   7.68 -.003597 -87.70   -6.2
   7.69 -.003600 -87.78   -6.1
   7.70 -.003603 -87.85   -6.0
   7.71 -.003606 -87.91   -5.9
   7.72 -.003609 -87.98   -5.8
   7.73 -.003611 -88.05   -5.8
   7.74 -.003614 -88.10   -5.7
   7.75 -.003617 -88.18   -5.6
   7.77 -.003619 -88.23   -5.5
   7.78 -.003622 -88.30   -5.5
   7.79 -.003624 -88.35   -5.4
   7.80 -.003626 -88.41   -5.3
   7.81 -.003629 -88.48   -5.2
   7.82 -.003631 -88.53   -5.1
   7.83 -.003634 -88.59   -5.0
   7.84 -.003636 -88.64   -4.9
   7.86 -.003638 -88.71   -4.9
   7.87 -.003640 -88.75   -4.8
   7.88 -.003643 -88.82   -4.7
   7.89 -.003645 -88.87   -4.7
   7.90 -.003647 -88.92   -4.7
   7.91 -.003649 -88.97   -4.6
   7.92 -.003651 -89.02   -4.6
   7.93 -.003654 -89.08   -4.5
   7.95 -.003656 -89.13   -4.4
   7.96 -.003657 -89.17   -4.3
   7.97 -.003659 -89.22   -4.3
   7.98 -.003661 -89.26   -4.2
   7.99 -.003663 -89.31   -4.1
