Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   8.00 0.001394  33.98 -123.3
   8.01 0.001335  32.55 -122.3
   8.03 0.001277  31.14 -121.1
   8.04 0.001220  29.75 -120.1
   8.05 0.001162  28.33 -119.1
   8.06 0.001105  26.95 -118.2
   8.07 0.001050  25.60 -117.3
   8.08 0.000994  24.23 -116.4
   8.09 0.000939  22.89 -115.5
   8.10 0.000884  21.57 -114.4
   8.12 0.000830  20.25 -113.3
   8.13 0.000777  18.94 -112.2
   8.14 0.000724  17.66 -111.1
   8.15 0.000672  16.39 -110.0
   8.16 0.000621  15.14 -108.9
   8.17 0.000570  13.90 -107.6
   8.18 0.000520  12.68 -106.5
   8.19 0.000470  11.47 -105.3
   8.21 0.000422  10.29 -104.0
   8.22 0.000374   9.12 -102.7
   8.23 0.000325   7.92 -101.5
   8.24 0.000277   6.75 -100.4
   8.25 0.000229   5.59  -99.3
   8.26 0.000183   4.46  -98.3
   8.27 0.000136   3.33  -97.3
   8.28 0.000089   2.17  -96.5
   8.30 0.000044   1.07  -95.6
   8.31 -.000001  -0.03  -94.8
   8.32 -.000046  -1.13  -94.0
   8.33 -.000092  -2.23  -93.3
   8.34 -.000136  -3.31  -92.6
   8.35 -.000180  -4.40  -91.8
   8.36 -.000223  -5.45  -91.0
   8.37 -.000266  -6.48  -90.2
   8.39 -.000308  -7.52  -89.4
   8.40 -.000351  -8.55  -88.5
   8.41 -.000391  -9.54  -87.5
   8.42 -.000433 -10.56  -86.7
   8.43 -.000473 -11.54  -85.8
   8.44 -.000514 -12.53  -84.9
   8.45 -.000554 -13.50  -83.9
   8.46 -.000593 -14.45  -83.0
   8.48 -.000632 -15.41  -82.1
   8.49 -.000671 -16.36  -81.3
   8.50 -.000709 -17.29  -80.5
   8.51 -.000747 -18.22  -79.7
   8.52 -.000785 -19.15  -79.0
   8.53 -.000822 -20.04  -78.3
   8.54 -.000860 -20.96  -77.5
   8.55 -.000897 -21.88  -76.9
   8.56 -.000934 -22.78  -76.3
   8.58 -.000971 -23.67  -75.8
   8.59 -.001007 -24.55  -75.2
   8.60 -.001042 -25.41  -74.6
   8.61 -.001078 -26.28  -74.0
   8.62 -.001113 -27.13  -73.4
   8.63 -.001147 -27.96  -72.7
   8.64 -.001181 -28.80  -72.1
   8.65 -.001215 -29.63  -71.4
   8.67 -.001248 -30.44  -70.6
   8.68 -.001282 -31.26  -69.8
   8.69 -.001314 -32.04  -69.1
   8.70 -.001347 -32.84  -68.3
   8.71 -.001378 -33.60  -67.6
   8.72 -.001410 -34.39  -66.9
   8.73 -.001442 -35.16  -66.2
   8.74 -.001472 -35.90  -65.4
   8.76 -.001503 -36.65  -64.7
   8.77 -.001534 -37.39  -64.0
   8.78 -.001564 -38.13  -63.3
   8.79 -.001592 -38.82  -62.6
   8.80 -.001614 -39.35  -61.2
   8.81 -.001629 -39.71  -59.0
   8.82 -.001637 -39.92  -55.5
   8.83 -.001645 -40.10  -50.9
   8.84 -.001653 -40.30  -45.8
   8.86 -.001661 -40.49  -40.2
   8.87 -.001668 -40.66  -34.7
   8.88 -.001676 -40.86  -29.3
   8.89 -.001685 -41.07  -24.5
   8.90 -.001695 -41.32  -20.8
   8.91 -.001705 -41.58  -18.4
   8.92 -.001717 -41.87  -17.5
   8.93 -.001731 -42.20  -17.9
   8.95 -.001745 -42.55  -19.0
   8.96 -.001761 -42.95  -20.6
   8.97 -.001777 -43.32  -22.3
   8.98 -.001795 -43.75  -24.3
   8.99 -.001811 -44.17  -26.3
   9.00 -.001830 -44.61  -28.2
   9.01 -.001848 -45.06  -30.0
   9.02 -.001867 -45.52  -31.7
   9.04 -.001887 -46.00  -33.2
   9.05 -.001906 -46.46  -34.5
   9.06 -.001926 -46.96  -35.6
   9.07 -.001946 -47.44  -36.6
   9.08 -.001966 -47.92  -37.4
   9.09 -.001986 -48.41  -38.1
   9.10 -.002007 -48.94  -38.7
   9.11 -.002028 -49.44  -39.4
   9.12 -.002049 -49.96  -39.9
   9.14 -.002071 -50.48  -40.4
   9.15 -.002092 -50.99  -40.8
   9.16 -.002113 -51.51  -41.2
   9.17 -.002134 -52.03  -41.6
   9.18 -.002155 -52.54  -41.8
   9.19 -.002176 -53.06  -42.1
   9.20 -.002198 -53.58  -42.3
   9.21 -.002218 -54.09  -42.3
   9.23 -.002239 -54.58  -42.2
   9.24 -.002261 -55.11  -42.2
   9.25 -.002281 -55.62  -42.2
   9.26 -.002302 -56.12  -42.1
   9.27 -.002323 -56.63  -42.0
   9.28 -.002344 -57.14  -42.0
   9.29 -.002364 -57.64  -41.9
   9.30 -.002384 -58.13  -41.7
   9.32 -.002405 -58.64  -41.6
   9.33 -.002426 -59.14  -41.5
   9.34 -.002446 -59.64  -41.4
   9.35 -.002466 -60.13  -41.3
   9.36 -.002486 -60.61  -41.0
   9.37 -.002506 -61.10  -40.9
   9.38 -.002526 -61.59  -40.7
   9.39 -.002546 -62.06  -40.5
   9.40 -.002565 -62.53  -40.3
   9.42 -.002584 -63.00  -40.0
   9.43 -.002602 -63.45  -39.7
   9.44 -.002619 -63.86  -39.1
   9.45 -.002637 -64.30  -38.6
   9.46 -.002658 -64.79  -38.3
   9.47 -.002676 -65.25  -37.9
   9.48 -.002695 -65.72  -37.7
   9.49 -.002714 -66.17  -37.5
   9.51 -.002733 -66.63  -37.4
   9.52 -.002752 -67.10  -37.4
   9.53 -.002770 -67.53  -37.4
   9.54 -.002789 -67.99  -37.5
   9.55 -.002807 -68.43  -37.5
   9.56 -.002825 -68.88  -37.5
   9.57 -.002843 -69.31  -37.3
   9.58 -.002860 -69.72  -36.9
   9.60 -.002877 -70.15  -36.6
   9.61 -.002895 -70.58  -36.2
   9.62 -.002912 -71.00  -35.9
   9.63 -.002930 -71.43  -35.7
   9.64 -.002947 -71.84  -35.3
   9.65 -.002963 -72.24  -35.0
   9.66 -.002980 -72.64  -34.7
   9.67 -.002997 -73.07  -34.5
   9.69 -.003014 -73.47  -34.3
   9.70 -.003030 -73.87  -34.1
   9.71 -.003046 -74.26  -33.8
   9.72 -.003062 -74.65  -33.6
   9.73 -.003078 -75.04  -33.3
   9.74 -.003094 -75.44  -33.0
   9.75 -.003110 -75.82  -32.8
   9.76 -.003125 -76.20  -32.6
   9.78 -.003141 -76.58  -32.3
   9.79 -.003156 -76.95  -32.0
   9.80 -.003171 -77.31  -31.7
   9.81 -.003186 -77.68  -31.4
   9.82 -.003201 -78.05  -31.2
   9.83 -.003215 -78.39  -30.8
   9.84 -.003230 -78.74  -30.5
   9.85 -.003244 -79.10  -30.2
   9.87 -.003258 -79.44  -29.8
   9.88 -.003272 -79.78  -29.5
   9.89 -.003287 -80.13  -29.2
   9.90 -.003300 -80.46  -28.9
   9.91 -.003314 -80.81  -28.7
   9.92 -.003328 -81.14  -28.5
   9.93 -.003342 -81.47  -28.2
   9.94 -.003355 -81.80  -28.0
   9.96 -.003369 -82.13  -27.9
   9.97 -.003382 -82.46  -27.7
   9.98 -.003395 -82.78  -27.5
   9.99 -.003408 -83.09  -27.3
  10.00 -.003422 -83.42  -27.1
  10.01 -.003435 -83.74  -26.9
  10.02 -.003448 -84.05  -26.7
  10.03 -.003460 -84.37  -26.5
  10.04 -.003473 -84.67  -26.3
  10.06 -.003486 -84.98  -26.2
  10.07 -.003498 -85.29  -26.0
  10.08 -.003510 -85.58  -25.8
  10.09 -.003523 -85.89  -25.6
  10.10 -.003535 -86.19  -25.4
  10.11 -.003547 -86.47  -25.2
  10.12 -.003560 -86.78  -25.0
  10.13 -.003571 -87.06  -24.8
  10.15 -.003583 -87.35  -24.6
  10.16 -.003595 -87.64  -24.4
  10.17 -.003607 -87.93  -24.2
  10.18 -.003618 -88.20  -24.0
  10.19 -.003629 -88.47  -23.8
  10.20 -.003641 -88.77  -23.6
  10.21 -.003652 -89.04  -23.4
  10.22 -.003663 -89.31  -23.3
  10.24 -.003674 -89.58  -23.1
  10.25 -.003685 -89.85  -22.9
  10.26 -.003697 -90.12  -22.8
  10.27 -.003707 -90.39  -22.6
  10.28 -.003718 -90.65  -22.5
  10.29 -.003729 -90.92  -22.3
  10.30 -.003741 -91.20  -22.3
  10.31 -.003751 -91.44  -22.1
  10.32 -.003762 -91.71  -21.9
  10.34 -.003772 -91.97  -21.8
  10.35 -.003783 -92.22  -21.7
  10.36 -.003793 -92.47  -21.6
  10.37 -.003804 -92.73  -21.5
  10.38 -.003813 -92.97  -21.3
  10.39 -.003823 -93.21  -21.1
  10.40 -.003833 -93.45  -20.9
  10.41 -.003843 -93.69  -20.7
  10.43 -.003853 -93.93  -20.4
  10.44 -.003863 -94.18  -20.3
  10.45 -.003872 -94.41  -20.1
  10.46 -.003882 -94.64  -19.9
  10.47 -.003891 -94.87  -19.7
  10.48 -.003901 -95.11  -19.6
  10.49 -.003910 -95.33  -19.4
  10.50 -.003920 -95.56  -19.3
  10.52 -.003929 -95.79  -19.2
  10.53 -.003938 -96.00  -19.0
  10.54 -.003947 -96.23  -18.9
  10.55 -.003956 -96.45  -18.7
  10.56 -.003965 -96.67  -18.6
  10.57 -.003974 -96.89  -18.5
  10.58 -.003983 -97.11  -18.4
  10.59 -.003992 -97.33  -18.3
  10.61 -.004001 -97.54  -18.2
  10.62 -.004010 -97.76  -18.1
  10.63 -.004018 -97.96  -18.0
  10.64 -.004027 -98.18  -17.9
  10.65 -.004035 -98.38  -17.8
  10.66 -.004044 -98.59  -17.6
  10.67 -.004052 -98.77  -17.4
  10.68 -.004060 -98.97  -17.2
  10.69 -.004068 -99.18  -17.0
  10.71 -.004076 -99.37  -16.8
  10.72 -.004084 -99.57  -16.7
  10.73 -.004092 -99.75  -16.5
  10.74 -.004100 -99.95  -16.3
  10.75 -.004107 %-100.14  -16.2
  10.76 -.004115 %-100.33  -16.0
  10.77 -.004123 %-100.52  -16.0
  10.78 -.004131 %-100.71  -15.9
  10.80 -.004138 %-100.88  -15.7
  10.81 -.004146 %-101.08  -15.6
  10.82 -.004153 %-101.26  -15.5
  10.83 -.004161 %-101.43  -15.4
  10.84 -.004168 %-101.61  -15.3
  10.85 -.004176 %-101.80  -15.2
  10.86 -.004182 %-101.97  -15.1
  10.87 -.004190 %-102.14  -14.9
  10.89 -.004197 %-102.32  -14.8
  10.90 -.004204 %-102.49  -14.7
  10.91 -.004211 %-102.67  -14.6
  10.92 -.004218 %-102.83  -14.5
  10.93 -.004225 %-103.01  -14.4
  10.94 -.004232 %-103.18  -14.3
  10.95 -.004239 %-103.35  -14.3
  10.96 -.004246 %-103.52  -14.2
  10.98 -.004253 %-103.69  -14.1
  10.99 -.004260 %-103.86  -14.1
  11.00 -.004267 %-104.02  -14.0
  11.01 -.004274 %-104.19  -13.9
  11.02 -.004281 %-104.36  -13.9
  11.03 -.004287 %-104.52  -13.9
  11.04 -.004294 %-104.69  -13.8
  11.05 -.004300 %-104.84  -13.7
  11.06 -.004307 %-105.00  -13.6
  11.08 -.004313 %-105.16  -13.5
  11.09 -.004319 %-105.30  -13.3
  11.10 -.004325 %-105.45  -13.2
  11.11 -.004332 %-105.61  -13.0
  11.12 -.004338 %-105.77  -12.9
  11.13 -.004345 %-105.92  -12.8
  11.14 -.004350 %-106.06  -12.7
  11.15 -.004356 %-106.20  -12.5
  11.17 -.004362 %-106.34  -12.4
  11.18 -.004368 %-106.48  -12.3
  11.19 -.004373 %-106.62  -12.1
  11.20 -.004379 %-106.76  -12.0
  11.21 -.004385 %-106.91  -11.9
  11.22 -.004391 %-107.04  -11.8
  11.23 -.004396 %-107.18  -11.6
  11.24 -.004402 %-107.32  -11.6
  11.26 -.004407 %-107.45  -11.5
  11.27 -.004413 %-107.58  -11.4
  11.28 -.004418 %-107.71  -11.3
  11.29 -.004424 %-107.85  -11.3
  11.30 -.004429 %-107.97  -11.2
  11.31 -.004435 %-108.11  -11.1
  11.32 -.004440 %-108.24  -11.0
  11.33 -.004445 %-108.36  -10.9
  11.34 -.004451 %-108.50  -10.8
  11.36 -.004456 %-108.62  -10.7
  11.37 -.004460 %-108.74  -10.6
  11.38 -.004466 %-108.87  -10.6
  11.39 -.004471 %-108.99  -10.5
  11.40 -.004476 %-109.12  -10.5
  11.41 -.004480 %-109.23  -10.4
  11.42 -.004486 %-109.37  -10.3
  11.43 -.004491 %-109.49  -10.2
  11.45 -.004496 %-109.61  -10.2
  11.46 -.004501 %-109.73  -10.2
  11.47 -.004506 %-109.85  -10.1
  11.48 -.004511 %-109.97  -10.1
  11.49 -.004516 %-110.09  -10.0
  11.50 -.004520 %-110.20   -9.9
  11.51 -.004525 %-110.31   -9.9
  11.52 -.004530 %-110.43   -9.8
  11.54 -.004535 %-110.56   -9.7
  11.55 -.004539 %-110.66   -9.6
  11.56 -.004544 %-110.78   -9.6
  11.57 -.004548 %-110.88   -9.5
  11.58 -.004553 %-111.00   -9.5
  11.59 -.004558 %-111.12   -9.4
  11.60 -.004562 %-111.22   -9.4
  11.61 -.004566 %-111.32   -9.3
  11.62 -.004571 %-111.44   -9.2
  11.64 -.004575 %-111.54   -9.1
  11.65 -.004580 %-111.66   -9.1
  11.66 -.004584 %-111.77   -9.0
  11.67 -.004589 %-111.87   -9.0
  11.68 -.004593 %-111.97   -9.0
  11.69 -.004597 %-112.08   -8.9
  11.70 -.004602 %-112.19   -8.8
  11.71 -.004606 %-112.29   -8.8
  11.73 -.004611 %-112.40   -8.8
  11.74 -.004614 %-112.49   -8.7
  11.75 -.004618 %-112.59   -8.6
  11.76 -.004622 %-112.69   -8.5
  11.77 -.004627 %-112.79   -8.4
  11.78 -.004630 %-112.89   -8.4
  11.79 -.004634 %-112.98   -8.3
  11.80 -.004639 %-113.09   -8.2
  11.82 -.004642 %-113.17   -8.1
  11.83 -.004646 %-113.27   -8.0
  11.84 -.004651 %-113.38   -8.0
  11.85 -.004654 %-113.46   -8.0
  11.86 -.004658 %-113.55   -7.9
  11.87 -.004661 %-113.64   -7.8
  11.88 -.004665 %-113.74   -7.8
  11.89 -.004669 %-113.83   -7.7
  11.90 -.004672 %-113.90   -7.6
  11.92 -.004676 %-114.00   -7.6
  11.93 -.004679 %-114.08   -7.4
  11.94 -.004686 %-114.23   -7.6
  11.95 -.004687 %-114.27   -7.5
  11.96 -.004690 %-114.35   -7.4
  11.97 -.004694 %-114.43   -7.3
  11.98 -.004697 %-114.52   -7.3
  11.99 -.004701 %-114.61   -7.2
  12.01 -.004705 %-114.70   -7.1
  12.02 -.004708 %-114.78   -7.1
  12.03 -.004712 %-114.87   -7.1
  12.04 -.004716 %-114.96   -7.0
  12.05 -.004719 %-115.05   -7.0
  12.06 -.004723 %-115.14   -7.0
  12.07 -.004726 %-115.22   -7.1
  12.08 -.004730 %-115.30   -7.2
  12.10 -.004733 %-115.39   -7.2
  12.11 -.004736 %-115.46   -7.1
  12.12 -.004740 %-115.56   -7.0
  12.13 -.004743 %-115.64   -7.0
  12.14 -.004747 %-115.72   -7.0
  12.15 -.004750 %-115.80   -6.9
  12.16 -.004753 %-115.87   -6.8
  12.17 -.004756 %-115.95   -6.7
  12.19 -.004760 %-116.04   -6.7
  12.20 -.004763 %-116.12   -6.7
  12.21 -.004766 %-116.19   -6.7
  12.22 -.004769 %-116.26   -6.6
  12.23 -.004772 %-116.34   -6.5
  12.24 -.004775 %-116.42   -6.4
  12.25 -.004778 %-116.49   -6.4
  12.26 -.004781 %-116.55   -6.3
  12.27 -.004784 %-116.63   -6.2
  12.29 -.004787 %-116.71   -6.2
  12.30 -.004791 %-116.79   -6.1
  12.31 -.004793 %-116.86   -6.1
  12.32 -.004796 %-116.93   -6.1
  12.33 -.004799 %-117.00   -6.1
  12.34 -.004802 %-117.07   -6.0
  12.35 -.004805 %-117.15   -6.0
  12.36 -.004808 %-117.21   -6.0
  12.38 -.004812 %-117.30   -6.0
  12.39 -.004814 %-117.37   -6.0
  12.40 -.004817 %-117.43   -6.0
  12.41 -.004820 %-117.51   -5.9
  12.42 -.004822 %-117.57   -5.9
  12.43 -.004825 %-117.63   -5.8
  12.44 -.004827 %-117.69   -5.7
  12.45 -.004831 %-117.77   -5.7
  12.47 -.004833 %-117.83   -5.6
  12.48 -.004836 %-117.90   -5.5
  12.49 -.004838 %-117.96   -5.5
  12.50 -.004841 %-118.02   -5.4
  12.51 -.004843 %-118.08   -5.3
  12.52 -.004847 %-118.15   -5.3
  12.53 -.004849 %-118.21   -5.3
  12.54 -.004851 %-118.27   -5.3
  12.55 -.004855 %-118.35   -5.3
  12.57 -.004856 %-118.40   -5.3
  12.58 -.004859 %-118.46   -5.2
  12.59 -.004862 %-118.52   -5.2
  12.60 -.004865 %-118.59   -5.2
  12.61 -.004867 %-118.65   -5.1
  12.62 -.004869 %-118.70   -5.1
  12.63 -.004871 %-118.75   -5.0
  12.64 -.004874 %-118.82   -5.0
  12.66 -.004876 %-118.87   -4.9
  12.67 -.004879 %-118.94   -4.9
  12.68 -.004881 %-118.99   -4.8
  12.69 -.004883 %-119.05   -4.9
  12.70 -.004886 %-119.11   -4.8
  12.71 -.004888 %-119.16   -4.8
  12.72 -.004890 %-119.22   -4.7
  12.73 -.004892 %-119.27   -4.7
  12.75 -.004895 %-119.33   -4.7
  12.76 -.004897 %-119.39   -4.7
  12.77 -.004900 %-119.45   -4.7
  12.78 -.004902 %-119.51   -4.7
  12.79 -.004904 %-119.55   -4.6
  12.80 -.004906 %-119.61   -4.6
  12.81 -.004908 %-119.66   -4.6
  12.82 -.004910 %-119.71   -4.6
  12.84 -.004913 %-119.77   -4.5
  12.85 -.004915 %-119.82   -4.5
  12.86 -.004917 %-119.87   -4.4
  12.87 -.004919 %-119.92   -4.4
  12.88 -.004921 %-119.97   -4.3
  12.89 -.004923 %-120.02   -4.3
  12.90 -.004925 %-120.06   -4.2
  12.91 -.004927 %-120.11   -4.2
  12.92 -.004930 %-120.18   -4.2
  12.94 -.004931 %-120.22   -4.2
  12.95 -.004933 %-120.27   -4.1
  12.96 -.004936 %-120.32   -4.1
  12.97 -.004938 %-120.37   -4.1
  12.98 -.004940 %-120.42   -4.1
  12.99 -.004941 %-120.47   -4.1
  13.00 -.004943 %-120.51   -4.1
  13.01 -.004946 %-120.58   -4.1
  13.03 -.004948 %-120.62   -4.1
  13.04 -.004950 %-120.67   -4.1
  13.05 -.004952 %-120.72   -4.0
  13.06 -.004954 %-120.77   -4.1
  13.07 -.004956 %-120.81   -4.1
  13.08 -.004957 %-120.86   -4.0
  13.09 -.004959 %-120.90   -4.0
  13.10 -.004961 %-120.95   -4.0
  13.12 -.004963 %-121.00   -3.9
  13.13 -.004965 %-121.05   -3.9
  13.14 -.004967 %-121.09   -3.8
  13.15 -.004969 %-121.13   -3.8
  13.16 -.004970 %-121.17   -3.7
  13.17 -.004972 %-121.22   -3.7
  13.18 -.004974 %-121.26   -3.7
  13.19 -.004976 %-121.32   -3.7
  13.20 -.004978 %-121.36   -3.7
  13.22 -.004980 %-121.40   -3.7
  13.23 -.004982 %-121.45   -3.7
  13.24 -.004983 %-121.47   -3.6
  13.25 -.004985 %-121.53   -3.6
  13.26 -.004987 %-121.57   -3.6
  13.27 -.004989 %-121.62   -3.6
  13.28 -.004990 %-121.66   -3.6
  13.29 -.004992 %-121.69   -3.5
  13.31 -.004995 %-121.77   -3.6
  13.32 -.004996 %-121.79   -3.6
  13.33 -.004997 %-121.83   -3.6
  13.34 -.004999 %-121.87   -3.5
  13.35 -.005001 %-121.91   -3.5
  13.36 -.005002 %-121.95   -3.5
  13.37 -.005004 %-121.99   -3.4
  13.38 -.005005 %-122.03   -3.4
  13.40 -.005007 %-122.07   -3.3
  13.41 -.005009 %-122.10   -3.3
  13.42 -.005010 %-122.15   -3.3
  13.43 -.005011 %-122.17   -3.1
  13.44 -.005013 %-122.22   -3.2
  13.45 -.005014 %-122.25   -3.1
  13.46 -.005016 %-122.29   -3.1
  13.47 -.005018 %-122.32   -3.1
  13.48 -.005019 %-122.35   -3.0
  13.50 -.005020 %-122.39   -3.0
  13.51 -.005021 %-122.42   -2.9
  13.52 -.005023 %-122.46   -2.9
  13.53 -.005024 %-122.48   -2.9
  13.54 -.005026 %-122.52   -2.8
  13.55 -.005027 %-122.56   -2.8
  13.56 -.005028 %-122.59   -2.8
  13.57 -.005030 %-122.63   -2.8
  13.59 -.005031 %-122.65   -2.7
  13.60 -.005032 %-122.68   -2.7
  13.61 -.005034 %-122.73   -2.8
  13.62 -.005035 %-122.75   -2.7
  13.63 -.005037 %-122.80   -2.8
  13.64 -.005038 %-122.82   -2.7
  13.65 -.005039 %-122.85   -2.7
  13.66 -.005041 %-122.89   -2.7
  13.68 -.005042 %-122.92   -2.7
  13.69 -.005043 %-122.94   -2.7
  13.70 -.005044 %-122.98   -2.7
  13.71 -.005046 %-123.02   -2.7
  13.72 -.005047 %-123.04   -2.6
  13.73 -.005049 %-123.08   -2.6
  13.74 -.005050 %-123.11   -2.6
  13.75 -.005051 %-123.13   -2.6
  13.77 -.005053 %-123.18   -2.6
  13.78 -.005054 %-123.20   -2.6
  13.79 -.005055 %-123.23   -2.6
  13.80 -.005056 %-123.26   -2.5
  13.81 -.005057 %-123.28   -2.5
  13.82 -.005058 %-123.32   -2.5
  13.83 -.005059 %-123.34   -2.4
  13.84 -.005060 %-123.37   -2.4
  13.86 -.005062 %-123.40   -2.4
  13.87 -.005063 %-123.43   -2.4
  13.88 -.005064 %-123.47   -2.4
  13.89 -.005066 %-123.50   -2.4
  13.90 -.005067 %-123.53   -2.5
  13.91 -.005068 %-123.55   -2.5
  13.92 -.005069 %-123.59   -2.5
