Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   2.07 0.004640 113.17    7.2
   2.08 0.004647 113.33    7.2
   2.09 0.004652 113.45    7.2
   2.10 0.004657 113.57    7.4
   2.11 0.004662 113.69    7.7
   2.12 0.004666 113.80    8.1
   2.13 0.004670 113.90    8.6
   2.14 0.004674 114.00    9.2
   2.15 0.004678 114.08    9.6
   2.17 0.004681 114.17    9.5
   2.18 0.004685 114.27    9.1
   2.19 0.004689 114.35    8.6
   2.20 0.004692 114.42    8.1
   2.21 0.004693 114.46    7.6
   2.22 0.004694 114.49    7.0
   2.23 0.004696 114.53    6.4
   2.25 0.004699 114.60    5.9
   2.26 0.004706 114.76    5.8
   2.27 0.004712 114.93    6.1
   2.28 0.004718 115.07    6.5
   2.29 0.004723 115.19    7.1
   2.30 0.004728 115.31    7.7
   2.31 0.004733 115.42    8.4
   2.32 0.004736 115.51    8.9
   2.34 0.004740 115.60    9.4
   2.35 0.004743 115.68    9.6
   2.36 0.004746 115.75    9.5
   2.37 0.004747 115.78    8.9
   2.38 0.004748 115.79    7.8
   2.39 0.004748 115.79    6.7
   2.40 0.004750 115.85    5.8
   2.41 0.004754 115.94    5.1
   2.42 0.004758 116.04    4.7
   2.44 0.004760 116.09    4.5
   2.45 0.004765 116.20    4.5
   2.46 0.004771 116.35    4.9
   2.47 0.004775 116.46    5.5
   2.48 0.004779 116.54    6.2
   2.49 0.004782 116.62    6.9
   2.50 0.004785 116.69    7.4
   2.51 0.004789 116.79    7.7
   2.53 0.004792 116.88    7.8
   2.54 0.004796 116.97    7.7
   2.55 0.004799 117.04    7.6
   2.56 0.004803 117.14    7.5
   2.57 0.004808 117.25    7.4
   2.58 0.004811 117.32    7.2
   2.59 0.004813 117.39    7.1
   2.61 0.004813 117.38    6.8
   2.62 0.004813 117.38    6.3
   2.63 0.004816 117.45    5.8
   2.64 0.004821 117.58    5.5
   2.65 0.004827 117.72    5.6
   2.66 0.004832 117.84    5.7
   2.67 0.004835 117.92    5.9
   2.68 0.004837 117.98    6.1
   2.69 0.004840 118.05    6.2
   2.71 0.004843 118.12    6.6
   2.72 0.004846 118.18    6.8
   2.73 0.004845 118.17    6.8
   2.74 0.004846 118.19    6.4
   2.75 0.004848 118.25    5.7
   2.76 0.004851 118.32    4.9
   2.77 0.004854 118.37    4.4
   2.78 0.004855 118.41    4.0
   2.80 0.004856 118.43    3.7
   2.81 0.004857 118.45    3.5
   2.82 0.004861 118.55    3.5
   2.83 0.004864 118.63    3.7
   2.84 0.004868 118.73    4.1
   2.85 0.004870 118.77    4.5
   2.86 0.004871 118.81    4.6
   2.88 0.004874 118.88    4.7
   2.89 0.004878 118.98    4.9
   2.90 0.004881 119.05    5.2
   2.91 0.004882 119.08    5.4
   2.92 0.004886 119.16    5.5
   2.93 0.004889 119.24    5.6
   2.94 0.004891 119.28    5.4
   2.95 0.004894 119.36    5.3
   2.96 0.004897 119.44    5.4
   2.98 0.004900 119.51    5.5
   2.99 0.004902 119.56    5.6
   3.00 0.004906 119.65    5.6
   3.01 0.004908 119.69    5.5
   3.02 0.004910 119.74    5.5
   3.03 0.004912 119.79    5.4
   3.04 0.004913 119.81    5.1
   3.05 0.004911 119.76    4.5
   3.07 0.004911 119.76    3.9
   3.08 0.004914 119.85    3.4
   3.09 0.004918 119.94    3.1
   3.10 0.004921 120.03    3.1
   3.11 0.004925 120.11    3.3
   3.12 0.004928 120.19    3.6
   3.13 0.004931 120.25    4.0
   3.15 0.004932 120.29    4.4
   3.16 0.004934 120.34    4.8
   3.17 0.004936 120.39    5.2
   3.18 0.004937 120.41    5.4
   3.19 0.004939 120.44    5.1
   3.20 0.004941 120.51    4.7
   3.21 0.004944 120.59    4.4
   3.22 0.004947 120.65    4.2
   3.24 0.004949 120.70    4.1
   3.25 0.004951 120.74    4.1
   3.26 0.004952 120.76    4.0
   3.27 0.004952 120.77    3.9
   3.28 0.004953 120.80    3.7
   3.29 0.004954 120.83    3.6
   3.30 0.004957 120.89    3.4
   3.31 0.004958 120.93    3.3
   3.32 0.004960 120.98    3.1
   3.34 0.004963 121.03    3.0
   3.35 0.004964 121.08    3.0
   3.36 0.004966 121.12    3.2
   3.37 0.004968 121.17    3.4
   3.38 0.004971 121.24    3.7
   3.39 0.004972 121.27    3.9
   3.40 0.004972 121.27    3.8
   3.42 0.004975 121.32    3.7
   3.43 0.004977 121.38    3.7
   3.44 0.004979 121.44    3.7
   3.45 0.004981 121.48    3.6
   3.46 0.004982 121.51    3.6
   3.47 0.004985 121.57    3.6
   3.48 0.004987 121.62    3.6
   3.49 0.004988 121.66    3.6
   3.51 0.004990 121.70    3.6
   3.52 0.004991 121.73    3.7
   3.53 0.004993 121.77    3.7
   3.54 0.004995 121.81    3.6
   3.55 0.004996 121.84    3.5
   3.56 0.004997 121.88    3.3
   3.57 0.004999 121.91    3.2
   3.58 0.005000 121.95    3.1
   3.59 0.005001 121.97    3.0
   3.61 0.005002 122.00    2.8
   3.62 0.005004 122.04    2.8
   3.63 0.005005 122.06    2.7
   3.64 0.005004 122.05    2.5
   3.65 0.005005 122.06    2.3
   3.66 0.005005 122.06    2.0
   3.67 0.005005 122.06    1.7
   3.69 0.005007 122.10    1.5
   3.70 0.005010 122.19    1.6
   3.71 0.005012 122.24    1.7
   3.72 0.005013 122.27    2.0
   3.73 0.005015 122.32    2.2
   3.74 0.005016 122.34    2.4
   3.75 0.005017 122.35    2.7
   3.76 0.005018 122.39    2.9
   3.78 0.005020 122.42    3.0
   3.79 0.005021 122.46    3.1
   3.80 0.005023 122.51    3.1
   3.81 0.005024 122.53    2.9
   3.82 0.005025 122.55    2.7
   3.83 0.005024 122.52    2.4
   3.84 0.005024 122.53    2.2
   3.85 0.005025 122.56    2.0
   3.86 0.005025 122.56    1.8
   3.88 0.005026 122.59    1.6
   3.89 0.005028 122.63    1.4
   3.90 0.005030 122.68    1.4
   3.91 0.005031 122.71    1.5
   3.92 0.005033 122.74    1.6
   3.93 0.005034 122.76    1.9
   3.94 0.005034 122.78    2.1
   3.96 0.005035 122.81    2.3
   3.97 0.005036 122.82    2.4
   3.98 0.005037 122.85    2.3
   3.99 0.005037 122.86    2.2
   4.00 0.005038 122.87    2.0
   4.01 0.005039 122.89    1.8
   4.02 0.005041 122.94    1.7
   4.03 0.005042 122.97    1.8
   4.05 0.005042 122.96    1.7
   4.06 0.005041 122.94    1.6
   4.07 0.005042 122.98    1.5
   4.08 0.005044 123.01    1.5
   4.09 0.005045 123.04    1.5
   4.10 0.005046 123.06    1.5
   4.11 0.005046 123.07    1.6
   4.12 0.005047 123.10    1.6
   4.13 0.005048 123.13    1.6
   4.15 0.005049 123.14    1.6
   4.16 0.005048 123.11    1.5
   4.17 0.005044 123.03    1.2
   4.18 0.005043 122.98    0.7
   4.19 0.005043 122.99    0.1
   4.20 0.005044 123.01   -0.3
   4.21 0.005044 123.01   -0.6
   4.22 0.005044 123.02   -0.8
   4.24 0.005045 123.05   -0.8
   4.25 0.005048 123.11   -0.6
   4.26 0.005050 123.17   -0.0
   4.27 0.005053 123.23    0.7
   4.28 0.005054 123.26    1.6
   4.29 0.005055 123.28    2.4
   4.30 0.005056 123.30    2.8
   4.32 0.005057 123.34    2.9
   4.33 0.005058 123.37    3.0
   4.34 0.005059 123.39    3.0
   4.35 0.005060 123.41    2.9
   4.36 0.005061 123.43    2.7
   4.37 0.005062 123.45    2.3
   4.38 0.005062 123.45    2.0
   4.39 0.005062 123.46    1.8
   4.40 0.005063 123.47    1.6
   4.42 0.005063 123.49    1.5
   4.43 0.005063 123.48    1.3
   4.44 0.005063 123.49    1.1
   4.45 0.005063 123.49    0.9
   4.46 0.005064 123.51    0.8
   4.47 0.005066 123.54    0.8
   4.48 0.005065 123.53    0.7
   4.49 0.005065 123.52    0.7
   4.51 0.005065 123.53    0.6
   4.52 0.005066 123.55    0.6
   4.53 0.005067 123.57    0.7
   4.54 0.005067 123.58    0.7
   4.55 0.005066 123.57    0.7
   4.56 0.005063 123.47    0.3
   4.57 0.005060 123.40   -0.2
   4.59 0.005061 123.42   -0.6
   4.60 0.005062 123.45   -0.9
   4.61 0.005064 123.50   -0.8
   4.62 0.005066 123.54   -0.6
   4.63 0.005067 123.58   -0.3
   4.64 0.005068 123.60   -0.0
   4.65 0.005068 123.60    0.4
   4.66 0.005068 123.61    0.8
   4.68 0.005067 123.59    1.2
   4.69 0.005067 123.58    1.5
   4.70 0.005068 123.60    1.5
   4.71 0.005069 123.63    1.3
   4.72 0.005069 123.63    1.0
   4.73 0.005070 123.65    0.8
   4.74 0.005071 123.67    0.7
   4.75 0.005072 123.69    0.7
   4.76 0.005073 123.72    0.9
   4.78 0.005073 123.73    1.1
   4.79 0.005073 123.73    1.2
   4.80 0.005073 123.72    1.3
   4.81 0.005073 123.73    1.2
   4.82 0.005073 123.73    1.0
   4.83 0.005074 123.75    0.9
   4.84 0.005074 123.75    0.8
   4.86 0.005075 123.78    0.7
   4.87 0.005076 123.79    0.7
   4.88 0.005076 123.79    0.6
   4.89 0.005076 123.80    0.6
   4.90 0.005077 123.81    0.7
   4.91 0.005078 123.84    0.9
   4.92 0.005077 123.82    0.9
   4.93 0.005077 123.83    0.9
   4.95 0.005077 123.82    0.8
   4.96 0.005073 123.72    0.3
   4.97 0.005073 123.73   -0.1
   4.98 0.005074 123.74   -0.4
   4.99 0.005074 123.74   -0.6
   5.00 0.005073 123.72   -0.8
   5.01 0.005073 123.72   -0.9
   5.02 0.005071 123.68   -1.1
   5.03 0.005072 123.70   -1.1
   5.05 0.005073 123.74   -0.9
   5.06 0.005072 123.69   -0.8
   5.07 0.005070 123.66   -0.7
   5.08 0.005071 123.67   -0.5
   5.09 0.005072 123.71   -0.4
   5.10 0.005073 123.73   -0.3
   5.11 0.005074 123.75   -0.0
   5.13 0.005074 123.75    0.2
   5.14 0.005073 123.74    0.3
   5.15 0.005073 123.73    0.4
   5.16 0.005073 123.72    0.4
   5.17 0.005073 123.73    0.3
   5.18 0.005074 123.75    0.5
   5.19 0.005072 123.71    0.4
   5.20 0.005072 123.69    0.0
   5.22 0.005072 123.71   -0.2
   5.23 0.005073 123.72   -0.3
   5.24 0.005074 123.75   -0.2
   5.25 0.005075 123.76   -0.0
   5.26 0.005075 123.77    0.2
   5.27 0.005075 123.78    0.4
   5.28 0.005076 123.80    0.6
   5.29 0.005077 123.82    0.7
   5.30 0.005077 123.83    0.9
   5.32 0.005077 123.82    1.1
   5.33 0.005076 123.80    1.0
   5.34 0.005074 123.74    0.6
   5.35 0.005073 123.73    0.2
   5.36 0.005073 123.72   -0.2
   5.37 0.005073 123.73   -0.4
   5.38 0.005075 123.77   -0.5
   5.40 0.005076 123.80   -0.4
   5.41 0.005077 123.81   -0.3
   5.42 0.005075 123.78   -0.3
   5.43 0.005073 123.73   -0.3
   5.44 0.005073 123.72   -0.2
   5.45 0.005073 123.73   -0.1
   5.46 0.005074 123.75    0.0
   5.47 0.005075 123.77    0.0
   5.49 0.005075 123.76   -0.0
   5.50 0.005074 123.75   -0.2
   5.51 0.005074 123.75   -0.3
   5.52 0.005074 123.75   -0.3
   5.53 0.005075 123.76   -0.1
   5.54 0.005075 123.77    0.1
   5.55 0.005075 123.77    0.3
   5.57 0.005075 123.78    0.3
   5.58 0.005075 123.78    0.2
   5.59 0.005075 123.78    0.2
   5.60 0.005074 123.74    0.1
   5.61 0.005073 123.73    0.0
   5.62 0.005073 123.72   -0.1
   5.63 0.005073 123.73   -0.2
   5.64 0.005072 123.71   -0.4
   5.66 0.005073 123.72   -0.5
   5.67 0.005073 123.72   -0.5
   5.68 0.005073 123.71   -0.6
   5.69 0.005072 123.71   -0.6
   5.70 0.005072 123.69   -0.6
   5.71 0.005071 123.69   -0.5
   5.72 0.005071 123.68   -0.4
   5.73 0.005072 123.69   -0.3
   5.75 0.005072 123.71   -0.3
   5.76 0.005072 123.70   -0.2
   5.77 0.005073 123.71   -0.1
   5.78 0.005073 123.71   -0.1
   5.79 0.005073 123.72    0.1
   5.80 0.005074 123.74    0.2
   5.81 0.005074 123.75    0.4
   5.82 0.005074 123.75    0.5
   5.83 0.005074 123.74    0.5
   5.85 0.005074 123.74    0.5
   5.86 0.005074 123.75    0.4
   5.87 0.005074 123.76    0.4
   5.88 0.005073 123.73    0.3
   5.89 0.005073 123.72    0.1
   5.90 0.005072 123.69   -0.1
   5.91 0.005072 123.69   -0.3
   5.93 0.005070 123.65   -0.6
   5.94 0.005069 123.63   -0.9
   5.95 0.005069 123.64   -1.0
   5.96 0.005069 123.62   -1.1
   5.97 0.005067 123.57   -1.3
   5.98 0.005067 123.59   -1.4
   5.99 0.005070 123.65   -1.2
   6.00 0.005071 123.68   -0.7
   6.02 0.005071 123.68   -0.4
   6.03 0.005072 123.70    0.0
   6.04 0.005073 123.72    0.4
   6.05 0.005073 123.72    0.8
   6.06 0.005073 123.74    1.0
   6.07 0.005074 123.75    1.2
   6.08 0.005074 123.76    1.3
   6.09 0.005075 123.78    1.4
   6.10 0.005075 123.77    1.2
   6.12 0.005073 123.74    0.8
   6.13 0.005071 123.68    0.4
   6.14 0.005071 123.68    0.1
   6.15 0.005073 123.73   -0.1
   6.16 0.005073 123.71   -0.2
   6.17 0.005073 123.73   -0.3
   6.18 0.005074 123.74   -0.3
   6.19 0.005074 123.75   -0.2
   6.21 0.005075 123.77   -0.1
   6.22 0.005075 123.77    0.1
   6.23 0.005074 123.75    0.3
   6.24 0.005075 123.77    0.5
   6.25 0.005075 123.77    0.7
   6.26 0.005075 123.77    0.5
   6.27 0.005075 123.78    0.4
   6.29 0.005076 123.79    0.5
   6.30 0.005077 123.82    0.5
   6.31 0.005078 123.85    0.6
   6.32 0.005076 123.81    0.6
   6.33 0.005077 123.81    0.6
   6.34 0.005078 123.84    0.6
   6.35 0.005077 123.83    0.6
   6.36 0.005077 123.82    0.5
   6.38 0.005077 123.83    0.4
   6.39 0.005079 123.86    0.4
   6.40 0.005078 123.85    0.4
   6.41 0.005079 123.86    0.3
   6.42 0.005079 123.87    0.3
   6.43 0.005080 123.89    0.4
   6.44 0.005079 123.87    0.5
   6.45 0.005079 123.88    0.5
   6.46 0.005079 123.87    0.5
   6.48 0.005077 123.83    0.3
   6.49 0.005076 123.80    0.0
   6.50 0.005077 123.81   -0.2
   6.51 0.005077 123.83   -0.4
   6.52 0.005077 123.83   -0.4
   6.53 0.005092 124.19    0.6
   6.54 0.005105 124.52    2.6
   6.55 -.000120  -2.93 -397.7
   6.57 0.000786  19.18 -655.5
   6.58 0.000225   5.48 -896.6
   6.59 -.000131  -3.20 %-1097.1
   6.60 -.000111  -2.72 %-1223.3
   6.61 -.000047  -1.14 %-1272.0
   6.62 0.000003   0.07 %-1245.4
   6.63 -.000044  -1.07 %-1151.4
   6.64 0.000006   0.14 -981.9
   6.66 -.000042  -1.02 -745.1
   6.67 -.000213  -5.19 -448.5
   6.68 0.000076   1.85  -54.3
   6.69 -.000027  -0.67  -72.8
   6.70 -.000007  -0.17   -8.5
   6.71 -.000028  -0.69   14.1
   6.72 0.000007   0.17   10.7
   6.73 -.000074  -1.81    0.8
   6.75 0.000001   0.02    2.1
   6.76 0.000002   0.05    7.3
   6.77 -.000022  -0.53    6.4
   6.78 -.000016  -0.38   10.2
   6.79 -.000005  -0.13   10.8
   6.80 -.000022  -0.54   -5.9
   6.81 -.000027  -0.66    0.5
   6.82 -.000005  -0.12    0.7
   6.84 -.000020  -0.49    1.3
   6.85 -.000016  -0.38    0.4
   6.86 0.000010   0.25    4.6
   6.87 -.000000  -0.01    0.5
   6.88 0.000149   3.64   13.8
   6.89 0.000183   4.46   27.6
   6.90 -.000141  -3.43   11.9
   6.91 -.000163  -3.99   -3.4
   6.93 0.000052   1.27    1.0
   6.94 -.000051  -1.24   -5.0
   6.95 -.000005  -0.12   -7.4
   6.96 -.000020  -0.50   -9.3
   6.97 -.000005  -0.12  -11.2
   6.98 -.000028  -0.69  -14.7
   6.99 -.000030  -0.74  -15.9
   7.00 -.000011  -0.27  -15.9
   7.02 -.000022  -0.53   -3.0
   7.03 -.000027  -0.67   14.9
   7.04 -.000141  -3.43   -2.4
   7.05 -.000695 -16.93  -64.4
   7.06 -.000075  -1.83  -51.7
   7.07 0.000120   2.91  -31.6
   7.08 -.000067  -1.63  -24.0
   7.09 -.000047  -1.14  -15.4
   7.11 -.000019  -0.45   -2.9
   7.12 0.001768  43.11  145.0
   7.13 0.001822  44.42  271.8
   7.14 0.001782  43.44  371.4
   7.15 0.001157  28.21  396.8
   7.16 0.000745  18.16  373.6
   7.17 0.001624  39.59  396.9
   7.18 0.001224  29.86  314.5
   7.20 0.000578  14.09  211.8
   7.21 0.001541  37.57  191.7
   7.22 -.008719 %-212.54 -653.9
   7.23 -.000124  -3.02 -716.1
   7.24 -.000086  -2.09 -771.6
   7.25 -.000060  -1.47 -661.9
   7.26 -.000067  -1.63 -522.2
   7.27 -.000051  -1.25 -358.6
   7.29 -.000035  -0.87 -225.0
   7.30 -.000064  -1.55 -114.2
   7.31 -.000034  -0.82   90.0
   7.32 -.000028  -0.68  281.6
   7.33 -.000051  -1.24  430.1
   7.34 -.000035  -0.87  676.1
   7.35 -.000024  -0.59   12.8
   7.36 -.000050  -1.23    6.9
   7.38 -.000036  -0.88    4.5
   7.39 -.000015  -0.36    5.4
   7.40 -.000069  -1.68    0.9
   7.41 0.000044   1.06    6.5
   7.42 -.000063  -1.54    4.0
   7.43 -.000205  -5.00  -11.6
   7.44 -.000064  -1.56  -11.7
   7.45 0.000064   1.57   -0.9
   7.47 0.000068   1.66    6.7
   7.48 -.000014  -0.33    7.9
   7.49 -.000041  -1.01    7.6
   7.50 -.000022  -0.55    6.6
   7.51 -.000015  -0.38    7.1
   7.52 -.000055  -1.34    6.2
   7.53 -.000041  -1.00    2.0
   7.54 -.000007  -0.18   10.2
   7.56 -.000062  -1.52    5.2
   7.57 -.000032  -0.77  -10.4
   7.58 0.000008   0.18  -12.5
   7.59 -.000069  -1.68   -9.8
   7.60 -.000045  -1.09   -3.1
   7.61 -.000028  -0.67   -1.0
   7.62 -.000044  -1.07   -2.3
   7.63 -.000040  -0.97   -1.7
   7.65 -.000023  -0.57    1.1
   7.66 -.000039  -0.94   -0.7
   7.67 -.000040  -0.99   -1.7
   7.68 -.000021  -0.50    2.0
   7.69 -.000030  -0.72    0.1
   7.70 -.000048  -1.16   -0.8
   7.71 -.000017  -0.42    4.4
   7.72 -.000034  -0.84    1.7
   7.74 -.000045  -1.11   -0.2
   7.75 -.000012  -0.28    2.1
   7.76 -.000038  -0.93    0.7
   7.77 -.000048  -1.17   -1.2
   7.78 -.000002  -0.05    2.0
   7.79 -.000053  -1.29   -0.3
   7.80 -.000098  -2.39   -6.1
   7.81 -.000001  -0.03   -1.9
   7.82 -.000051  -1.24   -2.5
   7.84 -.000007  -0.17   -1.1
   7.85 -.000319  -7.79  -21.5
   7.86 -.000289  -7.03  -36.9
   7.87 -.000001  -0.02  -27.7
   7.88 0.000733  17.88   40.5
   7.89 -.000173  -4.21   26.2
   7.90 -.000133  -3.25   15.9
   7.92 -.000006  -0.15   20.7
   7.93 -.000026  -0.63   19.5
   7.94 -.000019  -0.46   14.3
   7.95 0.000253   6.16   37.7
   7.96 0.000372   9.06   62.2
   7.97 -.000087  -2.11   49.5
   7.98 -.000038  -0.93   13.3
   7.99 -.000057  -1.39  -25.5
   8.01 -.000048  -1.17  -40.7
   8.02 -.000175  -4.26    1.7
   8.03 -.000720 -17.56  -67.5
   8.04 -.000216  -5.27  -86.6
   8.05 -.000107  -2.62  -84.7
   8.06 0.000093   2.26  -67.8
   8.07 0.000909  22.17   10.9
   8.08 0.000349   8.51   58.2
   8.10 0.000266   6.49  108.6
   8.11 -.000170  -4.14   85.4
   8.12 -.000110  -2.69   72.2
   8.13 -.000092  -2.23   59.8
   8.14 -.000053  -1.29   51.7
   8.15 -.000057  -1.40   31.7
   8.16 -.000056  -1.36  -39.3
   8.17 -.000037  -0.89  -72.3
   8.18 -.000051  -1.24  -99.1
   8.20 -.000044  -1.07 -107.9
   8.21 -.000030  -0.72  -39.5
   8.22 -.000046  -1.12  -10.2
   8.23 -.000048  -1.17   17.0
   8.24 -.000030  -0.73   10.4
   8.25 -.000045  -1.09    6.0
   8.26 -.000051  -1.24    2.0
   8.27 -.000026  -0.63    2.9
   8.29 -.000037  -0.89    2.1
   8.30 -.000046  -1.12    0.5
   8.31 -.000023  -0.56    2.2
   8.32 -.000033  -0.82    1.7
   8.33 -.000049  -1.20    0.3
   8.34 -.000040  -0.98    1.0
   8.35 -.000010  -0.23    2.7
