Datos generados por TERE.BAS el 06-14-2007
 t[min] T[§C] V[§C/min]
   1.86 0.000048   1.17   25.7
   1.87 -.000201  -4.90   10.2
   1.88 -.002424 -59.10 -178.2
   1.90 -.002427 -59.18 -329.2
   1.91 -.002471 -60.24 -446.4
   1.92 -.004515 %-110.06 -689.1
   1.93 -.000013  -0.32 -522.3
   1.94 -.000035  -0.84 -425.8
   1.95 0.000179   4.37 -247.7
   1.96 -.002673 -65.17 -245.3
   1.97 -.002682 -65.39 -247.5
   1.99 -.002692 -65.63 -205.3
   2.00 -.002685 -65.45 -129.1
   2.01 -.002682 -65.39  -37.1
   2.02 -.002712 -66.11 -114.7
   2.03 -.002726 -66.45 -189.7
   2.04 -.002727 -66.48 -264.5
   2.05 -.002730 -66.56 -521.7
   2.06 -.002735 -66.69 -395.2
   2.08 -.002739 -66.78 -232.9
   2.09 -.002744 -66.90  -13.8
   2.10 -.002748 -67.00  -13.3
   2.11 -.002752 -67.10  -12.9
   2.12 -.002756 -67.20  -12.7
   2.13 -.002760 -67.30  -11.2
   2.14 -.002764 -67.38   -8.7
   2.15 -.002767 -67.46   -8.0
   2.16 -.002770 -67.54   -8.1
   2.18 -.002773 -67.61   -7.9
   2.19 -.002776 -67.68   -7.5
   2.20 -.002779 -67.75   -7.1
   2.21 -.002781 -67.80   -6.7
   2.22 -.002783 -67.85   -6.3
   2.23 -.002786 -67.91   -6.0
   2.24 -.002787 -67.95   -5.6
   2.25 -.002789 -67.99   -5.2
   2.27 -.002790 -68.03   -4.8
   2.28 -.002792 -68.06   -4.4
   2.29 -.002793 -68.11   -4.1
   2.30 -.002795 -68.14   -3.9
   2.31 -.002796 -68.16   -3.6
   2.32 -.002797 -68.20   -3.3
   2.33 -.002798 -68.22   -3.1
   2.34 -.002799 -68.25   -2.9
   2.36 -.002800 -68.27   -2.7
   2.37 -.002801 -68.29   -2.6
   2.38 -.002802 -68.31   -2.4
   2.39 -.002803 -68.34   -2.3
   2.40 -.002803 -68.35   -2.1
   2.41 -.002805 -68.38   -2.0
   2.42 -.002805 -68.38   -1.9
   2.44 -.002806 -68.40   -1.8
   2.45 -.002807 -68.43   -1.7
   2.46 -.002807 -68.44   -1.6
   2.47 -.002808 -68.46   -1.5
   2.48 -.002809 -68.47   -1.5
   2.49 -.002809 -68.49   -1.4
   2.50 -.002810 -68.50   -1.4
   2.51 -.002810 -68.52   -1.3
   2.52 -.002811 -68.53   -1.3
   2.54 -.002811 -68.54   -1.3
   2.55 -.002812 -68.55   -1.3
   2.56 -.002812 -68.57   -1.2
   2.57 -.002813 -68.58   -1.2
   2.58 -.002813 -68.59   -1.1
   2.59 -.002814 -68.61   -1.1
   2.60 -.002815 -68.62   -1.1
   2.61 -.002815 -68.63   -1.1
   2.63 -.002815 -68.64   -1.0
   2.64 -.002816 -68.65   -1.0
   2.65 -.002816 -68.66   -1.0
   2.66 -.002817 -68.68   -1.0
   2.67 -.002817 -68.69   -1.0
   2.68 -.002818 -68.70   -1.0
   2.69 -.002818 -68.72   -1.0
   2.70 -.002819 -68.73   -1.0
   2.71 -.002819 -68.72   -0.9
   2.73 -.002820 -68.75   -1.0
   2.74 -.002820 -68.75   -0.9
   2.75 -.002820 -68.76   -0.9
   2.76 -.002821 -68.78   -0.9
   2.77 -.002821 -68.78   -0.9
   2.78 -.002822 -68.79   -0.8
   2.79 -.002821 -68.79   -0.8
   2.81 -.002822 -68.81   -0.8
   2.82 -.002823 -68.82   -0.8
   2.83 -.002823 -68.82   -0.7
   2.84 -.002824 -68.84   -0.8
   2.85 -.002824 -68.85   -0.8
   2.86 -.002824 -68.86   -0.8
   2.87 -.002825 -68.87   -0.8
   2.88 -.002825 -68.88   -0.8
   2.90 -.002826 -68.89   -0.8
   2.91 -.002826 -68.90   -0.8
   2.92 -.002826 -68.91   -0.9
   2.93 -.002827 -68.91   -0.8
   2.94 -.002827 -68.92   -0.8
   2.95 -.002828 -68.94   -0.8
   2.96 -.002828 -68.95   -0.8
   2.97 -.002829 -68.97   -0.8
   2.99 -.002829 -68.97   -0.8
   3.00 -.002829 -68.98   -0.8
   3.01 -.002830 -68.99   -0.9
   3.02 -.002830 -69.00   -0.9
   3.03 -.002831 -69.01   -0.9
   3.04 -.002831 -69.03   -0.9
   3.05 -.002832 -69.04   -0.9
   3.06 -.002832 -69.04   -0.9
   3.08 -.002832 -69.06   -0.9
   3.09 -.002833 -69.07   -0.9
   3.10 -.002833 -69.06   -0.8
   3.11 -.002833 -69.07   -0.8
   3.12 -.002834 -69.09   -0.8
   3.13 -.002834 -69.10   -0.8
   3.14 -.002834 -69.11   -0.8
   3.15 -.002835 -69.12   -0.7
   3.17 -.002835 -69.11   -0.7
   3.18 -.002835 -69.13   -0.7
   3.19 -.002836 -69.14   -0.7
   3.20 -.002836 -69.15   -0.7
   3.21 -.002837 -69.16   -0.7
   3.22 -.002837 -69.18   -0.8
   3.23 -.002837 -69.17   -0.8
   3.24 -.002839 -69.21   -0.8
   3.26 -.002838 -69.19   -0.8
   3.27 -.002838 -69.19   -0.8
   3.28 -.002837 -69.17   -0.6
   3.29 -.002838 -69.18   -0.6
   3.30 -.002838 -69.20   -0.4
   3.31 -.002838 -69.20   -0.4
   3.32 -.002839 -69.21   -0.3
   3.33 -.002839 -69.21   -0.3
   3.34 -.002839 -69.22   -0.3
   3.36 -.002839 -69.23   -0.3
   3.37 -.002840 -69.23   -0.3
   3.38 -.002840 -69.24   -0.4
   3.39 -.002840 -69.25   -0.5
   3.40 -.002840 -69.25   -0.6
   3.41 -.002841 -69.27   -0.5
   3.42 -.002841 -69.27   -0.5
   3.44 -.002841 -69.27   -0.5
   3.45 -.002842 -69.29   -0.6
   3.46 -.002842 -69.29   -0.6
   3.47 -.002843 -69.31   -0.6
   3.48 -.002843 -69.31   -0.6
   3.49 -.002843 -69.32   -0.7
   3.50 -.002844 -69.33   -0.7
   3.51 -.002844 -69.33   -0.7
   3.53 -.002844 -69.34   -0.7
   3.54 -.002844 -69.35   -0.6
   3.55 -.002845 -69.36   -0.6
   3.56 -.002845 -69.36   -0.6
   3.57 -.002845 -69.37   -0.6
   3.58 -.002846 -69.38   -0.6
   3.59 -.002846 -69.39   -0.6
   3.60 -.002846 -69.39   -0.6
   3.62 -.002846 -69.40   -0.6
   3.63 -.002847 -69.41   -0.6
   3.64 -.002847 -69.42   -0.6
   3.65 -.002847 -69.41   -0.6
   3.66 -.002847 -69.42   -0.6
   3.67 -.002847 -69.42   -0.5
   3.68 -.002848 -69.44   -0.5
   3.69 -.002848 -69.44   -0.5
   3.70 -.002848 -69.44   -0.5
   3.72 -.002849 -69.45   -0.4
   3.73 -.002849 -69.45   -0.4
   3.74 -.002849 -69.45   -0.4
   3.75 -.002849 -69.46   -0.4
   3.76 -.002849 -69.47   -0.4
   3.77 -.002850 -69.47   -0.4
   3.78 -.002850 -69.49   -0.4
   3.79 -.002850 -69.48   -0.4
   3.81 -.002850 -69.50   -0.4
   3.82 -.002851 -69.50   -0.5
   3.83 -.002850 -69.50   -0.4
   3.84 -.002851 -69.51   -0.5
   3.85 -.002851 -69.51   -0.4
   3.86 -.002851 -69.52   -0.4
   3.87 -.002852 -69.52   -0.4
   3.88 -.002852 -69.53   -0.4
   3.90 -.002852 -69.53   -0.4
   3.91 -.002852 -69.53   -0.4
   3.92 -.002852 -69.54   -0.4
   3.93 -.002852 -69.54   -0.4
   3.94 -.002852 -69.53   -0.3
   3.95 -.002747 -66.97    7.8
   3.96 -.002631 -64.15   23.4
   3.97 -.002556 -62.32   41.7
   3.99 -.000438 -10.69  218.6
   4.00 -.000995 -24.27  319.0
   4.01 -.000343  -8.36  443.6
   4.02 0.000057   1.39  563.8
   4.03 -.000937 -22.85  566.8
   4.04 -.026725 %-651.76 %-1440.3
   4.05 0.001220  29.74 -964.3
   4.06 0.001052  25.65 -558.1
   4.08 0.001369  33.39 -182.0
   4.09 -.013324 %-324.81 -985.1
   4.10 0.001936  47.22 -456.5
   4.11 0.002434  59.35   53.3
   4.12 0.004239 103.37  824.5
   4.13 0.003814  93.01 1447.1
   4.14 0.004026  98.18 2078.1
   4.15 0.004048  98.72 2686.0
   4.17 0.004225 103.04 3161.3
   4.18 0.004384 106.92 1232.6
   4.19 0.004522 110.28 1419.6
   4.20 0.004641 113.19 1554.3
   4.21 0.004749 115.81 1676.0
   4.22 0.004846 118.18  422.7
   4.23 0.004932 120.29  308.7
   4.24 0.005006 122.09  203.8
   4.26 0.005073 123.73  232.0
   4.27 0.005133 125.19  214.6
   4.28 0.005187 126.52  202.3
   4.29 0.005235 127.69  179.3
   4.30 0.005279 128.75  159.2
   4.31 0.005318 129.69  141.8
   4.32 0.005352 130.54  126.6
   4.33 0.005383 131.29  112.9
   4.35 0.005412 132.00  100.9
   4.36 0.005436 132.57   90.2
   4.37 0.005458 133.11   80.8
   4.38 0.005479 133.63   72.4
   4.39 0.005496 134.05   64.9
   4.40 0.005511 134.42   58.0
   4.41 0.005527 134.80   52.0
   4.42 0.005538 135.07   46.4
   4.44 0.005550 135.37   41.5
   4.45 0.005562 135.66   37.2
   4.46 0.005571 135.88   33.4
   4.47 0.005580 136.09   30.0
   4.48 0.005588 136.29   27.2
   4.49 0.005593 136.41   24.3
   4.50 0.005600 136.57   21.8
   4.51 0.005605 136.71   19.6
   4.53 0.005609 136.81   17.6
   4.54 0.005613 136.90   15.6
   4.55 0.005618 137.01   14.0
   4.56 0.005621 137.09   12.4
   4.57 0.005624 137.16   11.0
   4.58 0.005626 137.22    9.7
   4.59 0.005628 137.26    8.6
   4.60 0.005631 137.33    7.7
   4.62 0.005632 137.36    6.9
   4.63 0.005632 137.37    6.0
   4.64 0.005634 137.42    5.2
   4.65 0.005635 137.44    4.6
   4.66 0.005635 137.43    3.9
   4.67 0.005635 137.44    3.2
   4.68 0.005637 137.48    2.7
   4.69 0.005637 137.49    2.3
   4.71 0.005638 137.50    2.0
   4.72 0.005637 137.47    1.5
   4.73 0.005636 137.47    1.1
   4.74 0.005637 137.48    0.9
   4.75 0.005635 137.44    0.5
   4.76 0.005635 137.43    0.1
   4.77 0.005634 137.41   -0.1
   4.78 0.005632 137.37   -0.5
   4.79 0.005632 137.37   -0.8
   4.81 0.005632 137.36   -1.1
   4.82 0.005631 137.35   -1.2
   4.83 0.005631 137.35   -1.2
   4.84 0.005631 137.34   -1.2
   4.85 0.005630 137.30   -1.2
   4.86 0.005628 137.27   -1.3
   4.87 0.005628 137.26   -1.3
   4.88 0.005627 137.23   -1.4
   4.90 0.005625 137.19   -1.5
   4.97 0.005620 137.06   -1.9
   4.98 0.005619 137.04   -2.4
   4.99 0.005618 137.01   -2.8
   5.00 0.005617 136.99   -3.0
   5.01 0.005615 136.94   -3.3
   5.02 0.005614 136.92   -3.4
   5.03 0.005613 136.89   -3.4
   5.04 0.005611 136.85   -3.3
   5.06 0.005610 136.83   -3.2
   5.07 0.005609 136.80   -3.0
   5.08 0.005607 136.75   -2.8
   5.09 0.005606 136.72   -2.5
   5.10 0.005604 136.68   -2.6
   5.11 0.005603 136.66   -2.6
   5.12 0.005603 136.65   -2.6
   5.13 0.005601 136.62   -2.5
   5.15 0.005599 136.57   -2.6
   5.16 0.005598 136.54   -2.6
   5.17 0.005596 136.49   -2.6
   5.18 0.005595 136.45   -2.7
   5.19 0.005593 136.41   -2.7
   5.20 0.005592 136.40   -2.7
   5.21 0.005590 136.35   -2.8
   5.22 0.005589 136.32   -2.9
   5.24 0.005588 136.28   -2.9
   5.25 0.005585 136.22   -3.1
   5.26 0.005584 136.19   -3.1
   5.27 0.005584 136.18   -3.0
   5.28 0.005581 136.13   -3.0
   5.29 0.005580 136.09   -3.0
   5.30 0.005579 136.07   -2.9
   5.31 0.005577 136.02   -3.0
   5.33 0.005575 135.98   -3.0
   5.34 0.005574 135.95   -3.0
   5.35 0.005574 135.94   -2.9
   5.36 0.005572 135.89   -2.8
   5.37 0.005570 135.85   -2.8
   5.38 0.005569 135.82   -2.8
   5.39 0.005567 135.78   -2.9
   5.40 0.005566 135.75   -2.8
   5.42 0.005564 135.71   -2.8
   5.43 0.005563 135.67   -2.9
   5.44 0.005562 135.64   -2.8
   5.45 0.005560 135.60   -2.9
   5.46 0.005557 135.52   -3.1
   5.47 0.005555 135.49   -3.2
   5.48 0.005553 135.44   -3.3
   5.49 0.005550 135.36   -3.5
   5.51 0.005548 135.30   -3.8
   5.52 0.005545 135.24   -4.1
   5.53 0.005547 135.28   -4.0
   5.54 0.005546 135.26   -3.9
   5.55 0.005542 135.17   -3.8
   5.56 0.005542 135.17   -3.6
   5.57 0.005541 135.14   -3.4
   5.58 0.005539 135.09   -3.1
   5.60 0.005539 135.09   -2.8
   5.61 0.005536 135.03   -2.7
   5.62 0.005536 135.02   -2.4
   5.63 0.005536 135.02   -2.3
   5.64 0.005532 134.93   -2.4
   5.65 0.005532 134.92   -2.6
   5.66 0.005531 134.89   -2.5
   5.67 0.005528 134.81   -2.6
   5.68 0.005528 134.83   -2.6
   5.70 0.005526 134.78   -2.7
   5.71 0.005524 134.72   -2.8
   5.72 0.005524 134.72   -2.8
   5.73 0.005520 134.64   -2.9
   5.74 0.005520 134.63   -3.0
   5.75 0.005517 134.57   -3.1
   5.76 0.005515 134.51   -3.1
   5.78 0.005515 134.50   -3.2
   5.79 0.005513 134.45   -3.3
   5.80 0.005512 134.45   -3.1
   5.81 0.005512 134.43   -3.1
   5.82 0.005509 134.36   -3.0
   5.83 0.005508 134.34   -2.9
   5.84 0.005505 134.27   -3.0
   5.85 0.005502 134.20   -3.0
   5.86 0.005502 134.18   -3.1
   5.88 0.005501 134.18   -3.0
   5.89 0.005499 134.11   -3.1
   5.90 0.005497 134.06   -3.3
   5.91 0.005495 134.02   -3.4
   5.92 0.005490 133.90   -3.8
   5.93 0.005490 133.89   -3.9
   5.94 0.005487 133.83   -4.0
   5.95 0.005488 133.84   -3.9
   5.97 0.005488 133.85   -3.6
   5.98 0.005485 133.78   -3.5
   5.99 0.005485 133.77   -3.3
   6.00 0.005484 133.75   -3.1
   6.01 0.005481 133.67   -2.9
   6.02 0.005480 133.66   -2.7
   6.03 0.005479 133.63   -2.5
   6.04 0.005477 133.58   -2.3
   6.06 0.005477 133.58   -2.4
   6.07 0.005475 133.53   -2.5
   6.08 0.005473 133.48   -2.7
   6.09 0.005472 133.47   -2.8
   6.10 0.005470 133.42   -2.7
   6.11 0.005469 133.37   -2.8
   6.12 0.005468 133.35   -2.8
   6.13 0.005465 133.29   -2.8
   6.15 0.005466 133.30   -2.8
   6.16 0.005463 133.25   -2.9
   6.17 0.005462 133.20   -2.9
   6.18 0.005462 133.20   -2.8
   6.19 0.005459 133.14   -2.8
   6.20 0.005458 133.12   -2.8
   6.21 0.005457 133.10   -2.7
   6.22 0.005454 133.01   -2.8
   6.24 0.005453 132.99   -2.9
   6.25 0.005452 132.97   -2.9
   6.26 0.005452 132.96   -2.8
   6.27 0.005448 132.88   -3.0
   6.28 0.005447 132.86   -2.9
   6.29 0.005446 132.83   -2.9
   6.30 0.005444 132.77   -3.0
   6.31 0.005443 132.75   -2.9
   6.33 0.005442 132.72   -3.0
   6.34 0.005439 132.65   -3.0
   6.35 0.005439 132.65   -2.9
   6.36 0.005437 132.60   -3.0
   6.37 0.005435 132.56   -3.1
   6.38 0.005434 132.54   -3.1
   6.39 0.005432 132.48   -3.0
   6.40 0.005431 132.45   -3.0
   6.42 0.005430 132.43   -3.0
   6.43 0.005427 132.36   -3.0
   6.44 0.005427 132.36   -3.0
   6.45 0.005425 132.32   -2.9
   6.46 0.005423 132.25   -3.0
   6.47 0.005422 132.25   -3.0
   6.48 0.005421 132.21   -2.9
   6.49 0.005419 132.16   -3.0
   6.51 0.005418 132.14   -3.0
   6.52 0.005417 132.11   -2.9
   6.53 0.005415 132.06   -2.9
   6.54 0.005414 132.04   -2.9
   6.55 0.005412 132.00   -2.8
   6.56 0.005409 131.93   -3.0
   6.57 0.005409 131.92   -2.9
   6.58 0.005407 131.87   -2.9
   6.60 0.005405 131.82   -3.1
   6.61 0.005405 131.82   -3.0
   6.62 0.005402 131.75   -3.1
   6.63 0.005400 131.71   -3.2
   6.64 0.005400 131.70   -3.1
   6.65 0.005397 131.64   -3.2
   6.66 0.005397 131.62   -3.1
   6.67 0.005395 131.59   -3.0
   6.69 0.005392 131.51   -3.0
   6.70 0.005392 131.52   -3.0
   6.71 0.005389 131.44   -3.1
   6.72 0.005388 131.41   -3.1
   6.73 0.005387 131.38   -3.2
   6.74 0.005382 131.27   -3.3
   6.75 0.005382 131.25   -3.5
   6.76 0.005380 131.21   -3.7
   6.78 0.005377 131.15   -3.8
   6.79 0.005377 131.14   -3.8
   6.80 0.005374 131.07   -3.8
   6.81 0.005374 131.06   -3.7
   6.82 0.005372 131.03   -3.7
   6.83 0.005370 130.97   -3.5
   6.84 0.005370 130.96   -3.3
   6.85 0.005368 130.92   -3.2
   6.86 0.005365 130.86   -3.0
   6.88 0.005366 130.88   -2.9
   6.89 0.005364 130.84   -2.8
   6.90 0.005362 130.77   -2.7
   6.91 0.005362 130.78   -2.7
   6.92 0.005358 130.68   -2.8
   6.93 0.005357 130.66   -2.9
   6.94 0.005355 130.61   -3.0
   6.96 0.005303 129.34   -6.9
   6.97 0.005059 123.39  -28.9
   6.98 0.002610  63.65 -234.9
   6.99 0.003557  86.75 -329.7
   7.00 0.002651  64.64 -469.1
   7.01 0.004762 116.13 -408.1
   7.02 0.004662 113.70 -346.4
   7.03 0.004569 111.42 -282.3
   7.05 0.003837  93.58 -263.4
   7.06 0.001786  43.55 -381.4
   7.07 0.005898 143.85 -133.1
   7.08 0.004099  99.97  -30.9
   7.09 0.003897  95.04   68.6
   7.10 0.003686  89.89  149.3
   7.11 0.003450  84.12    8.4
   7.12 0.003267  79.67  -72.2
   7.13 0.003137  76.49 -241.2
   7.15 0.003016  73.54 -234.4
   7.16 0.002868  69.94 -223.5
   7.17 0.002749  67.04 -205.2
   7.18 0.002640  64.38 -236.4
   7.19 0.002534  61.80 -445.4
   7.20 0.002428  59.21 -299.2
   7.21 0.002324  56.68 -276.1
   7.22 0.002192  53.44 -256.6
   7.24 0.002073  50.56 -241.6
   7.25 0.001962  47.85 -234.1
   7.26 0.001842  44.93 -231.6
   7.27 0.001737  42.36 -229.2
   7.28 0.001637  39.91 -225.9
   7.29 0.001537  37.48 -224.3
   7.30 0.001435  34.99 -222.8
   7.32 0.001341  32.69 -220.1
   7.33 0.001247  30.41 -216.1
   7.34 0.001157  28.22 -210.6
   7.35 0.001069  26.08 -203.5
   7.36 0.000984  23.98 -197.6
   7.37 0.000900  21.95 -191.9
   7.38 0.000817  19.93 -186.3
   7.39 0.000738  17.99 -181.7
   7.40 0.000659  16.06 -177.3
   7.42 0.000582  14.19 -172.8
   7.43 0.000507  12.36 -168.4
   7.44 0.000434  10.58 -164.6
   7.45 0.000362   8.84 -160.8
   7.46 0.000292   7.13 -157.2
   7.47 0.000223   5.45 -153.7
   7.48 0.000156   3.81 -150.2
   7.49 0.000091   2.23 -146.9
   7.51 0.000027   0.66 -143.5
   7.52 -.000036  -0.88 -140.4
   7.53 -.000098  -2.38 -137.3
   7.54 -.000158  -3.86 -134.4
   7.55 -.000217  -5.28 -131.5
   7.56 -.000274  -6.68 -128.6
   7.57 -.000329  -8.03 -125.7
   7.58 -.000384  -9.36 -122.9
   7.60 -.000436 -10.63 -120.0
   7.61 -.000486 -11.84 -117.0
   7.62 -.000515 -12.57 -112.5
   7.63 -.000523 -12.76 -105.0
   7.64 -.000535 -13.04  -95.8
   7.65 -.000547 -13.34  -85.3
   7.66 -.000561 -13.67  -74.4
   7.67 -.000578 -14.09  -63.8
   7.69 -.000598 -14.57  -54.1
   7.70 -.000621 -15.14  -46.2
   7.71 -.000645 -15.73  -40.3
   7.72 -.000671 -16.37  -36.9
   7.73 -.000699 -17.05  -36.4
   7.74 -.000728 -17.76  -39.0
   7.75 -.000759 -18.51  -43.2
   7.76 -.000790 -19.27  -47.1
   7.78 -.000823 -20.05  -50.9
   7.79 -.000855 -20.84  -54.2
   7.80 -.000888 -21.64  -57.0
   7.81 -.000920 -22.43  -59.2
   7.82 -.000953 -23.23  -61.0
   7.83 -.000986 -24.04  -62.5
   7.84 -.001019 -24.84  -63.6
   7.85 -.001051 -25.63  -64.4
   7.87 -.001085 -26.45  -65.0
   7.88 -.001117 -27.24  -65.3
   7.89 -.001150 -28.05  -65.5
   7.90 -.001183 -28.83  -65.6
   7.91 -.001214 -29.60  -65.5
   7.92 -.001245 -30.35  -65.3
   7.93 -.001275 -31.09  -64.9
   7.94 -.001305 -31.83  -64.4
   7.95 -.001335 -32.56  -63.7
   7.97 -.001365 -33.28  -63.0
   7.98 -.001394 -33.99  -62.2
   7.99 -.001423 -34.70  -61.4
   8.00 -.001452 -35.40  -60.6
   8.01 -.001480 -36.09  -59.8
   8.02 -.001507 -36.75  -59.1
   8.03 -.001535 -37.43  -58.4
   8.04 -.001562 -38.08  -57.7
   8.06 -.001588 -38.72  -57.0
   8.07 -.001614 -39.35  -56.2
   8.08 -.001639 -39.97  -55.3
   8.09 -.001664 -40.58  -54.5
   8.10 -.001689 -41.18  -53.6
   8.11 -.001713 -41.77  -52.7
   8.12 -.001737 -42.36  -51.8
   8.14 -.001761 -42.93  -51.0
   8.15 -.001784 -43.49  -50.1
   8.16 -.001807 -44.05  -49.3
