Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   1.68 0.003795  92.55    3.5
   1.70 0.003796  92.59    3.4
   1.71 0.003798  92.62    3.3
   1.72 0.003799  92.65    3.2
   1.73 0.003801  92.69    3.1
   1.74 0.003803  92.73    3.1
   1.75 0.003804  92.76    3.1
   1.76 0.003805  92.79    3.0
   1.77 0.003806  92.82    2.9
   1.79 0.003807  92.85    2.8
   1.80 0.003808  92.87    2.7
   1.81 0.003809  92.90    2.7
   1.82 0.003810  92.92    2.6
   1.83 0.003812  92.95    2.5
   1.84 0.003813  92.98    2.4
   1.85 0.003814  93.01    2.3
   1.86 0.003815  93.05    2.3
   1.88 0.003816  93.07    2.3
   1.89 0.003817  93.10    2.3
   1.90 0.003819  93.13    2.3
   1.91 0.003819  93.14    2.3
   1.92 0.003821  93.18    2.3
   1.93 0.003822  93.20    2.3
   1.94 0.003822  93.21    2.2
   1.95 0.003823  93.24    2.1
   1.97 0.003824  93.26    2.1
   1.98 0.003825  93.29    2.0
   1.99 0.003827  93.33    2.0
   2.00 0.003827  93.34    2.0
   2.01 0.003828  93.36    2.0
   2.02 0.003829  93.39    2.0
   2.03 0.003830  93.40    1.9
   2.04 0.003831  93.43    1.9
   2.06 0.003831  93.44    1.9
   2.07 0.003833  93.47    1.9
   2.08 0.003833  93.48    1.8
   2.09 0.003834  93.50    1.7
   2.10 0.003835  93.53    1.7
   2.11 0.003836  93.56    1.7
   2.12 0.003837  93.59    1.8
   2.13 0.003838  93.60    1.8
   2.14 0.003839  93.62    1.8
   2.16 0.003840  93.65    1.9
   2.17 0.003841  93.67    1.9
   2.18 0.003842  93.69    1.9
   2.19 0.003843  93.73    1.9
   2.20 0.003844  93.74    1.9
   2.21 0.003845  93.77    1.9
   2.22 0.003845  93.78    1.9
   2.23 0.003847  93.81    1.9
   2.25 0.003848  93.84    1.9
   2.26 0.003849  93.86    1.9
   2.27 0.003850  93.89    2.0
   2.28 0.003851  93.91    1.9
   2.29 0.003851  93.93    1.9
   2.30 0.003852  93.94    1.9
   2.31 0.003853  93.96    1.8
   2.33 0.003854  93.99    1.8
   2.34 0.003855  94.01    1.8
   2.35 0.003856  94.03    1.8
   2.36 0.003857  94.05    1.8
   2.37 0.003857  94.07    1.7
   2.38 0.003858  94.10    1.7
   2.39 0.003859  94.12    1.7
   2.40 0.003860  94.14    1.8
