Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
  18.13 0.006925 168.92 %-1863.5
  18.14 0.006684 163.04 %-1050.3
  18.15 0.006891 168.07 -541.8
  18.17 0.006628 161.65 -330.6
  18.18 0.006858 167.28 -192.6
  18.19 0.006576 160.39 -159.9
  18.20 0.006872 167.62  -99.2
  18.21 0.006633 161.77  -96.8
  18.22 0.006902 168.35  -48.5
  18.23 0.006648 162.15  -49.7
  18.24 0.008135 198.44   91.5
  18.26 0.014336 349.84  657.0
  18.27 0.017703 432.13 1389.3
  18.28 0.018935 462.25 2043.9
  18.29 0.019850 484.63 2616.1
  18.30 0.019933 486.65 2989.3
  18.31 0.020364 497.19 3230.4
  18.32 0.020204 493.28 3244.2
  18.33 0.020518 500.97 3118.4
  18.34 0.020402 498.14 2770.7
  18.36 0.020537 501.44 2265.0
  18.37 0.020410 498.32 1535.4
  18.38 0.020517 500.93  756.6
  18.39 0.020459 499.54  364.1
  18.40 0.020396 497.98  187.6
  18.41 0.020458 499.50   90.5
  18.42 0.020218 493.64   36.9
  18.43 0.020342 496.66   -4.8
  18.45 0.020155 492.08  -27.4
  18.46 0.020386 497.75  -43.8
  18.47 0.019956 487.22  -67.2
  18.48 0.013413 327.30 -597.7
  18.49 0.009873 240.86 %-1290.6
  18.50 0.008396 204.80 %-1959.4
  18.51 0.007541 183.94 %-2515.9
  18.52 0.007313 178.39 %-2913.3
  18.54 0.007048 171.92 %-3152.9
  18.55 0.006895 168.18 %-3211.6
  18.56 0.006946 169.42 %-3098.2
  18.57 0.006689 163.16 %-2807.4
  18.58 0.006837 166.75 %-2331.1
  18.59 0.006400 156.09 %-1680.7
  18.60 0.006692 163.22 -851.2
  18.61 0.006426 156.74 -452.4
  18.63 0.006722 163.95 -255.2
  18.64 0.006368 155.31 -175.5
  18.65 0.006675 162.80 -121.7
  18.66 0.006366 155.27 -100.1
  18.67 0.006628 161.66  -69.3
  18.68 0.006386 155.76  -65.1
  18.69 0.006619 161.45  -31.3
  18.70 0.009746 237.75  224.5
  18.71 0.015233 371.77  873.6
  18.73 0.017667 431.25 1552.9
  18.74 0.018950 462.62 2199.9
  18.75 0.019538 477.00 2696.5
  18.76 0.019824 483.99 3058.4
  18.77 0.019994 488.14 3217.6
  18.78 0.019954 487.19 3210.9
  18.79 0.020186 492.84 3007.9
  18.80 0.019958 487.28 2617.6
  18.82 0.020199 493.18 2037.2
  18.83 0.019886 485.51 1260.4
  18.84 0.020198 493.15  606.2
  18.85 0.019854 484.72  278.5
  18.86 0.020197 493.12  134.3
  18.87 0.019944 486.93   52.0
  18.88 0.020266 494.80   34.1
  18.89 0.020015 488.67   12.7
  18.91 0.020173 492.54   16.4
  18.92 0.020018 488.75    2.0
  18.93 0.017802 434.54 -163.2
  18.94 0.011948 291.53 -766.7
  18.95 0.008926 217.75 %-1468.7
  18.96 0.007814 190.60 %-2126.9
  18.97 0.006855 167.19 %-2661.4
  18.98 0.006820 166.36 %-3043.0
  18.99 0.006378 155.57 %-3244.7
  19.01 0.006684 163.04 %-3252.5
  19.02 0.006270 152.94 %-3077.0
  19.03 0.006657 162.36 %-2698.6
  19.04 0.006266 152.84 %-2148.7
  19.05 0.006549 159.74 %-1396.4
  19.06 0.006260 152.68 -679.7
  19.07 0.006619 161.44 -306.8
  19.08 0.006303 153.73 -158.7
  19.10 0.006556 159.90  -55.5
  19.11 0.006467 157.74  -28.8
  19.12 0.006563 160.08    7.5
  19.13 0.006684 163.04   16.6
  19.14 0.006533 159.35   37.7
  19.15 0.006668 162.64   33.5
  19.16 0.011379 277.63  421.6
  19.17 0.016091 392.74 1071.1
  19.19 0.017772 433.81 1738.3
  19.20 0.019093 466.11 2323.9
  19.21 0.019256 470.12 2775.1
  19.22 0.019865 485.00 3067.5
  19.23 0.019658 479.94 3176.9
  19.24 0.020015 488.66 3122.3
  19.25 0.019913 486.18 2878.8
  19.26 0.020119 491.22 2475.3
  19.28 0.019948 487.03 1856.6
  19.29 0.020085 490.39 1072.8
  19.30 0.019929 486.56  517.6
  19.31 0.020068 489.96  282.4
  19.32 0.019942 486.88  134.8
  19.33 0.020094 490.60   89.0
  19.34 0.019980 487.81   35.1
  19.35 0.020059 489.75   32.8
  19.36 0.019907 486.04   -2.9
  19.38 0.019973 487.64   -4.4
  19.39 0.015958 389.49 -324.2
  19.40 0.011121 271.32 -942.5
  19.41 0.008683 211.82 %-1637.9
  19.42 0.007638 186.30 %-2243.5
  19.43 0.006944 169.38 %-2742.3
  19.44 0.006773 165.20 %-3059.8
  19.45 0.006488 158.25 %-3224.4
  19.47 0.006565 160.13 %-3180.8
  19.48 0.006359 155.10 %-2974.0
  19.49 0.006482 158.10 %-2559.7
  19.50 0.006315 154.02 %-1981.9
  19.51 0.006663 162.52 %-1181.0
  19.52 0.006486 158.21 -573.1
  19.53 0.006669 162.67 -258.9
  19.54 0.006445 157.19 -121.5
  19.56 0.006724 164.01  -26.3
  19.57 0.006414 156.45   -5.3
  19.58 0.006716 163.81   30.8
  19.59 0.006457 157.49   21.9
  19.60 0.006711 163.68   39.8
  19.61 0.006450 157.33   17.0
  19.62 0.012964 316.35  505.6
  19.63 0.016360 399.30 1149.9
  19.64 0.018505 451.73 1850.6
  19.66 0.018991 463.61 2406.9
  19.67 0.019768 482.64 2864.6
  19.68 0.019709 481.19 3113.8
  19.69 0.020116 491.14 3234.1
  19.70 0.019841 484.41 3117.4
  19.71 0.020235 494.05 2870.5
  19.72 0.019928 486.53 2386.9
  19.73 0.020227 493.86 1760.8
  19.75 0.019928 486.55  898.6
  19.76 0.020178 492.65  459.7
  19.77 0.019897 485.78  207.1
  19.78 0.020196 493.10  123.5
  19.79 0.019981 487.84   43.9
  19.80 0.020181 492.72   36.6
  19.81 0.020061 489.79    8.9
  19.82 0.020180 492.70   22.6
  19.84 0.020085 490.37    3.0
  19.85 0.014754 360.08 -395.1
  19.86 0.010630 259.35 %-1062.1
  19.87 0.008629 210.50 %-1725.5
  19.88 0.007763 189.36 %-2320.3
  19.89 0.007154 174.50 %-2768.9
  19.90 0.007131 173.94 %-3062.4
  19.91 0.006851 167.09 %-3171.4
  19.92 0.006999 170.71 %-3101.7
  19.94 0.006748 164.60 %-2851.2
  19.95 0.006946 169.43 %-2408.2
  19.96 0.006658 162.40 %-1792.8
  19.97 0.006939 169.25 -975.2
  19.98 0.006671 162.70 -479.6
  19.99 0.006922 168.84 -227.0
  20.00 0.006593 160.82 -129.9
  20.01 0.006909 168.53  -58.7
  20.03 0.006571 160.28  -57.0
  20.04 0.006944 169.37  -20.5
  20.05 0.006556 159.91  -36.8
  20.06 0.006920 168.79   -7.5
  20.07 0.007145 174.27   17.4
  20.08 0.014031 342.39  585.0
  20.09 0.016873 411.86 1246.3
  20.10 0.018802 459.00 1938.8
  20.12 0.019150 467.51 2467.6
  20.13 0.019902 485.90 2902.5
  20.14 0.019682 480.53 3108.7
  20.15 0.020134 491.57 3195.1
  20.16 0.019848 484.58 3043.5
  20.17 0.020133 491.56 2761.8
  20.18 0.019838 484.33 2237.3
  20.19 0.020185 492.82 1586.7
  20.21 0.019867 485.05  746.2
  20.22 0.020110 491.00  372.9
  20.23 0.019868 485.07  154.5
  20.24 0.020053 489.59   84.2
  20.25 0.019898 485.82   16.1
  20.26 0.020042 489.33   17.2
  20.27 0.019851 484.65  -18.5
  20.28 0.019936 486.74   -8.8
  20.29 0.019930 486.60  -22.9
  20.31 0.013468 328.65 -510.2
  20.32 0.009768 238.31 %-1216.0
  20.33 0.008201 200.05 %-1869.7
  20.34 0.007198 175.57 %-2461.7
  20.35 0.007012 171.03 %-2868.4
  20.42 0.006613 161.29 %-3144.4
  20.43 0.006256 152.58 %-3245.4
  20.44 0.006567 160.18 %-3143.2
  20.45 0.006237 152.13 %-2866.6
  20.46 0.006657 162.36 %-2381.7
  20.47 0.006357 155.04 %-1727.4
  20.48 0.006738 164.35 -854.1
  20.50 0.006440 157.09 -407.6
  20.51 0.006729 164.14 -177.2
  20.52 0.006475 157.94  -66.4
  20.53 0.008004 195.25   94.9
  20.54 0.014057 343.02  694.1
  20.55 0.017209 420.05 1401.3
  20.56 0.018516 452.00 2028.4
  20.57 0.019351 472.43 2576.6
  20.58 0.019614 478.86 2936.0
  20.60 0.019832 484.19 3163.0
  20.61 0.019986 487.96 3190.1
  20.62 0.019917 486.27 3055.6
  20.63 0.020019 488.76 2717.3
  20.64 0.019930 486.58 2208.2
  20.65 0.019964 487.42 1493.8
  20.66 0.019857 484.80  721.2
  20.67 0.020064 489.86  349.4
  20.69 0.019777 482.85  158.4
  20.70 0.019979 487.77   65.9
  20.71 0.019759 482.40   12.2
  20.72 0.019942 486.88   -9.2
  20.73 0.019732 481.74  -31.6
  20.74 0.020019 488.78  -16.3
  20.75 0.019509 476.30  -47.1
  20.76 0.013123 320.23 -555.1
  20.78 0.009482 231.31 %-1255.1
  20.79 0.008205 200.15 %-1903.8
  20.80 0.007112 173.47 %-2481.7
  20.81 0.007077 172.61 %-2864.9
  20.82 0.006585 160.61 %-3130.1
  20.83 0.006865 167.44 %-3170.7
  20.84 0.006440 157.08 %-3080.3
  20.85 0.006617 161.38 %-2773.1
  20.87 0.006277 153.10 %-2324.5
  20.88 0.006492 158.34 %-1644.8
  20.89 0.006231 151.97 -842.1
  20.90 0.006500 158.55 -414.4
  20.91 0.006279 153.16 -242.5
  20.92 0.006492 158.34 -125.5
  20.93 0.006231 151.97 -104.1
  20.94 0.006437 156.99  -57.7
  20.95 0.006184 150.84  -66.5
  20.97 0.006439 157.04  -24.7
  20.98 0.006198 151.16  -34.1
  20.99 0.009518 232.20  231.6
  21.00 0.014601 356.34  817.2
  21.01 0.017392 424.53 1520.9
  21.02 0.018338 447.67 2121.3
  21.03 0.019166 467.91 2640.4
  21.04 0.019223 469.30 2966.4
  21.06 0.019541 477.07 3154.9
  21.07 0.019374 472.98 3124.0
  21.08 0.019658 479.95 2949.8
  21.09 0.019451 474.88 2551.4
  21.10 0.019712 481.25 2010.5
  21.11 0.019486 475.72 1244.3
  21.12 0.019704 481.05  610.8
  21.13 0.019516 476.45  282.8
  21.15 0.019796 483.30  161.7
  21.16 0.019683 480.54   84.5
  21.17 0.019786 483.07   71.8
  21.18 0.019670 480.23   46.7
  21.19 0.019772 482.74   52.1
  21.20 0.019694 480.83   33.1
  21.21 0.017651 430.87 -122.1
  21.22 0.011821 288.42 -717.2
  21.23 0.008910 217.36 %-1405.9
  21.25 0.007706 187.96 %-2056.5
  21.26 0.006925 168.91 %-2582.3
  21.27 0.006771 165.16 %-2958.1
  21.28 0.006486 158.19 %-3151.9
  21.29 0.006533 159.36 %-3165.8
  21.30 0.006079 148.28 %-3021.1
  21.31 0.006397 156.03 %-2670.5
  21.32 0.005980 145.84 %-2156.8
  21.34 0.006272 152.97 %-1434.5
  21.35 0.005939 144.86 -736.1
  21.36 0.006283 153.25 -378.2
  21.37 0.005876 143.32 -238.8
  21.38 0.006178 150.69 -143.4
  21.39 0.005909 144.12 -118.3
  21.40 0.006277 153.09  -64.7
  21.41 0.005989 146.08  -52.3
  21.43 0.006299 153.64   -4.7
  21.44 0.006174 150.58   -4.8
  21.45 0.011236 274.14  412.4
  21.46 0.015458 377.26 1049.0
  21.47 0.017691 431.85 1751.8
  21.48 0.018654 455.40 2338.6
  21.49 0.019160 467.76 2817.6
  21.50 0.019374 473.00 3095.8
  21.52 0.019351 472.44 3210.6
  21.53 0.019556 477.44 3132.3
  21.54 0.019398 473.59 2884.1
  21.55 0.019637 479.41 2444.3
  21.56 0.019313 471.51 1816.7
  21.57 0.019608 478.70 1018.1
  21.58 0.019231 469.50  462.8
  21.59 0.019531 476.84  203.0
  21.60 0.019217 469.16   65.4
  21.62 0.019613 478.83   24.6
  21.63 0.019269 470.42  -10.1
  21.64 0.019611 478.79   -0.3
  21.65 0.019364 472.74  -15.1
  21.66 0.019687 480.64   13.6
  21.67 0.015479 377.78 -298.4
  21.68 0.010844 264.58 -890.7
  21.69 0.008419 205.37 %-1576.0
  21.71 0.007496 182.84 %-2153.0
  21.72 0.006803 165.94 %-2647.9
  21.73 0.006638 161.90 %-2954.1
  21.74 0.006565 160.12 %-3114.0
  21.75 0.006378 155.57 %-3074.9
  21.76 0.006408 156.28 %-2879.6
  21.77 0.006275 153.06 %-2483.1
  21.78 0.006390 155.86 %-1913.6
  21.80 0.006175 150.61 %-1149.5
  21.81 0.006286 153.32 -570.9
  21.82 0.006023 146.90 -305.9
  21.83 0.006316 154.04 -171.5
  21.84 0.005955 145.25 -119.3
  21.85 0.006259 152.66  -85.3
  21.86 0.006004 146.43  -78.3
  21.87 0.006328 154.33  -44.2
  21.89 0.006052 147.61  -44.9
  21.90 0.006365 155.24  -14.4
  21.91 0.012322 300.66  463.4
  21.92 0.016184 395.00 1164.5
  21.93 0.017732 432.84 1828.2
  21.94 0.018721 457.03 2416.6
  21.95 0.019224 469.31 2845.5
  21.96 0.019431 474.39 3132.2
  21.97 0.019608 478.72 3216.2
  21.99 0.019569 477.77 3133.5
  22.00 0.019704 481.06 2851.5
  22.01 0.019517 476.50 2392.8
  22.02 0.019717 481.39 1739.6
  22.03 0.019519 476.53  908.2
  22.04 0.019709 481.18  449.2
  22.05 0.019458 475.04  219.0
  22.06 0.019613 478.85   95.9
  22.08 0.019392 473.42   19.5
  22.09 0.019564 477.63   -7.3
  22.10 0.019428 474.31  -30.4
  22.11 0.019647 479.66  -20.4
  22.12 0.019594 478.38  -18.5
  22.13 0.014353 350.27 -408.8
  22.14 0.010177 248.28 %-1062.7
  22.15 0.008336 203.34 %-1709.3
  22.17 0.007414 180.84 %-2285.4
  22.18 0.007117 173.59 %-2697.6
  22.19 0.006864 167.41 %-2975.8
  22.20 0.006771 165.15 %-3070.5
  22.21 0.006725 164.04 %-3009.0
  22.22 0.006693 163.26 %-2756.9
  22.23 0.006709 163.64 %-2335.7
  22.24 0.006664 162.54 %-1719.9
  22.25 0.006728 164.11 -922.1
  22.27 0.006576 160.39 -433.3
  22.28 0.006697 163.36 -206.4
  22.29 0.006512 158.83 -112.6
  22.30 0.006629 161.68  -68.2
  22.31 0.006512 158.84  -48.7
  22.32 0.006666 162.60  -31.9
  22.33 0.006490 158.30  -34.4
  22.34 0.006693 163.25  -21.4
  22.36 0.007441 181.50   46.6
  22.37 0.013912 339.49  603.9
  22.38 0.016763 409.15 1275.9
  22.39 0.018337 447.64 1933.7
  22.40 0.018973 463.17 2464.1
  22.41 0.019436 474.50 2867.7
  22.42 0.019624 479.11 3090.5
  22.43 0.019653 479.82 3142.5
  22.45 0.019823 483.96 3014.6
  22.46 0.019614 478.86 2698.1
  22.47 0.019880 485.37 2204.8
  22.48 0.019545 477.16 1516.5
  22.49 0.019864 484.98  740.9
  22.50 0.019428 474.31  346.5
  22.51 0.019821 483.93  164.7
  22.52 0.019466 475.25   56.2
  22.53 0.019824 483.99   17.3
  22.55 0.019480 475.59  -17.8
  22.56 0.019757 482.36  -15.0
  22.57 0.019491 475.85  -32.0
  22.58 0.019618 478.96  -21.4
  22.59 0.012921 315.28 -543.2
  22.60 0.009721 237.14 %-1193.4
  22.61 0.007878 192.17 %-1873.7
  22.62 0.007172 174.94 %-2415.7
  22.64 0.006641 161.97 %-2860.6
  22.65 0.006608 161.17 %-3093.1
  22.66 0.006320 154.15 %-3195.0
  22.67 0.006445 157.20 %-3070.6
  22.68 0.006221 151.73 %-2807.4
  22.69 0.006537 159.45 %-2308.9
  22.70 0.006320 154.16 %-1666.1
  22.71 0.006589 160.71 -806.7
  22.72 0.006296 153.55 -397.4
  22.74 0.006628 161.65 -161.0
  22.75 0.006349 154.86  -70.5
  22.76 0.006665 162.57    1.6
  22.77 0.006326 154.31    6.4
  22.78 0.006619 161.44   35.1
  22.79 0.006296 153.55   12.6
  22.80 0.006568 160.19   22.7
  22.81 0.008711 212.51  175.7
  22.83 0.014583 355.89  774.9
  22.84 0.016934 413.34 1422.9
  22.85 0.018536 452.50 2070.1
  22.86 0.018935 462.25 2554.2
  22.87 0.019479 475.57 2933.4
  22.88 0.019415 474.00 3102.3
  22.89 0.019840 484.39 3149.8
  22.90 0.019551 477.31 2959.5
  22.91 0.019934 486.69 2640.3
  22.93 0.019656 479.88 2083.6
  22.94 0.019922 486.39 1385.1
  22.95 0.019625 479.13  671.6
  22.96 0.019966 487.47  366.0
  22.97 0.019638 479.44  173.8
  22.98 0.019996 488.21  117.2
  22.99 0.019743 482.02   57.0
  23.00 0.019994 488.16   54.5
  23.02 0.019823 483.96   25.6
  23.03 0.019781 482.94   26.6
  23.04 0.018726 457.14  -79.4
  23.05 0.012229 298.39 -639.5
  23.06 0.009537 232.66 %-1324.4
  23.07 0.007801 190.28 %-1976.8
  23.08 0.007513 183.26 %-2508.7
  23.09 0.006912 168.60 %-2886.1
  23.11 0.006983 170.33 %-3105.1
  23.12 0.006672 162.74 %-3138.0
  23.13 0.006604 161.07 %-3012.7
  23.14 0.006636 161.86 %-2678.0
  23.15 0.006449 157.31 %-2186.1
  23.16 0.006714 163.76 %-1490.5
  23.17 0.006408 156.30 -731.4
  23.18 0.006767 165.05 -364.0
  23.19 0.006456 157.47 -189.0
  23.21 0.006654 162.29 -113.7
  23.22 0.006519 159.01  -58.8
  23.23 0.006497 158.47  -46.4
  23.24 0.006602 161.04  -13.6
  23.25 0.006409 156.32  -18.6
  23.26 0.006707 163.60   -3.2
  23.27 0.010341 252.28  293.3
  23.28 0.015444 376.91  914.1
  23.30 0.017443 425.77 1587.1
  23.31 0.018850 460.18 2190.6
  23.32 0.019130 467.02 2674.0
  23.33 0.019553 477.36 2988.7
  23.34 0.019631 479.27 3143.9
  23.35 0.019607 478.68 3103.2
  23.36 0.019742 482.00 2887.7
  23.37 0.019637 479.43 2488.1
  23.39 0.019799 483.38 1900.8
  23.40 0.019657 479.92 1142.2
  23.41 0.019872 485.18  549.4
  23.42 0.019559 477.52  263.3
  23.43 0.019902 485.90  128.2
  23.44 0.019609 478.74   64.2
  23.45 0.019877 485.29   35.7
  23.46 0.019644 479.60   17.3
  23.48 0.019937 486.77   27.4
  23.49 0.019627 479.19    7.1
  23.50 0.017393 424.56 -173.5
  23.51 0.011578 282.48 -778.8
  23.52 0.009120 222.48 %-1445.6
  23.53 0.007614 185.71 %-2091.7
  23.54 0.007224 176.20 %-2579.5
  23.55 0.006701 163.45 %-2958.9
  23.56 0.006789 165.60 %-3120.1
  23.58 0.006496 158.44 %-3147.0
  23.59 0.006662 162.51 %-2952.9
  23.60 0.006525 159.16 %-2605.6
  23.61 0.006630 161.70 %-2039.7
  23.62 0.006597 160.91 %-1318.2
  23.63 0.006573 160.32 -619.6
  23.64 0.006612 161.26 -296.2
  23.65 0.006493 158.37 -135.9
  23.66 0.006618 161.43  -66.3
  23.68 0.006439 157.05  -32.1
  23.69 0.006521 159.05  -28.1
  23.70 0.006269 152.91  -32.9
  23.71 0.006436 156.97  -44.3
  23.72 0.006208 151.41  -57.3
  23.73 0.011488 280.29  330.1
  23.74 0.015345 374.51  954.7
  23.75 0.017581 429.16 1626.6
  23.77 0.018364 448.30 2202.9
  23.78 0.019063 465.38 2671.5
  23.79 0.019111 466.55 2958.5
  23.80 0.019442 474.66 3105.8
  23.81 0.019372 472.94 3051.8
  23.82 0.019519 476.53 2835.4
  23.83 0.019463 475.18 2409.8
  23.84 0.019459 475.06 1814.1
  23.86 0.019539 477.03 1021.6
  23.87 0.019371 472.92  509.7
  23.88 0.019540 477.04  251.6
  23.89 0.019308 471.38  120.5
  23.90 0.019431 474.38   46.0
  23.91 0.019306 471.33   10.6
  23.92 0.019612 478.81   -0.3
  23.93 0.019422 474.18   -2.6
  23.94 0.019625 479.12    4.6
  23.96 0.015653 382.03 -284.6
  23.97 0.010719 261.51 -904.8
  23.98 0.008481 206.89 %-1575.1
  23.99 0.007058 172.16 %-2193.9
  24.00 0.006783 165.45 %-2674.3
  24.01 0.006138 149.70 %-3012.7
  24.02 0.006363 155.21 %-3167.2
  24.03 0.006008 146.54 %-3156.4
  24.05 0.006270 152.92 %-2949.0
  24.06 0.006058 147.76 %-2547.3
  24.07 0.006310 153.92 %-1953.7
  24.08 0.006188 150.93 %-1167.4
  24.09 0.006227 151.87 -551.9
  24.10 0.006311 153.93 -247.1
  24.11 0.006315 154.03  -83.8
  24.12 0.006462 157.62   -8.4
  24.14 0.006451 157.35   49.5
  24.15 0.006947 169.44   91.5
  24.16 0.006940 169.27  142.1
  24.17 0.007634 186.20  205.8
  24.18 0.007390 180.26  251.8
  24.19 0.013436 327.87  728.4
  24.20 0.016276 397.26 1343.5
  24.21 0.017950 438.18 1937.0
  24.22 0.018263 445.83 2393.5
  24.24 0.018639 455.03 2718.0
  24.25 0.017840 435.49 2808.6
  24.26 0.017759 433.49 2744.9
  24.27 0.017093 417.22 2470.7
  24.28 0.017459 426.17 2120.7
  24.29 0.017064 416.53 1592.5
  24.30 0.017277 421.73 1002.1
  24.31 0.016996 414.85  232.7
  24.33 0.016632 405.96 -149.0
  24.34 0.016232 396.17 -347.8
  24.35 0.015654 382.06 -437.9
  24.36 0.015490 378.04 -480.0
  24.37 0.014841 362.19 -498.9
  24.38 0.015091 368.30 -518.1
  24.39 0.014800 361.19 -528.7
  24.40 0.015142 369.54 -532.2
  24.42 0.009953 242.82 -874.6
  24.43 0.005668 138.24 %-1477.6
  24.44 0.003805  92.80 %-2045.0
  24.45 0.002527  61.61 %-2547.7
  24.46 0.002507  61.13 %-2882.6
  24.47 0.002207  53.82 %-3079.3
  24.48 0.002107  51.38 %-3139.9
  24.49 0.002218  54.09 %-3017.4
  24.51 0.001839  44.84 %-2797.4
  24.52 0.002176  53.07 %-2346.6
  24.53 0.002043  49.81 %-1751.9
  24.54 0.002457  59.91 -915.6
  24.55 0.002362  57.60 -381.4
  24.56 0.002709  66.06 -104.1
  24.57 0.002615  63.77   38.0
  24.58 0.002366  57.70   61.4
  24.59 0.002499  60.93   95.4
  24.61 0.002009  48.99   64.6
  24.62 0.002236  54.52   44.9
  24.63 0.001859  45.34    4.6
  24.64 0.003102  75.66   30.4
  24.65 0.009350 228.09  550.0
  24.66 0.012755 311.23 1219.2
  24.67 0.013917 339.62 1865.8
  24.68 0.014854 362.50 2415.5
  24.70 0.015143 369.58 2844.2
  24.71 0.015512 378.59 3118.8
  24.72 0.015523 378.84 3191.0
  24.73 0.015799 385.59 3112.4
  24.74 0.015812 385.91 2804.1
  24.75 0.015897 388.00 2329.9
  24.76 0.015926 388.69 1632.3
  24.77 0.015820 386.10  842.7
  24.78 0.015903 388.15  449.7
  24.80 0.015726 383.80  261.1
  24.81 0.015781 385.17  141.0
  24.82 0.015650 381.95   70.0
  24.83 0.015943 389.11   36.7
  24.84 0.016022 391.04   31.9
  24.85 0.016251 396.64   38.6
  24.86 0.016156 394.32   52.9
  24.87 0.009228 225.12 -470.2
  24.89 0.005878 143.35 %-1151.3
  24.90 0.003895  94.98 %-1842.0
  24.91 0.003282  80.03 %-2421.1
  24.92 0.002370  57.79 %-2887.2
  24.93 0.002471  60.26 %-3172.3
  24.94 0.001830  44.62 %-3316.1
  24.95 0.002297  56.00 %-3240.7
  24.96 0.001874  45.69 %-2984.2
  24.98 0.002259  55.07 %-2494.1
  24.99 0.001737  42.36 %-1830.5
  25.00 0.001924  46.91 -958.0
  25.01 0.001652  40.30 -537.8
  25.02 0.001815  44.27 -304.0
  25.03 0.001679  40.95 -204.0
  25.04 0.001752  42.72 -123.2
  25.05 0.001586  38.67 -116.7
  25.07 0.001654  40.33  -84.7
  25.08 0.001536  37.45 -108.8
  25.09 0.001394  33.99  -97.2
  25.10 0.003791  92.44   73.0
  25.11 0.009922 242.05  723.2
  25.12 0.012567 306.65 1422.4
  25.13 0.014149 345.29 2109.0
  25.14 0.014410 351.66 2619.9
  25.15 0.015010 366.32 3013.3
  25.17 0.014833 361.99 3196.0
  25.18 0.015366 375.03 3242.3
  25.19 0.015040 367.05 3057.8
  25.20 0.015466 377.47 2724.1
  25.21 0.014987 365.75 2149.3
  25.22 0.015835 386.49 1438.8
  25.23 0.015059 367.50  684.1
  25.24 0.015053 367.37  329.0
  25.25 0.014672 358.07  113.4
  25.27 0.014801 361.21   22.2
  25.28 0.014444 352.50  -81.8
  25.29 0.014612 356.58 -118.8
  25.30 0.014326 349.60 -188.3
  25.31 0.014558 355.27 -184.3
  25.32 0.013366 326.16 -290.5
  25.33 0.006903 168.36 -832.0
  25.34 0.003352  81.75 %-1570.5
  25.36 0.002074  50.58 %-2167.2
  25.37 0.000965  23.52 %-2727.3
  25.38 0.001010  24.63 %-3087.2
  25.39 0.000587  14.32 %-3317.7
  25.40 0.000854  20.82 %-3318.9
  25.41 0.000424  10.33 %-3190.5
  25.42 0.000674  16.44 %-2831.4
  25.43 0.000196   4.77 %-2340.0
  25.44 0.000505  12.31 %-1606.0
  25.46 0.000130   3.16 -812.7
  25.47 0.000621  15.15 -384.6
  25.48 0.000232   5.66 -221.3
  25.49 0.000595  14.51 -102.7
  25.50 0.000085   2.07 -103.4
  25.51 0.000524  12.77  -54.0
  25.52 0.000211   5.14  -60.3
  25.53 0.000711  17.33    1.3
  25.55 0.000432  10.53    4.4
  25.56 0.004762 116.14  363.3
  25.57 0.009647 235.33  997.4
  25.58 0.012514 305.35 1748.2
  25.59 0.013340 325.51 2360.5
  25.60 0.014219 346.99 2900.3
  25.61 0.014258 347.94 3217.5
  25.62 0.014710 359.00 3406.2
  25.64 0.014369 350.66 3324.8
  25.65 0.014755 360.10 3113.1
  25.66 0.014349 350.17 2642.5
  25.67 0.014608 356.49 2039.4
  25.68 0.014264 348.10 1190.1
  25.69 0.014551 355.10  562.9
  25.70 0.014267 348.17  221.0
  25.71 0.014632 357.07  103.5
  25.73 0.014263 348.08    3.1
  25.74 0.014632 357.08   -1.7
  25.75 0.014249 347.72  -38.3
  25.76 0.014625 356.92   -4.7
  25.77 0.014234 347.35  -31.0
  25.78 0.011924 290.93 -198.2
  25.79 0.005554 135.45 -853.1
  25.80 0.003123  76.16 %-1548.3
  25.81 0.001401  34.16 %-2246.6
  25.83 0.001167  28.46 %-2756.6
  25.84 0.000495  12.08 %-3156.9
  25.85 0.000648  15.81 %-3319.5
  25.86 0.000149   3.63 %-3358.3
  25.87 0.000562  13.69 %-3134.3
  25.88 0.000258   6.30 %-2771.7
  25.89 0.000607  14.79 %-2152.2
  25.90 0.000262   6.40 %-1398.6
  25.92 0.000687  16.75 -627.1
  25.93 0.000334   8.15 -305.1
  25.94 0.000761  18.55  -98.3
  25.95 0.000518  12.63  -33.6
  25.96 0.000946  23.06   55.0
  25.97 0.000610  14.87   59.9
  25.98 0.000894  21.81   98.9
  25.99 0.000550  13.41   62.6
  26.00 0.000883  21.54   83.9
  26.02 0.005760 140.49  448.2
  26.03 0.010698 261.00 1147.3
  26.04 0.012664 309.00 1825.4
  26.05 0.014021 342.15 2473.0
  26.06 0.014235 347.39 2918.5
  26.07 0.014788 360.90 3250.9
  26.08 0.014606 356.44 3350.9
  26.09 0.015099 368.49 3330.5
  26.11 0.014764 360.32 3055.8
  26.12 0.015247 372.10 2646.0
  26.13 0.014944 364.70 1980.7
  26.14 0.015374 375.21 1177.4
  26.15 0.015022 366.61  587.5
  26.16 0.015576 380.15  359.9
  26.17 0.015093 368.35  205.6
  26.18 0.015450 377.07  168.4
  26.19 0.015094 368.38  103.2
  26.21 0.015339 374.36   95.3
  26.22 0.015049 367.27   40.6
  26.23 0.015059 367.52   25.4
  26.24 0.010598 258.56 -363.3
  26.25 0.005343 130.32 %-1054.2
  26.26 0.002750  67.07 %-1833.5
  26.27 0.001575  38.40 %-2493.4
  26.28 0.000997  24.30 %-3036.7
  26.30 0.000741  18.08 %-3352.8
