Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   1.25 0.013270 323.82  -43.5
   1.27 0.005792 141.26 -669.9
   1.28 0.002264  55.21 %-1454.6
   1.29 0.000481  11.72 %-2207.3
   1.30 -.000321  -7.84 %-2836.9
   1.31 -.000806 -19.65 %-3302.5
   1.32 -.000927 -22.61 %-3566.0
   1.33 -.001091 -26.61 %-3633.3
   1.34 -.001093 -26.66 %-3486.9
   1.35 -.001147 -27.98 %-3131.6
   1.37 -.001112 -27.11 %-2560.7
   1.38 -.001159 -28.26 %-1783.8
   1.39 -.001044 -25.46 -855.2
   1.40 -.001079 -26.30 -409.4
   1.41 -.001031 -25.15 -184.5
   1.42 -.001046 -25.51  -76.8
   1.43 -.001000 -24.39  -17.1
   1.44 -.001074 -26.19    2.3
   1.46 -.001032 -25.17   17.7
   1.47 -.001119 -27.28   13.0
   1.48 -.001100 -26.83    9.9
   1.49 0.002758  67.25  298.7
   1.50 0.008710 212.46  994.1
   1.51 0.011442 279.17 1758.2
   1.52 0.012853 313.62 2465.2
   1.53 0.013466 328.61 3021.8
   1.55 0.013834 337.59 3407.5
   1.56 0.013986 341.29 3595.6
   1.57 0.014118 344.53 3587.7
   1.58 0.014095 343.97 3359.8
   1.59 0.014149 345.29 2927.6
   1.60 0.014096 343.98 2270.9
   1.61 0.014164 345.65 1408.3
   1.62 0.014149 345.28  681.7
   1.63 0.014202 346.59  340.9
   1.65 0.014154 345.40  168.2
   1.66 0.014213 346.86   90.5
   1.67 0.014150 345.32   44.7
   1.68 0.014169 345.77   24.3
   1.69 0.014106 344.24    8.1
   1.70 0.014171 345.82    7.2
   1.71 0.011935 291.21 -168.6
   1.72 0.005211 127.10 -826.9
   1.74 0.001940  47.32 %-1616.5
   1.75 0.000341   8.31 %-2352.9
   1.76 -.000397  -9.67 %-2953.9
   1.77 -.000763 -18.60 %-3374.6
   1.78 -.000981 -23.93 %-3607.2
   1.79 -.001090 -26.58 %-3630.9
   1.80 -.001105 -26.95 %-3447.4
   1.81 -.001123 -27.39 %-3050.1
   1.83 -.001108 -27.02 %-2443.4
   1.84 -.001108 -27.02 %-1617.9
   1.85 -.001139 -27.78 -784.5
   1.86 -.001146 -27.95 -380.5
   1.87 -.001158 -28.24 -185.8
   1.88 -.001190 -29.01  -95.6
   1.89 -.001185 -28.90  -50.7
   1.90 -.001208 -29.46  -29.8
   1.92 -.001196 -29.17  -21.6
   1.93 -.001206 -29.40  -21.1
   1.94 -.001162 -28.33  -16.9
   1.95 0.004196 102.33  398.5
   1.96 0.009274 226.23 1131.7
   1.97 0.011690 285.24 1905.8
   1.98 0.012878 314.25 2589.4
   1.99 0.013431 327.75 3118.9
   2.00 0.013730 335.06 3466.4
   2.02 0.013844 337.84 3611.5
   2.03 0.013948 340.38 3554.6
   2.04 0.013976 341.06 3286.0
   2.05 0.014025 342.26 2809.8
   2.06 0.014018 342.09 2119.3
   2.07 0.014052 342.92 1222.3
   2.08 0.013985 341.28  594.3
   2.09 0.014024 342.24  294.0
   2.11 0.014041 342.65  148.5
   2.12 0.013998 341.60   74.9
   2.13 0.013961 340.70   33.1
   2.14 0.014018 342.08   15.5
   2.15 0.014046 342.77    6.4
   2.16 0.014081 343.61    6.6
   2.17 0.010231 249.61 -289.0
   2.18 0.004325 105.49 -982.3
   2.20 0.001413  34.47 %-1764.4
   2.21 0.000084   2.04 %-2469.2
   2.22 -.000645 -15.73 %-3040.8
   2.23 -.001009 -24.59 %-3432.0
   2.24 -.001149 -28.02 %-3622.1
   2.25 -.001231 -30.01 %-3609.9
   2.26 -.001271 -30.99 %-3391.0
   2.27 -.001292 -31.50 %-2955.5
   2.28 -.001272 -31.01 %-2301.6
   2.30 -.001335 -32.55 %-1435.1
   2.31 -.001301 -31.73 -700.7
   2.32 -.001319 -32.17 -343.5
   2.33 -.001327 -32.37 -172.8
   2.34 -.001338 -32.62  -85.3
   2.35 -.001343 -32.75  -44.7
   2.36 -.001390 -33.89  -30.9
   2.37 -.001318 -32.13  -19.0
   2.39 -.001339 -32.65  -13.8
   2.40 -.001294 -31.56   -7.3
   2.41 0.005285 128.89  503.7
   2.42 0.009738 237.56 1267.2
   2.43 0.011840 288.89 2032.9
   2.44 0.012884 314.38 2697.8
   2.45 0.013383 326.58 3201.0
   2.46 0.013609 332.10 3515.1
   2.48 0.013707 334.48 3626.8
   2.49 0.013766 335.93 3532.1
   2.50 0.013785 336.38 3223.2
   2.51 0.013823 337.33 2711.4
   2.52 0.013856 338.14 1988.5
   2.53 0.013844 337.83 1056.0
   2.54 0.013867 338.39  511.5
   2.55 0.013857 338.16  251.2
   2.56 0.013843 337.81  123.4
   2.58 0.013808 336.95   59.8
   2.59 0.013841 337.76   31.4
   2.60 0.013780 336.26   12.3
   2.61 0.013823 337.32    3.1
   2.62 0.013796 336.66   -4.4
   2.63 0.008551 208.58 -414.5
   2.64 0.003403  82.99 %-1144.0
   2.65 0.001003  24.45 %-1909.2
   2.67 -.000212  -5.18 %-2589.1
   2.68 -.000723 -17.64 %-3109.6
   2.69 -.001007 -24.55 %-3448.6
   2.70 -.001102 -26.87 %-3588.1
   2.71 -.001188 -28.96 %-3528.4
   2.72 -.001198 -29.21 %-3256.7
   2.73 -.001276 -31.12 %-2786.1
   2.74 -.001241 -30.27 %-2098.2
   2.76 -.001236 -30.13 %-1201.5
   2.77 -.001254 -30.56 -573.3
   2.78 -.001272 -31.01 -277.4
   2.79 -.001248 -30.43 -132.5
   2.80 -.001277 -31.12  -68.8
   2.81 -.001253 -30.54  -34.9
   2.82 -.001240 -30.22  -18.2
   2.83 -.001196 -29.16   -3.7
   2.85 -.001239 -30.20    1.1
   2.86 -.001028 -25.07   21.9
   2.87 0.006389 155.84  603.7
   2.88 0.010313 251.61 1383.6
   2.89 0.012133 296.04 2142.4
   2.90 0.013048 318.38 2783.1
   2.91 0.013450 328.20 3253.0
   2.92 0.013719 334.78 3539.8
   2.93 0.013769 335.99 3618.4
   2.95 0.013855 338.10 3495.4
   2.96 0.013854 338.08 3162.0
   2.97 0.013874 338.58 2623.0
   2.98 0.013804 336.85 1863.8
   2.99 0.013816 337.14  914.2
   3.00 0.013776 336.18  428.2
   3.01 0.013786 336.41  196.4
   3.02 0.013854 338.07   86.8
   3.04 0.013987 341.34   46.7
   3.05 0.013916 339.59   24.5
   3.06 0.014027 342.31   28.9
   3.07 0.014009 341.87   32.1
   3.08 0.014035 342.50   41.8
   3.09 0.007550 184.17 -450.5
   3.10 0.003056  74.52 %-1198.4
   3.11 0.000763  18.61 %-1977.7
   3.13 -.000219  -5.34 %-2649.0
   3.14 -.000762 -18.58 %-3169.3
   3.15 -.000946 -23.08 %-3499.4
   3.16 -.001127 -27.47 %-3631.1
   3.17 -.001159 -28.26 %-3543.4
   3.18 -.001283 -31.29 %-3259.9
   3.19 -.001261 -30.75 %-2751.9
   3.20 -.001277 -31.15 %-2032.9
   3.22 -.001215 -29.62 %-1092.8
   3.23 -.001292 -31.51 -535.4
   3.24 -.001250 -30.48 -259.8
   3.25 -.001279 -31.18 -134.5
   3.26 -.001260 -30.73  -68.6
   3.27 -.001328 -32.38  -42.7
   3.28 -.001252 -30.53  -19.7
   3.29 -.001240 -30.23   -8.0
   3.31 -.001157 -28.21    8.8
   3.32 0.000211   5.14  119.4
   3.33 0.007432 181.29  766.7
   3.34 0.010824 264.08 1552.1
   3.35 0.012523 305.56 2304.6
   3.36 0.013274 323.92 2915.9
   3.37 0.013766 335.93 3365.0
   3.38 0.013919 339.66 3613.2
   3.40 0.014059 343.08 3661.2
   3.41 0.014047 342.80 3487.8
   3.42 0.014103 344.17 3110.5
   3.43 0.014032 342.43 2514.0
   3.44 0.014097 344.02 1716.3
   3.45 0.014040 342.61  825.0
   3.46 0.014072 343.40  399.2
   3.47 0.014034 342.48  186.2
   3.49 0.014057 343.04   84.6
   3.50 0.013970 340.90   23.2
   3.51 0.014000 341.64   -0.9
   3.52 0.013929 339.92  -19.7
   3.53 0.013972 340.96  -22.7
   3.54 0.013960 340.66  -26.5
   3.55 0.006530 159.28 -595.9
   3.56 0.002466  60.12 %-1378.6
   3.57 0.000613  14.94 %-2135.9
   3.59 -.000359  -8.75 %-2784.5
   3.60 -.000802 -19.56 %-3262.8
   3.61 -.001035 -25.24 %-3554.3
   3.62 -.001053 -25.67 %-3634.2
   3.63 -.001137 -27.72 %-3517.1
   3.64 -.001155 -28.15 %-3187.2
   3.65 -.001219 -29.73 %-2656.7
   3.66 -.001206 -29.40 %-1909.3
   3.68 -.001225 -29.87 -952.2
   3.69 -.001173 -28.61 -454.6
   3.70 -.001189 -28.99 -220.1
   3.71 -.001163 -28.35 -100.8
   3.72 -.001176 -28.67  -46.1
   3.73 -.001208 -29.46  -22.7
   3.74 -.001265 -30.83  -19.1
   3.75 -.001273 -31.04  -14.6
   3.76 -.001297 -31.62  -16.4
   3.78 0.001753  42.74  216.8
   3.79 0.008049 196.33  887.9
   3.80 0.011038 269.30 1660.8
   3.81 0.012446 303.68 2369.1
   3.82 0.013157 321.04 2945.5
   3.83 0.013487 329.12 3345.5
   3.84 0.013647 333.02 3554.9
   3.85 0.013715 334.69 3561.1
   3.87 0.013757 335.70 3359.2
   3.88 0.013748 335.50 2942.1
   3.89 0.013768 335.98 2315.8
   3.90 0.013755 335.66 1475.8
   3.91 0.013782 336.31  704.4
   3.92 0.013795 336.64  338.2
   3.93 0.013764 335.87  161.1
   3.94 0.013740 335.29   72.1
   3.96 0.013773 336.11   32.2
   3.97 0.013729 335.03   10.5
   3.98 0.013745 335.42    1.1
   3.99 0.013740 335.30   -3.8
   4.00 0.012224 298.26 -122.1
   4.01 0.005051 123.20 -771.9
   4.02 0.001705  41.58 %-1555.4
   4.03 0.000070   1.71 %-2297.1
   4.05 -.000702 -17.12 %-2904.3
   4.06 -.001093 -26.65 %-3337.7
   4.07 -.001229 -29.97 %-3576.0
   4.08 -.001359 -33.12 %-3616.7
   4.09 -.001341 -32.68 %-3441.7
   4.10 -.001428 -34.81 %-3065.9
   4.11 -.001380 -33.65 %-2473.0
   4.12 -.001421 -34.64 %-1672.0
   4.13 -.001380 -33.64 -793.7
   4.15 -.001441 -35.14 -382.4
   4.16 -.001372 -33.46 -179.2
   4.17 -.001455 -35.48  -87.9
   4.18 -.001441 -35.12  -44.4
   4.19 -.001478 -36.04  -29.0
   4.20 -.001457 -35.53  -18.9
   4.21 -.001542 -37.59  -23.9
   4.22 -.001541 -37.56  -24.7
   4.24 0.003241  79.04  337.2
   4.25 0.008568 209.01 1048.1
   4.26 0.011058 269.79 1807.8
   4.27 0.012274 299.49 2490.3
   4.28 0.012889 314.51 3023.6
   4.29 0.013168 321.31 3384.1
   4.30 0.013347 325.70 3547.5
   4.31 0.013424 327.57 3511.0
   4.33 0.013522 329.97 3270.6
   4.34 0.013517 329.85 2821.9
   4.35 0.013546 330.55 2158.3
   4.36 0.013548 330.61 1283.8
   4.37 0.013576 331.29  634.9
   4.38 0.013616 332.26  328.9
   4.39 0.013627 332.54  179.6
   4.40 0.013653 333.16  107.1
   4.41 0.013627 332.52   69.1
   4.43 0.013666 333.49   49.3
   4.44 0.013629 332.57   35.9
   4.45 0.013457 328.37   12.3
   4.46 0.010166 248.01 -256.3
   4.47 0.004061  99.03 -948.1
   4.48 0.001109  27.05 %-1732.0
   4.49 -.000228  -5.55 %-2444.5
   4.50 -.000884 -21.55 %-3012.1
   4.52 -.001134 -27.65 %-3393.0
   4.53 -.001312 -31.98 %-3580.2
   4.54 -.001372 -33.46 %-3560.6
   4.55 -.001433 -34.93 %-3337.9
   4.56 -.001417 -34.55 %-2899.6
   4.57 -.001378 -33.60 %-2250.8
   4.58 -.001354 -33.01 %-1405.8
   4.59 -.001374 -33.49 -654.6
   4.61 -.001327 -32.36 -293.7
   4.62 -.001354 -33.02 -127.8
   4.63 -.001361 -33.18  -49.5
   4.64 -.001382 -33.69  -16.5
   4.65 -.001369 -33.38    1.6
   4.66 -.001376 -33.55    6.3
   4.67 -.001307 -31.86   11.8
   4.68 -.001315 -32.05   10.3
   4.70 0.004878 118.97  484.8
   4.71 0.009604 234.29 1238.5
   4.72 0.011845 289.01 2013.4
   4.73 0.012889 314.51 2682.2
   4.74 0.013365 326.13 3192.4
   4.75 0.013589 331.60 3511.8
   4.76 0.013650 333.10 3626.2
   4.77 0.013625 332.48 3526.8
   4.79 0.013637 332.78 3219.5
   4.80 0.013689 334.04 2705.5
   4.81 0.013724 334.90 1989.8
   4.82 0.013755 335.65 1065.5
   4.83 0.013720 334.80  490.5
   4.84 0.013771 336.05  225.5
   4.85 0.013722 334.86  102.3
   4.86 0.013710 334.55   46.9
   4.88 0.013619 332.33   16.4
   4.89 0.013600 331.87    1.2
   4.90 0.013570 331.14  -10.8
   4.91 0.013521 329.94  -27.8
   4.92 0.008599 209.76 -421.3
   4.93 0.003357  81.86 %-1142.9
   4.94 0.000910  22.18 %-1904.9
   4.95 -.000234  -5.71 %-2572.8
   4.97 -.000838 -20.44 %-3094.5
   4.98 -.001158 -28.24 %-3432.5
   4.99 -.001416 -34.52 %-3585.8
   5.00 -.001564 -38.13 %-3539.8
   5.01 -.001587 -38.69 %-3290.2
   5.02 -.001626 -39.64 %-2832.6
   5.03 -.001588 -38.73 %-2161.7
   5.04 -.001603 -39.08 %-1284.4
   5.05 -.001592 -38.81 -642.5
   5.07 -.001662 -40.53 -340.2
   5.08 -.001651 -40.25 -189.3
   5.09 -.001583 -38.59 -101.4
   5.10 -.001568 -38.23  -48.3
   5.11 -.001485 -36.21   -7.7
   5.12 -.001472 -35.90   15.0
   5.13 -.001440 -35.12   27.5
   5.14 -.001466 -35.75   34.2
   5.16 0.005649 137.77  582.9
   5.17 0.009744 237.72 1348.5
   5.18 0.011716 285.87 2106.1
   5.19 0.012700 309.89 2754.2
   5.20 0.013149 320.86 3230.5
   5.21 0.013397 326.92 3519.7
   5.22 0.013515 329.80 3613.7
   5.23 0.013601 331.90 3504.3
   5.25 0.013575 331.26 3188.2
   5.26 0.013661 333.37 2669.3
   5.27 0.013676 333.72 1942.6
   5.28 0.013722 334.84 1005.5
   5.29 0.013730 335.04  503.4
   5.30 0.013777 336.19  264.3
   5.31 0.013693 334.15  141.8
   5.32 0.013695 334.20   81.2
   5.34 0.013706 334.47   48.5
   5.35 0.013724 334.90   31.9
   5.36 0.013748 335.48   23.3
   5.37 0.013749 335.52   19.4
   5.38 0.007744 188.89 -451.4
   5.39 0.003102  75.65 %-1189.9
   5.40 0.000869  21.18 %-1951.0
   5.41 -.000207  -5.06 %-2611.5
   5.42 -.000689 -16.79 %-3113.4
   5.44 -.000913 -22.27 %-3426.5
   5.45 -.000968 -23.59 %-3545.8
   5.46 -.001068 -26.03 %-3467.6
   5.47 -.001105 -26.93 %-3184.5
   5.48 -.001117 -27.24 %-2693.6
   5.49 -.001148 -27.99 %-1995.2
   5.50 -.001161 -28.32 %-1089.3
   5.51 -.001180 -28.77 -522.8
   5.53 -.001166 -28.42 -252.3
   5.54 -.001190 -29.01 -127.2
   5.55 -.001168 -28.47  -69.2
   5.56 -.001198 -29.22  -44.0
   5.57 -.001190 -29.00  -31.4
   5.58 -.001224 -29.83  -22.5
   5.59 -.001192 -29.06  -16.7
   5.60 -.000390  -9.52   49.2
   5.62 0.006965 169.89  669.8
   5.63 0.010451 254.98 1442.9
   5.64 0.012178 297.15 2185.5
   5.65 0.012924 315.37 2797.2
   5.66 0.013700 334.32 3272.7
   5.67 0.013748 335.49 3541.6
   5.68 0.013787 336.45 3606.6
   5.69 0.013798 336.71 3460.4
   5.70 0.013841 337.77 3108.4
   5.72 0.013809 336.99 2540.6
   5.73 0.013877 338.63 1770.5
   5.74 0.013840 337.74  859.6
   5.75 0.013914 339.53  424.0
   5.76 0.013866 338.38  204.5
   5.77 0.013908 339.39   97.6
   5.78 0.013842 337.78   29.3
   5.79 0.013890 338.96   22.6
   5.81 0.013838 337.69   13.5
   5.82 0.013854 338.09    8.0
   5.83 0.013884 338.81    4.8
   5.84 0.006782 165.43 -542.5
   5.85 0.002622  63.93 %-1314.0
   5.86 0.000661  16.13 %-2073.6
   5.87 -.000291  -7.09 %-2724.7
   5.88 -.000718 -17.50 %-3204.2
   5.90 -.000953 -23.23 %-3501.4
   5.91 -.001034 -25.21 %-3593.8
   5.92 -.001096 -26.73 %-3487.8
   5.93 -.001118 -27.27 %-3170.1
   5.94 -.001103 -26.89 %-2646.0
   5.95 -.001133 -27.63 %-1913.6
   5.96 -.001173 -28.61 -972.0
   5.97 -.001185 -28.90 -466.8
   5.99 -.001177 -28.70 -227.9
   6.00 -.001175 -28.65 -113.8
   6.01 -.001122 -27.36  -56.6
   6.02 -.001179 -28.74  -30.9
   6.03 -.001173 -28.60  -19.6
   6.04 -.001208 -29.46  -15.4
   6.05 -.001175 -28.66  -11.8
   6.06 0.000901  21.97  150.5
   6.07 0.007671 187.12  806.9
   6.09 0.010769 262.74 1576.2
   6.10 0.012318 300.55 2294.7
   6.11 0.012991 316.99 2875.1
   6.12 0.013395 326.86 3289.1
   6.13 0.013519 329.89 3509.0
   6.14 0.013683 333.90 3540.7
   6.15 0.013693 334.15 3360.9
   6.16 0.013759 335.76 2978.6
   6.18 0.013725 334.94 2381.6
   6.19 0.013766 335.93 1581.7
   6.20 0.013681 333.86  755.0
   6.21 0.013708 334.50  367.0
   6.22 0.013685 333.96  174.6
   6.23 0.013732 335.10   85.9
   6.24 0.013749 335.51   40.0
   6.25 0.013813 337.08   25.2
   6.27 0.013806 336.92   15.3
   6.28 0.013832 337.53   18.2
   6.29 0.013281 324.09  -22.3
   6.30 0.005799 141.45 -627.2
   6.31 0.002175  53.03 %-1402.5
   6.32 0.000454  11.06 %-2144.8
   6.33 -.000421 -10.27 %-2775.9
   6.34 -.000875 -21.33 %-3242.1
   6.35 -.001021 -24.89 %-3517.5
   6.37 -.001128 -27.50 %-3591.1
   6.38 -.001153 -28.12 %-3457.2
   6.39 -.001213 -29.57 %-3113.5
   6.40 -.001203 -29.34 %-2559.5
   6.41 -.001259 -30.70 %-1797.4
   6.42 -.001213 -29.57 -870.8
   6.43 -.001266 -30.88 -426.2
   6.44 -.001293 -31.52 -214.4
   6.46 -.001383 -33.73 -117.4
   6.47 -.001343 -32.75  -71.3
   6.48 -.001340 -32.67  -53.1
   6.49 -.001269 -30.94  -36.3
   6.50 -.001293 -31.52  -27.7
   6.51 -.001246 -30.37  -15.3
   6.52 0.002597  63.33  288.4
   6.53 0.008450 206.14  990.1
   6.55 0.011151 272.06 1759.6
   6.56 0.012542 306.04 2466.9
   6.57 0.013106 319.80 3020.3
   6.58 0.013451 328.24 3396.8
   6.59 0.013576 331.30 3568.4
   6.60 0.013714 334.66 3544.9
   6.61 0.013676 333.72 3308.1
   6.62 0.013739 335.26 2872.5
   6.63 0.013687 334.01 2220.8
   6.65 0.013675 333.70 1362.8
   6.66 0.013658 333.29  644.0
   6.67 0.013708 334.52  306.6
   6.68 0.013691 334.08  139.9
   6.69 0.013707 334.48   65.5
   6.70 0.013713 334.63   26.6
   6.71 0.013720 334.79   11.1
   6.73 0.013714 334.67    2.9
   6.74 0.013731 335.07    6.5
   6.75 0.011437 279.05 -170.2
   6.76 0.004846 118.18 -817.3
   6.77 0.001673  40.79 %-1588.6
   6.78 0.000184   4.50 %-2307.4
   6.79 -.000582 -14.18 %-2897.8
   6.80 -.000910 -22.19 %-3309.7
   6.82 -.001105 -26.95 %-3533.6
   6.83 -.001209 -29.49 %-3557.1
   6.84 -.001322 -32.23 %-3379.9
   6.85 -.001386 -33.79 %-2996.6
   6.86 -.001365 -33.27 %-2400.9
   6.87 -.001346 -32.81 %-1591.2
   6.88 -.001048 -25.55 -756.5
   6.89 -.000808 -19.69 -328.2
   6.90 -.000734 -17.90 -103.7
   6.92 -.000665 -16.21   24.5
   6.93 -.000641 -15.62   96.9
   6.94 -.000665 -16.22  138.3
   6.95 -.000665 -16.21  158.6
   6.96 -.000708 -17.26  160.0
   6.97 -.000657 -16.03  148.0
   6.98 0.004475 109.14  515.7
   6.99 0.009614 234.53 1198.8
   7.01 0.012045 293.88 1917.3
   7.02 0.013243 323.15 2567.8
   7.03 0.013767 335.96 3080.5
   7.04 0.014111 344.36 3422.5
   7.05 0.014204 346.63 3570.3
   7.06 0.014322 349.51 3521.2
   7.07 0.014337 349.86 3261.7
   7.08 0.014399 351.39 2797.0
   7.10 0.014371 350.72 2115.6
   7.11 0.014432 352.20 1232.4
   7.12 0.014411 351.68  603.0
   7.13 0.014436 352.30  303.8
   7.14 0.014415 351.78  156.6
   7.15 0.014454 352.74   88.4
   7.16 0.014392 351.22   46.1
   7.17 0.014449 352.61   30.8
   7.19 0.014427 352.06   17.5
   7.20 0.014440 352.40   12.9
   7.21 0.010326 251.92 -309.0
   7.22 0.004597 112.12 %-1009.9
   7.23 0.001870  45.61 %-1785.9
   7.24 0.000626  15.26 %-2477.1
   7.25 0.000050   1.23 %-3021.3
   7.26 -.000260  -6.33 %-3386.1
   7.27 -.000432 -10.52 %-3560.3
   7.29 -.000561 -13.68 %-3533.2
   7.30 -.000636 -15.51 %-3307.5
   7.31 -.000656 -15.99 %-2867.7
   7.32 -.000714 -17.42 %-2223.1
   7.33 -.000799 -19.49 %-1372.0
   7.34 -.000797 -19.44 -682.0
   7.35 -.000857 -20.89 -362.0
   7.36 -.000859 -20.94 -213.8
   7.38 -.000840 -20.49 -139.1
   7.39 -.000868 -21.16  -98.3
   7.40 -.000797 -19.44  -67.5
   7.41 -.000861 -20.98  -49.6
   7.42 -.000812 -19.80  -33.8
   7.43 -.000817 -19.93  -21.7
   7.44 0.005757 140.42  496.9
   7.45 0.010194 248.69 1261.9
   7.47 0.012239 298.64 2024.2
   7.48 0.013311 324.80 2686.7
   7.49 0.013810 336.99 3184.9
   7.50 0.014066 343.26 3497.4
   7.51 0.014139 345.05 3608.4
   7.52 0.014220 347.01 3513.5
   7.53 0.014250 347.75 3216.2
   7.54 0.014309 349.18 2707.1
   7.55 0.014384 351.02 1996.0
   7.57 0.014339 349.91 1068.3
   7.58 0.014683 358.33  552.6
   7.59 0.014534 354.70  304.1
   7.60 0.014476 353.27  176.5
   7.61 0.014374 350.77  107.3
   7.62 0.014434 352.24   73.2
   7.63 0.014354 350.30   47.6
   7.64 0.014371 350.72   25.9
   7.66 0.014324 349.55    4.6
   7.67 0.008970 218.81 -427.7
   7.68 0.003898  95.07 %-1171.0
   7.69 0.001510  36.81 %-1945.5
   7.70 0.000378   9.22 %-2630.9
   7.71 -.000238  -5.80 %-3137.0
   7.72 -.000463 -11.28 %-3465.1
   7.73 -.000631 -15.39 %-3601.6
   7.75 -.000670 -16.34 %-3539.0
   7.76 -.000758 -18.48 %-3267.2
   7.77 -.000743 -18.11 %-2788.8
   7.78 -.000791 -19.29 %-2101.4
   7.79 -.000733 -17.88 %-1201.8
   7.80 -.000793 -19.35 -583.3
   7.81 -.000780 -19.03 -288.5
   7.82 -.000787 -19.19 -145.9
   7.84 -.000815 -19.88  -76.3
   7.85 -.000764 -18.64  -42.0
   7.86 -.000786 -19.17  -22.4
   7.87 -.000745 -18.16  -10.5
   7.88 -.000839 -20.46   -7.7
   7.89 -.000648 -15.79    4.1
   7.90 0.006744 164.49  584.4
