Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   7.91 0.010593 258.43 1351.8
   7.92 0.012487 304.70 2111.2
   7.94 0.013339 325.50 2745.7
   7.95 0.013855 338.09 3223.4
   7.96 0.014051 342.88 3510.8
   7.97 0.014175 345.93 3597.6
   7.98 0.014137 345.00 3476.3
   7.99 0.014172 345.84 3147.2
   8.00 0.014199 346.50 2614.7
   8.01 0.014129 344.79 1859.0
   8.03 0.014189 346.26  916.0
   8.04 0.014194 346.39  437.7
   8.05 0.014215 346.90  206.9
   8.06 0.014202 346.57   96.7
   8.07 0.014261 348.02   44.6
   8.08 0.014205 346.65   22.3
   8.09 0.014284 348.58   19.0
   8.10 0.014307 349.15   25.5
   8.12 0.014291 348.76   25.5
   8.13 0.007684 187.44 -482.3
   8.14 0.003262  79.54 %-1237.1
   8.15 0.001169  28.51 %-2006.1
   8.16 0.000090   2.19 %-2671.3
   8.17 -.000355  -8.65 %-3172.9
   8.18 -.000641 -15.62 %-3491.0
   8.19 -.000689 -16.81 %-3606.2
   8.21 -.000736 -17.94 %-3511.1
   8.22 -.000755 -18.41 %-3212.8
   8.23 -.000778 -18.97 %-2699.8
   8.24 -.000847 -20.66 %-1979.2
   8.25 -.000869 -21.18 %-1049.6
   8.26 -.000884 -21.56 -510.4
   8.27 -.000817 -19.92 -248.4
   8.28 -.000788 -19.21 -117.3
   8.30 -.000707 -17.24  -50.7
   8.31 -.000741 -18.06  -15.9
   8.32 -.000726 -17.71   -0.6
   8.33 -.000790 -19.26    6.5
   8.34 -.000770 -18.77   12.4
   8.35 0.000426  10.39  109.0
   8.36 0.007665 186.97  743.9
   8.37 0.011164 272.37 1523.7
   8.38 0.012778 311.79 2257.9
   8.40 0.013619 332.35 2864.6
   8.41 0.013996 341.54 3303.4
   8.42 0.014244 347.60 3556.8
   8.43 0.014265 348.12 3608.7
   8.44 0.014352 350.25 3454.9
   8.45 0.014307 349.15 3087.6
   8.46 0.014362 350.49 2508.5
   8.47 0.014338 349.89 1717.2
   8.49 0.014371 350.70  825.8
   8.50 0.014316 349.35  393.2
   8.51 0.014377 350.84  190.4
   8.52 0.014355 350.31   87.9
   8.53 0.014366 350.57   40.8
   8.54 0.014361 350.47   17.2
   8.55 0.014420 351.91   15.5
   8.56 0.014338 349.89    7.0
   8.58 0.014313 349.29    3.5
   8.59 0.006784 165.47 -583.3
   8.60 0.002951  71.98 %-1354.6
   8.61 0.001051  25.62 %-2114.7
   8.62 0.000199   4.85 %-2751.3
   8.63 -.000297  -7.23 %-3232.7
   8.64 -.000425 -10.36 %-3514.0
   8.65 -.000584 -14.25 %-3602.3
   8.67 -.000572 -13.95 %-3479.7
   8.68 -.000633 -15.44 %-3153.2
   8.69 -.000588 -14.34 %-2608.0
   8.70 -.000651 -15.87 %-1865.1
   8.71 -.000627 -15.28 -912.9
   8.72 -.000674 -16.43 -440.4
   8.73 -.000687 -16.75 -213.1
   8.74 -.000712 -17.36 -109.6
   8.76 -.000714 -17.42  -59.0
   8.77 -.000774 -18.86  -45.3
   8.78 -.000779 -19.00  -37.0
   8.79 -.000726 -17.69  -34.2
   8.80 -.000759 -18.50  -30.8
   8.81 0.002301  56.11  205.0
   8.82 0.008567 208.99  886.0
   8.83 0.011543 281.64 1662.4
   8.84 0.012956 316.15 2379.3
   8.86 0.013714 334.66 2960.1
   8.87 0.014031 342.40 3362.9
   8.88 0.014242 347.55 3573.7
   8.89 0.014299 348.95 3579.4
   8.90 0.014330 349.71 3372.0
   8.91 0.014311 349.23 2951.3
   8.92 0.014360 350.43 2328.1
   8.93 0.014298 348.92 1486.0
   8.95 0.014307 349.13  712.0
   8.96 0.014241 347.53  334.7
   8.97 0.014248 347.71  149.3
   8.98 0.014236 347.41   53.8
   8.99 0.014306 349.13   14.7
   9.00 0.014285 348.60   -5.5
   9.01 0.014341 349.99   -5.6
   9.02 0.014339 349.91   -2.2
   9.04 0.012755 311.23 -118.5
   9.05 0.005663 138.11 -760.5
   9.06 0.002364  57.66 %-1530.8
   9.07 0.000690  16.82 %-2267.5
   9.08 -.000043  -1.06 %-2869.4
   9.09 -.000423 -10.31 %-3305.7
   9.10 -.000564 -13.75 %-3546.9
   9.11 -.000731 -17.81 %-3594.9
   9.12 -.000762 -18.59 %-3429.4
   9.14 -.000874 -21.31 %-3063.6
   9.15 -.000876 -21.35 %-2480.6
   9.16 -.000926 -22.58 %-1688.9
   9.17 -.000873 -21.28 -823.7
   9.18 -.000937 -22.86 -418.0
   9.19 -.000844 -20.58 -212.7
   9.20 -.000954 -23.26 -123.2
   9.21 -.000916 -22.32  -74.4
   9.23 -.000966 -23.54  -51.8
   9.24 -.000885 -21.58  -28.2
   9.25 -.000917 -22.36  -17.7
   9.26 -.000858 -20.93   -2.9
   9.27 0.003736  91.12  356.4
   9.28 0.009179 223.93 1069.9
   9.29 0.011799 287.88 1839.9
   9.30 0.013115 320.03 2538.1
   9.32 0.013720 334.81 3081.3
   9.33 0.014063 343.19 3454.4
   9.34 0.014279 348.47 3625.5
   9.35 0.014305 349.09 3589.0
   9.36 0.014391 351.20 3341.5
   9.37 0.014381 350.95 2885.7
   9.38 0.014380 350.92 2213.3
   9.39 0.014334 349.81 1328.6
   9.40 0.014383 351.00  652.8
   9.42 0.014341 349.98  319.7
   9.43 0.014355 350.32  153.8
   9.44 0.014336 349.85   70.4
   9.45 0.014332 349.74   24.7
   9.46 0.014283 348.56   -2.1
   9.47 0.014271 348.26  -13.2
   9.48 0.014185 346.17  -28.5
   9.49 0.010846 264.61 -291.5
   9.51 0.004703 114.71 -978.5
   9.52 0.001803  43.97 %-1753.3
   9.53 0.000422  10.29 %-2462.4
   9.54 -.000228  -5.55 %-3022.4
   9.55 -.000573 -13.98 %-3408.2
   9.56 -.000757 -18.46 %-3598.3
   9.57 -.000865 -21.09 %-3586.9
   9.59 -.000953 -23.24 %-3369.9
   9.60 -.000978 -23.85 %-2945.5
   9.61 -.001006 -24.52 %-2310.7
   9.62 -.000967 -23.58 %-1467.0
   9.63 -.001018 -24.83 -719.2
   9.64 -.000945 -23.05 -358.5
   9.65 -.001020 -24.87 -188.3
   9.66 -.000990 -24.13 -101.7
   9.68 -.001051 -25.63  -59.3
   9.69 -.001152 -28.08  -44.4
   9.70 -.001204 -29.36  -42.2
   9.71 -.001248 -30.43  -46.9
   9.72 -.001242 -30.29  -53.8
   9.73 0.004693 114.46  397.6
   9.74 0.009545 232.85 1140.5
   9.75 0.011891 290.14 1920.0
   9.76 0.012980 316.72 2598.8
   9.78 0.013424 327.57 3122.6
   9.79 0.013736 335.18 3462.6
   9.80 0.013772 336.08 3601.7
   9.81 0.013896 339.11 3538.2
   9.82 0.013970 340.90 3262.1
   9.83 0.013980 341.16 2770.5
   9.84 0.013996 341.55 2063.6
   9.85 0.014039 342.59 1147.2
   9.87 0.014075 343.47  559.3
   9.88 0.014064 343.20  280.5
   9.89 0.014117 344.51  156.1
   9.90 0.014105 344.21   98.7
   9.91 0.014126 344.72   67.5
   9.92 0.014082 343.64   51.4
   9.93 0.014097 344.02   35.1
   9.94 0.014036 342.52   20.7
   9.96 0.008989 219.28 -377.6
   9.97 0.003662  89.31 %-1115.1
   9.98 0.001124  27.41 %-1901.9
   9.99 -.000134  -3.27 %-2601.5
  10.00 -.000562 -13.70 %-3132.4
  10.01 -.000820 -20.01 %-3479.4
  10.02 -.001022 -24.93 %-3628.7
  10.03 -.001425 -34.75 %-3598.3
  10.04 -.001756 -42.81 %-3374.1
  10.06 -.001957 -47.72 %-2947.2
  10.07 -.002155 -52.54 %-2309.7
  10.08 -.002284 -55.68 %-1460.2
  10.09 -.002350 -57.29 -846.9
  10.10 -.002460 -59.97 -567.8
  10.11 -.002357 -57.47 -426.0
  10.12 -.002266 -55.24 -342.8
  10.13 -.002292 -55.88 -270.7
  10.15 -.002416 -58.89 -207.4
  10.16 -.002419 -58.98 -140.4
  10.17 -.002431 -59.28  -91.5
  10.18 -.002409 -58.73  -56.9
  10.19 0.005449 132.90  573.0
  10.20 0.009723 237.21 1410.3
  10.21 0.011792 287.72 2229.1
  10.28 0.013497 329.37 2976.3
  10.29 0.013423 327.54 3486.0
  10.30 0.013440 327.96 3784.2
  10.31 0.013396 326.88 3866.2
  10.32 0.013382 326.56 3725.8
  10.34 0.013367 326.17 3353.5
  10.35 0.013443 328.04 2766.1
  10.36 0.013437 327.90 1955.1
  10.37 0.013503 329.49  929.2
  10.38 0.013493 329.25  394.2
  10.39 0.013507 329.60  136.5
  10.40 0.013492 329.23   12.9
  10.41 0.006959 169.74 -482.3
  10.43 0.001943  47.38 %-1278.6
  10.44 -.000423 -10.31 %-2094.7
  10.45 -.001617 -39.42 %-2812.6
  10.46 -.002130 -51.94 %-3361.2
  10.47 -.002355 -57.42 %-3711.5
  10.48 -.002448 -59.67 %-3842.0
  10.49 -.002456 -59.88 %-3751.2
  10.50 -.002490 -60.71 %-3434.9
  10.52 -.002549 -62.15 %-2900.2
  10.53 -.002562 -62.45 %-2140.7
  10.54 -.002560 -62.42 %-1157.7
  10.55 -.002543 -62.01 -543.2
  10.56 -.002519 -61.42 -250.1
  10.57 -.002533 -61.75 -110.7
  10.58 -.002547 -62.09  -51.3
  10.59 -.002600 -63.39  -29.7
  10.61 -.002625 -63.99  -23.9
  10.62 -.002674 -65.21  -26.5
  10.63 -.002608 -63.58  -21.6
  10.64 -.001830 -44.62   42.2
  10.65 0.006265 152.82  714.0
  10.66 0.010053 245.25 1552.9
  10.67 0.011971 292.08 2363.2
  10.68 0.012869 314.02 3041.0
  10.69 0.013337 325.45 3541.4
  10.71 0.013602 331.92 3839.1
  10.72 0.013698 334.26 3917.2
  10.73 0.013788 336.45 3770.1
  10.74 0.013848 337.93 3396.1
  10.75 0.013907 339.38 2791.7
  10.76 0.013894 339.06 1960.4
  10.77 0.013940 340.17  972.3
  10.78 0.013889 338.94  495.6
  10.80 0.013935 340.05  260.2
  10.81 0.013909 339.41  143.0
  10.82 0.014019 342.10   88.9
  10.83 0.013956 340.56   56.4
  10.84 0.013968 340.86   40.3
  10.85 0.013921 339.70   24.2
  10.86 0.014011 341.91   20.1
  10.87 0.006133 149.58 -588.3
  10.89 0.001747  42.61 %-1420.5
  10.90 -.000374  -9.12 %-2247.0
  10.91 -.001357 -33.08 %-2945.2
  10.92 -.001856 -45.25 %-3472.3
  10.93 -.002016 -49.15 %-3787.3
  10.94 -.002043 -49.81 %-3883.6
  10.95 -.002168 -52.85 %-3756.3
  10.96 -.002153 -52.50 %-3407.1
  10.98 -.002195 -53.51 %-2834.6
  10.99 -.002148 -52.37 %-2036.6
  11.00 -.002181 -53.18 %-1008.2
  11.01 -.002060 -50.23 -460.8
  11.02 -.002114 -51.54 -201.7
  11.03 -.002115 -51.57  -81.4
  11.04 -.002152 -52.47  -29.0
  11.05 -.002107 -51.38   -7.3
  11.07 -.002143 -52.25    0.5
  11.08 -.002058 -50.18   14.3
  11.09 -.002079 -50.69   15.2
  11.10 0.000450  10.98  210.8
  11.11 0.007550 184.17  912.3
  11.12 0.010977 267.81 1745.7
  11.13 0.012598 307.40 2517.2
  11.14 0.013419 327.45 3156.3
  11.15 0.013787 336.45 3602.2
  11.17 0.013956 340.56 3838.6
  11.18 0.014072 343.41 3855.7
  11.19 0.014119 344.55 3653.5
  11.20 0.014147 345.23 3223.1
  11.21 0.014199 346.49 2576.5
  11.22 0.014240 347.52 1703.8
  11.23 0.014227 347.20  831.6
  11.24 0.014230 347.26  412.3
  11.26 0.014235 347.37  211.6
  11.27 0.014229 347.24  112.4
  11.28 0.014230 347.26   65.1
  11.29 0.014283 348.55   44.1
  11.30 0.014211 346.79   26.0
  11.31 0.014234 347.36   16.7
  11.32 0.013532 330.21  -44.7
  11.33 0.005497 134.06 -714.0
  11.35 0.001628  39.70 %-1555.0
  11.36 -.000133  -3.25 %-2351.9
  11.37 -.001106 -26.97 %-3023.5
  11.38 -.001513 -36.90 %-3511.7
  11.39 -.001816 -44.27 %-3802.4
  11.40 -.001914 -46.66 %-3876.6
  11.41 -.002028 -49.45 %-3733.6
  11.42 -.002035 -49.61 %-3358.8
  11.44 -.002078 -50.65 %-2765.6
  11.45 -.002067 -50.39 %-1941.5
  11.46 -.002074 -50.58 -953.8
  11.47 -.002035 -49.62 -475.9
  11.48 -.002054 -50.08 -245.9
  11.49 -.002055 -50.09 -124.4
  11.50 -.002084 -50.80  -66.8
  11.51 -.002102 -51.24  -33.8
  11.53 -.002070 -50.46  -17.7
  11.54 -.002057 -50.16   -5.9
  11.55 -.002079 -50.69   -4.2
  11.56 0.002020  49.26  312.8
  11.57 0.008311 202.72 1053.2
  11.58 0.011307 275.87 1880.0
  11.59 0.012795 312.21 2633.7
  11.60 0.013470 328.70 3234.9
  11.61 0.013842 337.78 3646.0
  11.63 0.014003 341.72 3847.1
  11.64 0.014097 344.02 3828.2
  11.65 0.014109 344.30 3582.1
  11.66 0.014203 346.60 3119.4
  11.67 0.014193 346.35 2429.3
  11.68 0.014268 348.20 1515.7
  11.69 0.014242 347.57  743.9
  11.70 0.014309 349.18  378.1
  11.72 0.014243 347.57  196.0
  11.73 0.014295 348.85  112.1
  11.74 0.014228 347.20   63.6
  11.75 0.014240 347.50   39.2
  11.76 0.014228 347.20   23.0
  11.77 0.014287 348.65   16.8
  11.78 0.011940 291.32 -171.8
  11.79 0.004721 115.13 -877.2
  11.81 0.001218  29.71 %-1720.2
  11.82 -.000430 -10.48 %-2501.4
  11.83 -.001266 -30.87 %-3143.6
  11.84 -.001579 -38.50 %-3586.9
  11.85 -.001832 -44.68 %-3833.4
  11.86 -.001886 -45.97 %-3854.2
  11.87 -.002011 -49.03 %-3664.5
  11.88 -.001987 -48.43 %-3244.5
  11.89 -.002002 -48.81 %-2599.8
  11.91 -.001923 -46.90 %-1716.6
  11.92 -.001981 -48.30 -824.6
  11.93 -.001892 -46.13 -387.8
  11.94 -.001918 -46.75 -178.9
  11.95 -.001911 -46.58  -75.4
  11.96 -.001958 -47.73  -30.8
  11.97 -.001962 -47.85   -5.3
  11.98 -.002011 -49.02   -1.2
  12.00 -.001971 -48.06    3.6
  12.01 -.001951 -47.57   -0.3
  12.02 0.003224  78.62  395.2
  12.03 0.008972 218.87 1158.8
  12.04 0.011748 286.65 1989.8
  12.05 0.013044 318.30 2724.1
  12.06 0.013669 333.57 3304.4
  12.07 0.013982 341.21 3688.8
  12.09 0.014143 345.15 3863.8
  12.10 0.014238 347.47 3817.1
  12.11 0.014309 349.20 3548.9
  12.12 0.014281 348.52 3046.5
  12.13 0.014302 349.03 2321.2
  12.14 0.014295 348.86 1369.7
  12.15 0.014333 349.78  664.0
  12.16 0.014345 350.06  326.5
  12.17 0.014367 350.60  168.1
  12.19 0.014298 348.93   85.7
  12.20 0.014308 349.18   43.4
  12.21 0.014293 348.81   19.6
  12.22 0.014247 347.69    2.4
  12.23 0.014253 347.83   -7.0
  12.24 0.010411 253.99 -306.2
  12.25 0.003935  95.97 %-1051.7
  12.26 0.000784  19.11 %-1892.9
  12.28 -.000662 -16.15 %-2656.7
  12.29 -.001410 -34.38 %-3265.3
  12.30 -.001781 -43.42 %-3681.1
  12.31 -.001987 -48.44 %-3885.0
  12.32 -.002050 -49.98 %-3871.2
  12.33 -.002091 -50.97 %-3630.9
  12.34 -.002065 -50.35 %-3160.5
  12.35 -.002059 -50.20 %-2465.0
  12.37 -.002067 -50.40 %-1541.4
  12.38 -.002098 -51.14 -741.5
  12.39 -.002107 -51.38 -356.4
  12.40 -.002162 -52.70 -177.5
  12.41 -.002159 -52.63  -88.5
  12.42 -.002182 -53.19  -48.4
  12.43 -.002192 -53.44  -32.0
  12.44 -.002199 -53.61  -29.0
  12.46 -.002180 -53.16  -27.5
  12.47 -.002214 -53.99  -30.4
  12.48 0.004376 106.73  477.6
  12.49 0.009379 228.80 1281.1
  12.50 0.011801 287.93 2110.4
  12.51 0.012949 315.97 2831.3
  12.52 0.013550 330.65 3387.1
  12.53 0.013766 335.94 3735.6
  12.54 0.013972 340.96 3877.3
  12.56 0.013994 341.49 3793.0
  12.57 0.014058 343.06 3486.3
  12.58 0.014070 343.34 2952.5
  12.59 0.014132 344.86 2197.6
  12.60 0.014059 343.09 1205.7
  12.61 0.014096 343.98  588.0
  12.62 0.014097 344.00  289.4
  12.63 0.014113 344.40  146.3
  12.65 0.014107 344.27   74.9
  12.66 0.014041 342.64   36.9
  12.67 0.014096 343.98   16.0
  12.68 0.014117 344.49   10.7
  12.69 0.014164 345.66    9.1
  12.70 0.008832 215.45 -399.7
  12.71 0.003167  77.23 %-1170.2
  12.72 0.000425  10.37 %-1993.3
  12.74 -.000971 -23.68 %-2738.6
  12.75 -.001575 -38.40 %-3316.7
  12.76 -.001909 -46.55 %-3701.1
  12.77 -.002022 -49.31 %-3868.8
  12.78 -.002146 -52.32 %-3820.8
  12.79 -.002157 -52.60 %-3552.2
  12.80 -.002125 -51.81 %-3049.6
  12.81 -.002146 -52.32 %-2319.6
  12.82 -.002074 -50.56 %-1352.3
  12.84 -.002119 -51.65 -646.5
  12.85 -.002088 -50.90 -300.3
  12.86 -.002113 -51.52 -131.9
  12.87 -.002142 -52.22  -57.0
  12.88 -.002099 -51.17  -17.4
  12.89 -.002117 -51.61   -2.2
  12.90 -.002078 -50.66    8.6
  12.91 -.002152 -52.46    3.3
  12.93 -.002140 -52.17   -2.1
  12.94 0.005652 137.86  594.5
  12.95 0.010010 244.19 1415.9
  12.96 0.012151 296.48 2238.7
  12.97 0.013169 321.35 2936.9
  12.98 0.013661 333.36 3461.9
  12.99 0.013975 341.04 3788.4
  13.00 0.014023 342.21 3890.9
  13.02 0.014055 343.00 3773.6
  13.03 0.014166 345.71 3437.2
  13.04 0.014077 343.51 2869.6
  13.05 0.014086 343.74 2069.9
  13.06 0.014190 346.29 1052.2
  13.07 0.014163 345.63  512.1
  13.08 0.014167 345.71  249.6
  13.09 0.014184 346.14  125.1
  13.11 0.014204 346.62   66.3
  13.12 0.014165 345.68   34.9
  13.13 0.014166 345.70   25.0
  13.14 0.014246 347.65   23.0
  13.15 0.014328 349.66   27.2
  13.16 0.007644 186.45 -477.1
  13.17 0.002610  63.65 %-1285.6
  13.18 0.000194   4.74 %-2118.5
  13.19 -.000971 -23.68 %-2837.2
  13.21 -.001470 -35.83 %-3384.5
  13.22 -.001796 -43.79 %-3737.8
  13.23 -.001939 -47.28 %-3877.3
  13.24 -.002051 -50.01 %-3797.9
  13.25 -.002126 -51.84 %-3500.4
  13.26 -.002100 -51.19 %-2972.8
  13.27 -.002114 -51.54 %-2211.4
  13.28 -.002031 -49.53 %-1207.3
  13.30 -.002061 -50.26 -584.9
  13.31 -.002064 -50.33 -284.8
  13.32 -.002122 -51.75 -143.3
  13.33 -.002138 -52.12  -76.5
  13.34 -.002107 -51.36  -36.3
  13.35 -.002024 -49.36  -10.6
  13.36 -.001982 -48.33    8.6
  13.37 -.001962 -47.83   19.8
  13.39 -.001512 -36.88   57.4
  13.40 0.006460 157.56  702.1
  13.41 0.010504 256.27 1537.1
  13.42 0.012422 303.10 2350.9
  13.43 0.013375 326.37 3033.0
  13.44 0.013856 338.13 3536.0
  13.45 0.014062 343.15 3826.8
  13.46 0.014181 346.06 3899.0
  13.48 0.014193 346.37 3746.7
  13.49 0.014249 347.73 3378.0
  13.50 0.014294 348.83 2788.9
  13.51 0.014296 348.87 1974.1
  13.52 0.014314 349.31  974.0
  13.53 0.014265 348.13  473.5
  13.54 0.014418 351.86  243.3
  13.55 0.014417 351.84  132.9
  13.56 0.014527 354.52   89.6
  13.58 0.014490 353.62   71.3
  13.59 0.014519 354.33   65.0
  13.60 0.014508 354.06   62.3
  13.61 0.014549 355.05   59.2
  13.62 0.007004 170.83 -524.7
  13.63 0.002397  58.44 %-1357.6
  13.64 0.000288   7.01 %-2185.9
  13.65 -.000822 -20.05 %-2902.0
  13.67 -.001357 -33.07 %-3451.8
  13.68 -.001562 -38.08 %-3784.8
  13.69 -.001702 -41.51 %-3905.2
  13.70 -.001714 -41.79 %-3790.9
  13.71 -.001768 -43.10 %-3456.7
  13.72 -.001726 -42.07 %-2889.3
  13.73 -.001803 -43.95 %-2101.4
  13.74 -.001817 -44.30 %-1082.8
  13.76 -.001814 -44.22 -521.5
  13.77 -.001846 -45.01 -258.3
  13.78 -.001764 -43.00 -121.1
  13.79 -.001850 -45.12  -62.8
  13.80 -.001808 -44.09  -35.4
  13.81 -.001867 -45.51  -24.8
  13.82 -.001862 -45.39  -22.4
  13.83 -.001856 -45.25  -18.4
  13.84 -.000178  -4.33  111.8
  13.86 0.007502 183.00  814.4
  13.87 0.011041 269.37 1653.4
  13.88 0.012810 312.59 2447.6
  13.89 0.013613 332.18 3099.3
  13.90 0.013982 341.21 3560.8
  13.91 0.014275 348.37 3830.8
  13.92 0.014332 349.75 3872.8
  13.93 0.014430 352.15 3699.8
  13.95 0.014381 350.94 3290.5
  13.96 0.014387 351.09 2654.8
  13.97 0.014394 351.26 1792.8
  13.98 0.014400 351.41  856.4
  13.99 0.014521 354.38  423.6
  14.00 0.014453 352.70  209.2
  14.01 0.014473 353.21  109.7
  14.02 0.014420 351.91   55.8
  14.04 0.014403 351.49   22.9
  14.05 0.014437 352.33   13.5
  14.06 0.014410 351.67    4.9
  14.07 0.014203 346.60  -11.9
  14.08 0.006047 147.48 -658.0
  14.09 0.001981  48.31 %-1499.6
  14.10 -.000017  -0.42 %-2320.7
  14.11 -.000975 -23.77 %-3013.2
  14.13 -.001400 -34.14 %-3512.2
  14.14 -.001657 -40.41 %-3814.4
  14.15 -.001742 -42.46 %-3895.8
  14.16 -.001881 -45.87 %-3765.9
  14.17 -.001910 -46.56 %-3411.6
  14.18 -.001903 -46.39 %-2825.5
  14.19 -.001910 -46.57 %-2013.7
  14.20 -.001828 -44.56 -986.1
  14.21 -.001866 -45.49 -479.4
  14.23 -.001878 -45.79 -232.5
  14.24 -.001896 -46.24 -114.7
  14.25 -.001914 -46.67  -59.0
  14.26 -.001824 -44.47  -22.0
  14.27 -.001837 -44.78   -3.3
  14.28 -.001785 -43.52   14.2
  14.29 -.001828 -44.58   16.2
  14.30 0.001293  31.52  255.0
  14.32 0.008180 199.54  979.5
  14.33 0.011395 278.01 1809.8
  14.34 0.013021 317.72 2586.7
  14.35 0.013696 334.22 3204.4
  14.36 0.014071 343.37 3632.2
  14.37 0.014290 348.73 3852.0
  14.38 0.014319 349.43 3845.9
  14.39 0.014441 352.42 3630.3
  14.40 0.014401 351.43 3182.9
  14.42 0.014438 352.34 2515.8
  14.43 0.014469 353.10 1620.2
  14.44 0.014476 353.28  780.8
  14.45 0.014527 354.51  387.0
  14.46 0.014465 353.01  192.0
  14.47 0.014535 354.70  107.4
  14.48 0.014471 353.15   58.2
  14.49 0.014456 352.79   31.1
  14.51 0.014462 352.92   19.1
  14.52 0.014417 351.83    3.8
  14.53 0.013165 321.26  -98.2
  14.54 0.005286 128.91 -792.7
  14.55 0.001586  38.67 %-1640.7
  14.56 -.000215  -5.23 %-2444.5
  14.57 -.001076 -26.23 %-3108.4
  14.58 -.001459 -35.58 %-3579.6
  14.60 -.001647 -40.14 %-3847.0
  14.61 -.001659 -40.45 %-3883.7
  14.62 -.001805 -44.00 %-3710.7
  14.63 -.001823 -44.45 %-3312.8
  14.64 -.001803 -43.97 %-2685.1
  14.65 -.001811 -44.16 %-1834.5
  14.66 -.001725 -42.06 -864.1
  14.67 -.001769 -43.13 -405.7
  14.69 -.001783 -43.47 -186.1
  14.70 -.001804 -43.98  -84.6
  14.71 -.001831 -44.65  -41.3
  14.72 -.001821 -44.40  -21.5
  14.73 -.001917 -46.74  -21.0
  14.74 -.001946 -47.45  -20.1
  14.75 -.001936 -47.21  -27.7
  14.76 0.002564  62.52  311.0
  14.77 0.008765 213.83 1067.3
  14.79 0.011614 283.38 1894.4
  14.80 0.013029 317.92 2650.5
  14.81 0.013829 337.47 3257.9
  14.82 0.014102 344.13 3666.7
  14.83 0.014242 347.56 3862.2
  14.84 0.014310 349.21 3835.9
  14.85 0.014321 349.49 3585.5
  14.86 0.014405 351.54 3107.0
  14.88 0.014357 350.36 2393.7
  14.89 0.014362 350.49 1453.7
  14.90 0.014413 351.73  698.5
  14.91 0.014411 351.68  341.2
  14.92 0.014454 352.73  167.5
  14.93 0.014406 351.57   79.1
  14.94 0.014422 351.96   45.5
  14.95 0.014505 353.98   34.7
  14.97 0.014460 352.87   27.6
  14.98 0.014368 350.62   16.6
  14.99 0.011435 278.99 -220.2
  15.00 0.004422 107.85 -948.6
  15.01 0.001162  28.32 %-1792.6
  15.02 -.000438 -10.67 %-2574.3
  15.03 -.001347 -32.85 %-3214.3
  15.04 -.001689 -41.19 %-3660.3
  15.05 -.001859 -45.33 %-3890.1
  15.07 -.001923 -46.88 %-3900.9
  15.08 -.001909 -46.55 %-3680.6
  15.09 -.001962 -47.83 %-3228.4
  15.10 -.001928 -47.02 %-2547.3
  15.11 -.001913 -46.64 %-1644.2
  15.12 -.001852 -45.16 -775.5
  15.13 -.001745 -42.54 -350.6
  15.14 -.001767 -43.08 -137.6
  15.16 -.001659 -40.45  -20.6
  15.17 -.001533 -37.37   40.4
  15.18 -.001305 -31.82   90.5
  15.19 -.001163 -28.35  130.7
  15.20 -.001133 -27.63  157.6
  15.21 -.001065 -25.96  180.0
  15.22 0.004297 104.79  598.3
  15.23 0.009420 229.80 1326.2
  15.25 0.011899 290.32 2087.7
  15.26 0.013092 319.48 2753.5
  15.27 0.013679 333.80 3265.1
  15.28 0.013883 338.78 3574.6
  15.29 0.014050 342.86 3687.8
  15.30 0.014164 345.64 3601.4
  15.31 0.014164 345.64 3316.1
  15.32 0.014177 345.97 2828.4
  15.33 0.014126 344.72 2124.7
  15.35 0.014133 344.89 1214.3
  15.36 0.014224 347.12  585.6
  15.37 0.014180 346.04  280.5
  15.38 0.014201 346.55  135.9
  15.39 0.014154 345.40   64.1
  15.40 0.014178 345.99   32.7
  15.41 0.014221 347.04   16.2
  15.42 0.014224 347.12   10.4
  15.44 0.014232 347.32   13.2
  15.45 0.010110 246.64 -302.6
  15.46 0.004391 107.09 %-1000.4
  15.47 0.001714  41.80 %-1771.9
  15.48 0.000332   8.09 %-2475.3
  15.49 -.000297  -7.25 %-3025.7
  15.50 -.000546 -13.32 %-3396.0
  15.51 -.000693 -16.89 %-3569.7
  15.53 -.000744 -18.15 %-3543.1
  15.54 -.000816 -19.90 %-3311.5
  15.55 -.000868 -21.16 %-2870.1
  15.56 -.000824 -20.08 %-2213.8
  15.57 -.000934 -22.77 %-1354.8
  15.58 -.000998 -24.33 -663.6
  15.59 -.000926 -22.59 -331.7
  15.60 -.001012 -24.68 -175.5
  15.62 -.001014 -24.73 -106.9
  15.63 -.000991 -24.17  -74.9
  15.64 -.000991 -24.16  -55.8
  15.65 -.000938 -22.88  -39.7
  15.66 -.001015 -24.74  -30.8
  15.67 -.001052 -25.65  -27.5
  15.68 0.005437 132.60  473.5
  15.69 0.009962 243.03 1238.6
  15.70 0.012116 295.63 2008.7
  15.72 0.013140 320.63 2669.3
  15.73 0.013683 333.90 3180.4
  15.74 0.013982 341.21 3502.4
  15.75 0.013993 341.47 3615.2
  15.76 0.014072 343.41 3526.1
  15.77 0.014188 346.23 3235.3
  15.78 0.014178 346.00 2736.1
  15.79 0.014211 346.79 2020.9
  15.80 0.014225 347.13 1090.4
  15.82 0.014202 346.57  534.2
  15.83 0.014258 347.94  271.2
  15.84 0.014212 346.81  140.5
  15.85 0.014174 345.88   70.8
  15.86 0.014237 347.42   40.9
  15.87 0.014169 345.77   25.2
  15.88 0.014160 345.55    7.2
  15.89 0.014255 347.88    1.5
  15.91 0.009088 221.71 -394.2
