Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   1.65 0.004156 101.36  956.1
   1.66 0.004094  99.85 1028.4
   1.67 0.003213  78.34  975.6
   1.68 -.000001  -0.03  630.4
   1.69 -.000024  -0.59  283.5
   1.71 0.000003   0.07  -61.2
   1.72 -.000030  -0.72 -408.7
   1.73 -.000032  -0.77 -755.4
   1.74 0.000013   0.32 %-1040.3
   1.75 -.000005  -0.12 %-1021.4
   1.76 0.002437  59.42 -724.2
   1.77 0.003982  97.11 -275.1
   1.78 0.003978  97.02  159.7
   1.79 0.000309   7.53  309.1
   1.81 0.000280   6.82  429.1
   1.82 0.000181   4.42  290.3
   1.83 0.000204   4.97  148.7
   1.84 0.000190   4.63    5.2
   1.85 0.000175   4.28 -144.9
   1.86 0.000236   5.76 -293.4
   1.87 0.000187   4.56 -445.4
   1.89 0.000202   4.93 -600.2
   1.90 0.000190   4.63 -537.0
   1.91 0.000169   4.12 -303.5
   1.92 0.000183   4.46  -15.9
   1.93 0.000117   2.86  -13.9
   1.94 0.000151   3.68   -9.2
   1.95 0.000167   4.06  -10.5
   1.96 0.000146   3.56  -11.1
   1.98 0.000136   3.31  -13.0
   1.99 0.000126   3.07  -16.1
   2.00 0.002379  58.02  160.3
   2.01 0.004204 102.52  442.5
   2.02 0.004060  99.01  658.9
   2.03 0.003233  78.84  756.6
   2.04 0.000001   0.01  561.3
   2.05 -.000003  -0.08  369.3
   2.07 -.000004  -0.10  173.8
   2.08 -.000005  -0.13  -16.9
   2.09 -.000005  -0.11 -204.1
   2.10 -.000004  -0.11 -390.7
   2.11 -.000002  -0.05 -575.9
   2.12 -.000006  -0.15 -760.4
   2.13 -.000015  -0.36 -738.9
   2.14 -.000006  -0.16 -517.4
   2.15 -.000004  -0.10 -249.9
   2.17 -.000004  -0.11   -0.9
   2.18 -.000005  -0.12   -0.4
   2.19 0.000020   0.48    1.7
   2.20 -.000006  -0.14    1.5
   2.21 -.000484 -11.81  -35.6
   2.22 -.000321  -7.82  -53.4
   2.23 0.000328   8.00  -16.9
   2.25 0.000068   1.65   -4.8
   2.26 0.000068   1.66    6.0
   2.27 0.000011   0.27   10.6
   2.28 -.000024  -0.59   12.8
   2.29 -.000140  -3.41    6.7
   2.30 -.000228  -5.55   -4.4
   2.31 0.000639  15.58   54.2
   2.32 -.000068  -1.66   51.8
   2.34 0.000279   6.81   74.9
   2.35 -.000119  -2.91   19.9
   2.36 0.000105   2.56   -8.1
   2.37 0.000007   0.16    9.4
   2.38 -.000214  -5.22   -9.3
   2.39 -.000253  -6.16  -26.9
   2.40 -.000053  -1.29  -29.9
   2.41 -.000125  -3.05  -40.7
   2.42 -.000204  -4.98  -66.8
   2.44 -.000038  -0.92  -87.1
   2.45 -.000191  -4.67  -43.1
   2.46 0.000120   2.93  -27.9
   2.47 0.000010   0.24    7.9
   2.48 0.000049   1.20   14.2
   2.49 -.000186  -4.54   20.4
   2.50 -.000089  -2.18   29.2
   2.52 0.000053   1.29   30.2
   2.53 -.000237  -5.77    1.8
   2.54 0.000213   5.19   25.8
   2.55 0.000176   4.29   36.7
   2.56 -.000005  -0.12   22.3
   2.57 -.000036  -0.87   17.9
   2.58 -.000465 -11.34  -33.6
   2.59 -.000460 -11.22  -52.5
   2.61 0.000103   2.51  -30.0
   2.62 0.000137   3.34   -2.6
   2.63 0.000114   2.78    0.4
   2.64 -.000162  -3.96  -13.3
   2.65 0.000225   5.49   16.8
   2.66 0.000012   0.30    1.8
   2.67 -.000109  -2.66   14.8
   2.68 0.000008   0.19   38.0
   2.69 -.000906 -22.08  -23.2
   2.71 -.000075  -1.83  -10.7
   2.72 0.000021   0.50  -29.3
   2.73 -.000161  -3.92  -68.2
   2.74 -.000021  -0.51  -49.4
   2.75 0.000283   6.90   -2.4
   2.76 0.000016   0.40   20.0
   2.77 0.000028   0.69   19.6
   2.78 0.000080   1.95   55.7
   2.80 -.000121  -2.94   59.0
   2.81 -.000065  -1.58   57.5
   2.82 -.000048  -1.17   67.3
   2.83 -.000512 -12.47  -40.8
   2.84 0.000179   4.37  -25.9
   2.85 0.000028   0.68  -17.4
   2.86 -.000264  -6.45  -48.0
   2.88 0.000137   3.35  -33.5
   2.89 0.000122   2.98    5.2
   2.90 0.000116   2.83   21.5
   2.91 -.000045  -1.09   25.1
   2.92 0.000019   0.46   39.3
   2.93 -.000078  -1.90   28.6
   2.94 0.000010   0.24   29.2
   2.95 -.000002  -0.05   29.4
   2.96 -.000046  -1.13  -16.6
   2.98 -.000068  -1.67   -8.1
   2.99 -.000096  -2.33  -11.9
   3.00 0.000236   5.76  -15.0
   3.01 -.000065  -1.58  -11.8
   3.02 -.000145  -3.54  -13.3
   3.03 -.000059  -1.45   -5.0
   3.04 -.000048  -1.16   -8.0
   3.05 -.000055  -1.33   -5.7
   3.07 -.000026  -0.63   -8.9
   3.08 -.000015  -0.37   -4.1
   3.09 -.000043  -1.05   -2.2
   3.10 -.000009  -0.22   -1.1
   3.11 -.000016  -0.38   -3.0
   3.12 -.000040  -0.98  -10.0
   3.13 -.000003  -0.08   15.1
   3.15 -.000012  -0.29   15.6
   3.16 -.000038  -0.93    6.1
