Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
  51.97 0.009354 228.18 2497.7
  51.98 0.010578 258.07 3288.6
  51.99 0.011176 272.68 3886.1
  52.00 0.011468 279.81 4257.0
  52.01 0.011602 283.08 4385.5
  52.03 0.011690 285.24 4265.3
  52.04 0.011755 286.80 3892.1
  52.05 0.011769 287.16 3264.3
  52.06 0.011768 287.13 2380.1
  52.07 0.011752 286.74 1240.3
  52.08 0.011728 286.15  605.9
  52.09 0.011722 286.02  297.5
  52.10 0.011718 285.90  141.9
  52.11 0.011767 287.09   68.3
  52.13 0.011735 286.31   30.1
  52.14 0.011724 286.05    9.8
  52.15 0.011763 287.02    1.1
  52.16 0.011699 285.45   -6.6
  52.17 0.004757 116.03 -543.1
  52.18 -.001164 -28.39 %-1435.7
  52.19 -.004001 -97.54 %-2365.5
  52.20 -.005346 %-130.34 %-3179.7
  52.22 -.005985 %-145.91 %-3806.1
  52.23 -.006315 %-153.95 %-4210.5
  52.24 -.006518 %-158.90 %-4378.7
  52.25 -.006572 %-160.21 %-4291.5
  52.26 -.006638 %-161.82 %-3955.8
  52.27 -.006668 %-162.56 %-3366.5
  52.28 -.006676 %-162.75 %-2516.9
  52.29 -.006670 %-162.59 %-1414.8
  52.31 -.006652 %-162.17 -685.9
  52.32 -.006617 %-161.30 -333.0
  52.33 -.006621 %-161.42 -161.9
  52.34 -.006670 %-162.60  -80.3
  52.35 -.006691 %-163.12  -39.8
  52.36 -.006680 %-162.86  -18.5
  52.37 -.006690 %-163.08  -11.4
  52.38 -.006617 %-161.30   -1.1
  52.40 -.006589 %-160.63    6.0
  52.41 0.002228  54.34  687.5
  52.42 0.007138 174.11 1621.8
  52.43 0.009468 230.98 2542.8
  52.44 0.010624 259.19 3328.7
  52.45 0.011197 273.20 3920.3
  52.46 0.011488 280.30 4284.8
  52.47 0.011597 282.96 4400.0
  52.48 0.011666 284.65 4263.1
  52.50 0.011643 284.07 3868.5
  52.51 0.011684 285.08 3220.0
  52.52 0.011719 285.93 2323.9
  52.53 0.011697 285.40 1172.1
  52.54 0.011733 286.28  568.6
  52.55 0.011725 286.08  277.9
  52.56 0.011716 285.85  134.2
  52.57 0.011674 284.83   61.0
  52.59 0.011666 284.63   24.7
  52.60 0.011659 284.47    7.7
  52.61 0.011604 283.12   -5.9
  52.62 0.011597 282.96  -13.9
  52.63 0.004086  99.64 -601.2
  52.64 -.001543 -37.63 %-1512.0
  52.65 -.004229 %-103.09 %-2440.9
  52.66 -.005505 %-134.21 %-3246.9
  52.68 -.006158 %-150.13 %-3859.2
  52.69 -.006502 %-158.50 %-4248.4
  52.70 -.006687 %-163.01 %-4397.8
  52.71 -.006786 %-165.43 %-4301.2
  52.72 -.006809 %-165.98 %-3948.9
  52.73 -.006799 %-165.74 %-3338.1
  52.74 -.006764 %-164.89 %-2471.4
  52.75 -.006811 %-166.03 %-1352.0
  52.76 -.006817 %-166.18 -659.0
  52.78 -.006848 %-166.94 -327.5
  52.79 -.006881 %-167.74 -168.4
  52.80 -.006843 %-166.82  -85.3
  52.81 -.006844 %-166.83  -42.8
  52.82 -.006837 %-166.68  -21.6
  52.83 -.006832 %-166.55  -12.0
  52.84 -.006877 %-167.65  -12.9
  52.85 -.006726 %-163.96   -2.9
  52.87 0.002328  56.76  702.9
  52.88 0.007055 172.07 1648.0
  52.89 0.009348 228.05 2572.2
  52.90 0.010480 255.68 3356.9
  52.91 0.011019 268.84 3938.4
  52.92 0.011313 276.01 4289.7
  52.93 0.011443 279.18 4399.9
  52.94 0.011565 282.17 4263.8
  52.95 0.011635 283.87 3876.1
  52.97 0.011648 284.21 3231.6
  52.98 0.011615 283.38 2322.0
  52.99 0.011595 282.91 1166.0
  53.00 0.011593 282.85  576.2
  53.01 0.011587 282.72  286.1
  53.02 0.011581 282.57  140.8
  53.03 0.011578 282.50   67.0
  53.04 0.011557 281.99   25.3
  53.06 0.011539 281.54    1.3
  53.07 0.011526 281.21  -15.1
  53.08 0.011480 280.10  -25.0
  53.09 0.003528  86.04 -639.4
  53.10 -.001788 -43.59 %-1548.0
  53.11 -.004387 %-106.95 %-2471.5
  53.12 -.005630 %-137.25 %-3268.4
  53.13 -.006231 %-151.89 %-3870.8
  53.14 -.006543 %-159.51 %-4248.5
  53.16 -.006668 %-162.56 %-4382.8
  53.17 -.006725 %-163.94 %-4266.4
  53.18 -.006801 %-165.79 %-3901.8
  53.19 -.006836 %-166.66 %-3284.8
  53.20 -.006838 %-166.71 %-2412.1
  53.21 -.006878 %-167.67 %-1289.8
  53.22 -.006873 %-167.56 -633.7
  53.23 -.006810 %-166.02 -310.5
  53.25 -.006804 %-165.86 -152.8
  53.26 -.006805 %-165.90  -74.3
  53.27 -.006776 %-165.20  -31.8
  53.28 -.006748 %-164.49   -7.8
  53.29 -.006736 %-164.22    8.6
  53.30 -.006710 %-163.59   22.7
  53.31 -.006248 %-152.32   65.3
  53.32 0.002789  68.01  791.8
  53.34 0.007340 179.03 1733.7
  53.35 0.009566 233.37 2645.1
  53.36 0.010598 258.55 3406.4
  53.37 0.011117 271.24 3969.2
  53.38 0.011388 277.85 4302.6
  53.39 0.011514 280.92 4391.1
  53.40 0.011555 281.93 4229.2
  53.41 0.011569 282.26 3814.6
  53.42 0.011589 282.75 3146.4
  53.44 0.011618 283.46 2226.5
  53.45 0.011660 284.49 1095.4
  53.46 0.011663 284.57  535.3
  53.47 0.011645 284.13  263.5
  53.48 0.011668 284.68  135.7
  53.49 0.011669 284.71   72.4
  53.50 0.011657 284.42   40.5
  53.51 0.011623 283.58   23.1
  53.53 0.011594 282.88   11.6
  53.54 0.011604 283.12    3.5
  53.55 0.003250  79.26 -647.1
  53.56 -.001917 -46.74 %-1576.7
  53.57 -.004395 %-107.16 %-2505.3
  53.58 -.005562 %-135.60 %-3295.8
  53.59 -.006138 %-149.63 %-3889.4
  53.60 -.006452 %-157.28 %-4259.7
  53.62 -.006616 %-161.28 %-4387.5
  53.63 -.006683 %-162.91 %-4264.7
  53.64 -.006735 %-164.19 %-3890.2
  53.65 -.006743 %-164.39 %-3262.2
  53.66 -.006744 %-164.40 %-2380.0
  53.67 -.006728 %-164.02 %-1239.3
  53.68 -.006727 %-163.99 -601.9
  53.69 -.006730 %-164.06 -294.8
  53.71 -.006770 %-165.05 -148.8
  53.72 -.006762 %-164.84  -75.0
  53.73 -.006740 %-164.30  -35.0
  53.74 -.006764 %-164.90  -17.0
  53.75 -.006771 %-165.07  -10.0
  53.76 -.006751 %-164.58   -5.4
  53.77 -.005733 %-139.77   73.6
  53.78 0.003220  78.52  826.4
  53.79 0.007475 182.33 1767.2
  53.81 0.009516 232.13 2667.7
  53.82 0.010544 257.24 3420.3
  53.83 0.011096 270.72 3973.6
  53.84 0.011283 275.29 4288.3
  53.85 0.011415 278.51 4361.4
  53.86 0.011501 280.62 4189.0
  53.87 0.011534 281.41 3761.7
  53.88 0.011548 281.77 3079.0
  53.90 0.011563 282.11 2143.0
  53.91 0.011583 282.61 1044.8
  53.92 0.011639 283.98  522.4
  53.93 0.011638 283.97  269.1
  53.94 0.011648 284.20  143.9
  53.95 0.011694 285.32   85.9
  53.96 0.011658 284.45   59.4
  53.97 0.011665 284.62   42.5
  53.98 0.011695 285.36   34.6
  54.00 0.011655 284.38   27.5
  54.01 0.002893  70.54 -653.2
  54.02 -.001992 -48.56 %-1587.2
  54.03 -.004373 %-106.60 %-2513.6
  54.04 -.005530 %-134.82 %-3304.2
  54.05 -.006107 %-148.88 %-3894.8
  54.06 -.006412 %-156.31 %-4260.6
  54.07 -.006562 %-159.97 %-4384.6
  54.09 -.006623 %-161.45 %-4254.4
  54.10 -.006666 %-162.51 %-3874.5
  54.11 -.006690 %-163.10 %-3239.6
  54.12 -.006696 %-163.25 %-2345.7
  54.13 -.006667 %-162.53 %-1196.0
  54.14 -.006696 %-163.25 -589.2
  54.15 -.006685 %-162.98 -291.5
  54.16 -.006641 %-161.90 -141.1
  54.17 -.006641 %-161.90  -64.1
  54.19 -.006626 %-161.52  -22.9
  54.20 -.006616 %-161.28   -1.3
  54.21 -.006684 %-162.93    4.2
  54.22 -.006700 %-163.33    4.7
  54.23 -.005081 %-123.88  126.8
  54.24 0.003625  88.41  894.0
  54.25 0.007799 190.24 1837.6
  54.26 0.009804 239.18 2735.5
  54.28 0.010767 262.68 3474.5
  54.29 0.011238 274.18 4006.6
  54.30 0.011471 279.88 4309.9
  54.31 0.011602 283.09 4370.1
  54.32 0.011666 284.63 4181.3
  54.33 0.011660 284.49 3737.2
  54.34 0.011686 285.13 3033.3
  54.35 0.011664 284.60 2069.4
  54.37 0.011685 285.11  997.2
  54.38 0.011689 285.20  482.1
  54.39 0.011696 285.38  234.2
  54.40 0.011712 285.75  115.4
  54.41 0.011696 285.38   56.2
  54.42 0.011647 284.18   23.2
  54.43 0.011652 284.30    6.0
  54.44 0.011596 282.93   -6.0
  54.45 0.011326 276.34  -33.1
  54.47 0.002340  57.06 -747.4
  54.48 -.002358 -57.48 %-1690.2
  54.49 -.004583 %-111.73 %-2609.6
  54.50 -.005618 %-136.96 %-3379.4
  54.51 -.006144 %-149.78 %-3947.3
  54.52 -.006382 %-155.59 %-4283.5
  54.53 -.006492 %-158.27 %-4373.8
  54.54 -.006586 %-160.56 %-4218.1
  54.56 -.006632 %-161.69 %-3814.7
  54.57 -.006641 %-161.89 %-3155.8
  54.58 -.006641 %-161.89 %-2246.2
  54.59 -.006645 %-161.99 %-1106.4
  54.60 -.006688 %-163.03 -535.9
  54.61 -.006703 %-163.41 -267.2
  54.62 -.006705 %-163.45 -140.2
  54.63 -.006702 %-163.39  -77.3
  54.65 -.006671 %-162.63  -44.7
  54.66 -.006672 %-162.66  -26.4
  54.67 -.006704 %-163.43  -16.5
  54.68 -.006673 %-162.68   -9.9
  54.69 -.004338 %-105.77  173.3
  54.70 0.003980  97.07  963.4
  54.71 0.007883 192.29 1905.3
  54.72 0.009777 238.52 2789.5
  54.74 0.010757 262.44 3515.6
  54.75 0.011242 274.28 4033.7
  54.76 0.011450 279.37 4316.7
  54.77 0.011583 282.60 4356.1
  54.78 0.011687 285.16 4150.8
  54.79 0.011719 285.94 3691.0
  54.80 0.011732 286.26 2972.2
  54.81 0.011723 286.03 1997.5
  54.82 0.011684 285.08  974.7
  54.84 0.011694 285.33  484.5
  54.85 0.011695 285.35  241.4
  54.86 0.011685 285.09  116.4
  54.87 0.011716 285.87   56.3
  54.88 0.011710 285.71   26.4
  54.89 0.011682 285.03    6.7
  54.90 0.011678 284.94   -4.4
  54.91 0.011087 270.49  -52.9
  54.93 0.002076  50.62 -783.5
  54.94 -.002369 -57.76 %-1719.8
  54.95 -.004498 %-109.65 %-2623.3
  54.96 -.005555 %-135.43 %-3384.8
  54.97 -.006082 %-148.26 %-3944.6
  54.98 -.006333 %-154.39 %-4275.2
  54.99 -.006505 %-158.58 %-4367.7
  55.00 -.006520 %-158.93 %-4204.0
  55.01 -.006518 %-158.90 %-3785.7
  55.03 -.006530 %-159.20 %-3116.0
  55.04 -.006563 %-160.00 %-2194.4
  55.05 -.006583 %-160.48 %-1073.1
  55.06 -.006587 %-160.58 -524.4
  55.07 -.006572 %-160.21 -257.4
  55.08 -.006560 %-159.93 -124.2
  55.09 -.006563 %-160.00  -58.5
  55.10 -.006568 %-160.12  -26.9
  55.11 -.006576 %-160.31  -12.0
  55.13 -.006592 %-160.70  -10.5
  55.14 -.006621 %-161.41  -11.3
  55.15 -.003567 -86.96  224.2
  55.16 0.004378 106.78 1028.3
  55.17 0.008169 199.27 1968.7
  55.18 0.009954 242.83 2838.7
  55.19 0.010793 263.32 3541.6
  55.20 0.011259 274.69 4038.7
  55.22 0.011468 279.79 4303.5
  55.23 0.011599 282.99 4326.1
  55.24 0.011656 284.40 4098.5
  55.25 0.011713 285.78 3619.8
  55.26 0.011767 287.10 2887.9
  55.27 0.011738 286.39 1894.4
  55.28 0.011759 286.91  923.2
  55.29 0.011729 286.19  457.5
  55.31 0.011752 286.73  235.4
  55.32 0.011769 287.16  126.8
  55.33 0.011742 286.50   67.1
  55.34 0.011751 286.72   37.1
  55.35 0.011814 288.24   24.1
  55.36 0.011797 287.84   16.9
  55.37 0.010647 259.75  -76.4
  55.38 0.001739  42.41 -835.9
  55.40 -.002543 -61.99 %-1780.1
  55.41 -.004604 %-112.25 %-2685.4
  55.42 -.005574 %-135.89 %-3434.7
  55.43 -.006084 %-148.31 %-3983.4
  55.44 -.006324 %-154.17 %-4299.4
  55.45 -.006411 %-156.28 %-4367.6
  55.46 -.006469 %-157.71 %-4188.6
  55.47 -.006488 %-158.17 %-3755.4
  55.48 -.006482 %-158.03 %-3061.0
  55.50 -.006495 %-158.33 %-2113.2
  55.51 -.006517 %-158.87 %-1015.9
  55.52 -.006527 %-159.11 -489.4
  55.53 -.006566 %-160.08 -239.6
  55.54 -.006566 %-160.07 -120.8
  55.55 -.006585 %-160.53  -64.1
  55.56 -.006572 %-160.21  -38.6
  55.57 -.006584 %-160.49  -29.0
  55.59 -.006596 %-160.80  -24.6
  55.60 -.006594 %-160.74  -22.7
  55.61 -.002820 -68.75  269.3
  55.62 0.004744 115.70 1092.2
  55.63 0.008321 202.97 2032.3
  55.64 0.010048 245.14 2896.3
  55.65 0.010878 265.41 3591.5
  55.66 0.011275 275.09 4070.3
  55.68 0.011475 279.97 4315.0
  55.69 0.011587 282.70 4314.2
  55.70 0.011624 283.62 4063.4
  55.71 0.011632 283.82 3557.6
  55.72 0.011730 286.20 2803.4
  55.73 0.011784 287.51 1797.2
  55.74 0.011793 287.74  877.7
  55.75 0.011789 287.63  440.8
  55.76 0.011794 287.75  231.0
  55.78 0.011825 288.52  132.2
  55.79 0.011800 287.92   82.1
  55.80 0.011789 287.64   54.4
  55.81 0.011824 288.51   40.4
  55.82 0.011807 288.08   30.4
  55.83 0.010018 244.41 -117.1
  55.84 0.001421  34.64 -902.9
  55.85 -.002699 -65.80 %-1853.7
  55.87 -.004651 %-113.38 %-2747.9
  55.88 -.005637 %-137.41 %-3487.1
  55.89 -.006109 %-148.92 %-4019.2
  55.90 -.006294 %-153.44 %-4314.8
  55.91 -.006466 %-157.62 %-4367.8
  55.92 -.006514 %-158.80 %-4170.8
  55.93 -.006517 %-158.87 %-3719.0
  55.94 -.006629 %-161.61 %-3016.5
  55.95 -.006676 %-162.75 %-2061.1
  55.97 -.006680 %-162.84 %-1010.3
  55.98 -.006644 %-161.96 -505.0
  55.99 -.006622 %-161.42 -259.6
  56.00 -.006647 %-162.05 -138.8
  56.01 -.006699 %-163.30  -83.5
  56.02 -.006675 %-162.72  -54.5
  56.03 -.006659 %-162.34  -33.1
  56.04 -.006696 %-163.24  -25.1
  56.06 -.006695 %-163.21  -18.2
  56.07 -.002150 -52.43  340.3
  56.08 0.004995 121.82 1177.2
  56.09 0.008383 204.49 2108.0
  56.10 0.010025 244.58 2954.4
  56.11 0.010828 264.17 3632.1
  56.12 0.011228 273.95 4098.4
  56.13 0.011399 278.11 4325.8
  56.14 0.011511 280.86 4304.8
  56.16 0.011545 281.68 4033.9
  56.17 0.011551 281.84 3510.1
  56.18 0.011557 281.97 2728.5
  56.19 0.011527 281.24 1689.5
  56.20 0.011542 281.60  809.8
  56.21 0.011513 280.91  385.7
  56.22 0.011448 279.30  173.5
  56.23 0.011441 279.14   67.4
  56.25 0.011405 278.27   11.6
  56.26 0.011390 277.90  -16.9
  56.27 0.011363 277.25  -34.2
  56.28 0.011343 276.75  -42.4
  56.29 0.008700 212.23 -248.6
  56.30 0.000582  14.20 %-1039.0
  56.31 -.003310 -80.71 %-1974.7
  56.32 -.005189 %-126.51 %-2849.7
  56.34 -.006092 %-148.51 %-3558.9
  56.35 -.006505 %-158.58 %-4055.8
  56.36 -.006714 %-163.66 %-4322.6
  56.37 -.006850 %-166.98 %-4346.6
  56.38 -.006909 %-168.42 %-4122.5
  56.39 -.006954 %-169.52 %-3647.1
  56.40 -.006932 %-168.98 %-2915.9
  56.41 -.006914 %-168.54 %-1929.3
  56.42 -.006939 %-169.15 -929.7
  56.44 -.006918 %-168.65 -448.0
  56.45 -.006899 %-168.19 -213.7
  56.46 -.006899 %-168.18  -99.9
  56.47 -.006898 %-168.15  -44.2
  56.48 -.006867 %-167.41  -12.3
  56.49 -.006842 %-166.80    7.5
  56.50 -.006832 %-166.55   17.6
  56.51 -.006819 %-166.24   23.0
  56.53 -.001724 -42.04  414.9
  56.54 0.005129 125.08 1262.6
  56.55 0.008426 205.55 2197.2
  56.56 0.010011 244.24 3037.0
  56.57 0.010801 263.52 3702.5
  56.58 0.011208 273.46 4153.2
  56.59 0.011389 277.87 4364.5
  56.60 0.011485 280.21 4327.6
  56.62 0.011559 282.03 4042.1
  56.63 0.011582 282.59 3503.0
  56.64 0.011600 283.04 2708.4
  56.65 0.011602 283.08 1657.4
  56.66 0.011575 282.41  809.5
  56.67 0.011560 282.04  397.3
  56.68 0.011574 282.38  196.1
  56.69 0.011567 282.23   94.6
  56.71 0.011576 282.44   43.8
  56.72 0.011572 282.34   18.9
  56.73 0.011555 281.93    4.1
  56.74 0.011554 281.91   -4.5
  56.75 0.008361 203.95 -253.0
  56.76 0.000518  12.62 %-1058.2
  56.77 -.003197 -77.94 %-1992.5
  56.78 -.004999 %-121.87 %-2858.2
  56.79 -.005902 %-143.89 %-3563.6
  56.81 -.006321 %-154.09 %-4058.1
  56.82 -.006546 %-159.58 %-4318.6
  56.83 -.006635 %-161.76 %-4333.0
  56.84 -.006679 %-162.82 %-4095.4
  56.85 -.006698 %-163.27 %-3604.4
  56.86 -.006700 %-163.34 %-2859.5
  56.87 -.006682 %-162.89 %-1857.9
  56.88 -.006869 %-167.44 -906.2
  56.89 -.007044 %-171.71 -468.2
  56.91 -.006835 %-166.62 -246.0
  56.92 -.006720 %-163.82 -127.8
  56.93 -.006659 %-162.33  -62.9
  56.94 -.006636 %-161.78  -23.7
  56.95 -.006576 %-160.31    4.0
  56.96 -.006563 %-159.99   25.1
  56.97 -.006567 %-160.10   40.8
  56.98 -.000975 -23.78  483.3
  57.00 0.005640 137.56 1354.3
  57.01 0.008798 214.62 2297.5
  57.02 0.010353 252.59 3127.0
  57.03 0.011110 271.07 3758.0
  57.04 0.011491 280.36 4183.4
  57.05 0.011667 284.67 4376.5
  57.06 0.011778 287.38 4326.5
  57.07 0.011814 288.26 4023.5
  57.08 0.011830 288.64 3469.1
  57.10 0.011865 289.49 2661.1
  57.11 0.011857 289.31 1594.4
  57.12 0.011865 289.50  778.7
  57.13 0.011831 288.66  382.1
  57.14 0.011815 288.29  184.9
  57.15 0.011876 289.77   91.6
  57.16 0.011882 289.92   46.4
  57.17 0.011867 289.55   23.8
  57.19 0.011889 290.08   13.7
  57.20 0.011891 290.14   10.8
  57.21 0.008147 198.73 -278.7
  57.22 0.000555  13.53 %-1099.6
  57.23 -.003072 -74.89 %-2038.4
  57.24 -.004850 %-118.24 %-2905.7
  57.25 -.005714 %-139.31 %-3604.9
  57.26 -.006088 %-148.41 %-4090.2
  57.28 -.006314 %-153.93 %-4343.6
  57.29 -.006430 %-156.76 %-4346.8
  57.30 -.006484 %-158.06 %-4097.5
  57.31 -.006512 %-158.76 %-3594.9
  57.32 -.006480 %-157.98 %-2830.8
  57.33 -.006468 %-157.68 %-1808.6
  57.34 -.006440 %-156.99 -868.2
  57.35 -.006432 %-156.81 -413.5
  57.36 -.006463 %-157.56 -193.0
  57.38 -.006425 %-156.62  -83.8
  57.39 -.006413 %-156.33  -30.1
  57.40 -.006403 %-156.11    0.1
  57.41 -.006437 %-156.92   11.5
  57.42 -.006422 %-156.55   15.3
  57.43 -.006397 %-155.94   16.0
  57.44 -.000119  -2.91  495.6
  57.45 0.006111 149.06 1368.0
  57.47 0.009059 220.98 2292.3
  57.48 0.010500 256.16 3112.9
  57.49 0.011177 272.70 3749.5
  57.50 0.011545 281.67 4165.3
  57.51 0.011743 286.52 4348.0
  57.52 0.011807 288.09 4282.6
  57.53 0.011856 289.27 3967.0
  57.54 0.011886 290.01 3395.3
  57.56 0.011912 290.64 2570.6
  57.57 0.011947 291.50 1494.5
  57.58 0.011925 290.97  730.5
  57.59 0.011913 290.67  363.6
  57.60 0.011909 290.57  183.1
  57.61 0.011913 290.68   94.2
  57.62 0.011929 291.06   48.4
  57.63 0.011944 291.43   26.6
  57.65 0.011941 291.36   17.1
  57.66 0.011941 291.36   10.7
  57.67 0.007149 174.39 -362.1
  57.68 0.000168   4.09 %-1203.4
  57.69 -.003218 -78.46 %-2138.7
  57.70 -.004839 %-117.98 %-2983.7
  57.71 -.005620 %-137.01 %-3656.0
  57.72 -.006031 %-147.02 %-4115.5
  57.73 -.006152 %-149.96 %-4333.8
  57.75 -.006279 %-153.08 %-4308.8
  57.76 -.006296 %-153.48 %-4029.2
  57.77 -.006300 %-153.59 %-3493.7
  57.78 -.006349 %-154.77 %-2706.9
  57.79 -.006341 %-154.57 %-1663.7
  57.80 -.006333 %-154.38 -800.2
  57.81 -.006290 %-153.35 -379.7
  57.82 -.006258 %-152.56 -174.1
  57.84 -.006275 %-152.98  -74.6
  57.85 -.006261 %-152.64  -24.9
  57.86 -.006323 %-154.15   -8.3
  57.87 -.006304 %-153.68    2.9
  57.88 -.006336 %-154.46    2.1
  57.89 -.006330 %-154.32    1.1
  57.90 0.000554  13.51  529.5
  57.91 0.006476 157.96 1413.2
  57.93 0.009312 227.16 2336.6
  57.94 0.010727 261.71 3150.7
  57.95 0.011422 278.67 3783.6
  57.96 0.011751 286.72 4197.1
  57.97 0.011949 291.55 4372.4
  57.98 0.012006 292.95 4298.5
  57.99 0.012057 294.19 3967.3
  58.00 0.012082 294.80 3382.7
  58.01 0.012136 296.10 2542.1
  58.03 0.012117 295.66 1442.3
  58.04 0.012132 296.02  711.1
  58.05 0.012102 295.28  354.1
  58.06 0.012069 294.48  173.6
  58.07 0.012082 294.80   84.4
  58.08 0.012061 294.29   37.8
  58.09 0.012057 294.19   12.0
  58.10 0.012033 293.61   -2.0
  58.12 0.012016 293.18  -13.3
  58.13 0.006711 163.68 -428.5
  58.14 -.000031  -0.76 %-1285.3
  58.15 -.003272 -79.78 %-2216.9
  58.16 -.004797 %-116.95 %-3051.9
  58.17 -.005572 %-135.83 %-3708.5
  58.18 -.005904 %-143.92 %-4145.7
  58.19 -.006138 %-149.63 %-4352.0
  58.20 -.006246 %-152.26 %-4310.8
  58.22 -.006302 %-153.62 %-4019.4
  58.23 -.006344 %-154.66 %-3474.8
  58.24 -.006365 %-155.16 %-2676.6
  58.25 -.006357 %-154.97 %-1622.0
  58.26 -.006332 %-154.35 -791.2
  58.27 -.006321 %-154.10 -390.2
  58.28 -.006291 %-153.36 -193.3
  58.29 -.006318 %-154.03  -95.0
  58.31 -.006308 %-153.78  -45.0
  58.32 -.006340 %-154.55  -17.3
  58.33 -.006344 %-154.66   -5.1
  58.34 -.006387 %-155.71   -3.1
  58.35 -.006393 %-155.85   -4.7
  58.36 0.001170  28.54  572.6
  58.37 0.006741 164.41 1471.6
  58.38 0.009465 230.90 2397.7
  58.39 0.010710 261.30 3200.7
  58.41 0.011391 277.93 3818.8
  58.42 0.011738 286.39 4218.6
  58.43 0.011904 290.46 4376.5
  58.44 0.011965 291.93 4285.1
  58.45 0.012011 293.06 3938.9
  58.46 0.012053 294.08 3338.7
  58.47 0.012074 294.59 2479.0
  58.48 0.012145 296.34 1366.1
  58.50 0.012137 296.14  680.4
  58.51 0.012173 297.02  350.6
  58.52 0.012177 297.11  192.8
  58.53 0.012166 296.84  109.5
  58.54 0.012125 295.84   64.6
  58.55 0.012179 297.16   45.2
  58.56 0.012186 297.33   35.3
  58.57 0.012156 296.60   24.6
  58.59 0.006154 150.09 -446.6
  58.60 -.000234  -5.72 %-1323.4
  58.61 -.003267 -79.64 %-2259.5
  58.62 -.004740 %-115.57 %-3087.8
  58.63 -.005443 %-132.69 %-3734.7
  58.64 -.005865 %-142.99 %-4164.9
  58.65 -.006000 %-146.27 %-4352.8
  58.66 -.006119 %-149.17 %-4296.6
  58.67 -.006196 %-151.05 %-3994.3
  58.69 -.006269 %-152.82 %-3436.3
  58.70 -.006289 %-153.30 %-2621.3
  58.71 -.006345 %-154.68 %-1554.9
  58.72 -.006338 %-154.51 -775.3
  58.73 -.006356 %-154.95 -403.1
  58.74 -.006384 %-155.62 -223.0
  58.75 -.006378 %-155.49 -132.8
  58.76 -.006363 %-155.13  -82.5
  58.78 -.006376 %-155.44  -58.6
  58.79 -.006371 %-155.31  -39.4
  58.80 -.006320 %-154.06  -21.9
  58.81 -.006306 %-153.73   -7.5
  58.82 0.001666  40.61  614.7
  58.83 0.007014 171.08 1535.6
  58.84 0.009644 235.26 2467.9
  58.85 0.010864 265.05 3271.1
  58.87 0.011488 280.30 3880.2
  58.88 0.011777 287.35 4259.5
  58.89 0.011951 291.59 4398.6
  58.90 0.012020 293.29 4288.0
  58.91 0.012098 295.19 3925.1
  58.92 0.012091 295.03 3303.8
  58.93 0.012081 294.77 2428.1
  58.94 0.012055 294.13 1294.3
  58.96 0.012036 293.68  626.5
  58.97 0.012038 293.72  300.1
  58.98 0.012052 294.06  143.7
  58.99 0.012067 294.43   65.7
  59.00 0.012079 294.72   28.7
  59.01 0.012082 294.80    9.9
  59.02 0.012071 294.53    1.8
  59.03 0.012081 294.77   -0.9
  59.04 0.005444 132.78 -508.3
  59.06 -.000671 -16.36 %-1393.5
  59.07 -.003568 -87.00 %-2323.9
  59.08 -.005004 %-122.00 %-3148.1
  59.09 -.005723 %-139.52 %-3790.7
  59.10 -.006065 %-147.85 %-4211.0
  59.11 -.006237 %-152.04 %-4390.0
  59.12 -.006335 %-154.44 %-4319.5
  59.13 -.006357 %-154.98 %-3992.1
  59.15 -.006427 %-156.69 %-3412.0
  59.16 -.006422 %-156.56 %-2573.5
  59.17 -.006389 %-155.76 %-1473.0
  59.18 -.006403 %-156.09 -718.9
  59.19 -.006389 %-155.75 -354.0
  59.20 -.006391 %-155.80 -172.7
  59.21 -.006400 %-156.02  -83.0
  59.22 -.006447 %-157.16  -42.7
  59.24 -.006416 %-156.41  -21.0
  59.25 -.006427 %-156.69  -10.9
  59.26 -.006419 %-156.47   -6.4
  59.27 -.006383 %-155.61    0.0
  59.28 0.002119  51.68  654.2
  59.29 0.007216 176.01 1581.4
  59.30 0.009671 235.93 2509.9
  59.31 0.010864 265.06 3304.5
  59.32 0.011449 279.34 3903.9
  59.34 0.011773 287.26 4278.5
  59.35 0.011898 290.31 4407.9
  59.36 0.012005 292.92 4285.4
  59.37 0.012043 293.83 3910.4
  59.38 0.012096 295.13 3280.3
  59.39 0.012078 294.70 2390.6
  59.40 0.012117 295.66 1248.4
  59.41 0.012134 296.06  621.3
  59.42 0.012146 296.35  318.4
  59.44 0.012164 296.80  171.3
  59.45 0.012153 296.52   96.9
  59.46 0.012145 296.35   57.2
  59.47 0.012151 296.47   37.6
  59.48 0.012129 295.93   22.4
  59.49 0.012115 295.60   12.7
  59.50 0.005019 122.41 -541.3
  59.51 -.000801 -19.54 %-1440.0
  59.53 -.003591 -87.54 %-2374.2
  59.54 -.004949 %-120.65 %-3190.1
  59.55 -.005632 %-137.29 %-3818.3
  59.56 -.005995 %-146.14 %-4224.8
  59.57 -.006159 %-150.15 %-4388.5
  59.58 -.006269 %-152.82 %-4305.5
  59.59 -.006301 %-153.61 %-3967.8
  59.60 -.006308 %-153.78 %-3372.3
  59.62 -.006300 %-153.57 %-2519.9
  59.63 -.006312 %-153.88 %-1411.9
  59.64 -.006302 %-153.64 -691.0
  59.65 -.006283 %-153.18 -339.5
  59.66 -.006286 %-153.25 -164.9
  59.67 -.006239 %-152.10  -72.5
