Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   8.24 -.002916 -71.10   -7.1
   8.26 -.002920 -71.18   -7.1
   8.27 -.002923 -71.26   -7.1
   8.28 -.002926 -71.34   -7.0
   8.29 -.002930 -71.43   -7.0
   8.30 -.002933 -71.51   -6.9
   8.31 -.002937 -71.60   -6.9
   8.32 -.002940 -71.68   -6.9
   8.33 -.002943 -71.76   -6.9
   8.35 -.002947 -71.84   -6.9
   8.36 -.002950 -71.93   -6.8
   8.37 -.002954 -72.01   -6.8
   8.38 -.002957 -72.10   -6.8
   8.39 -.002960 -72.18   -6.8
   8.40 -.002964 -72.27   -6.9
   8.41 -.002967 -72.34   -6.8
   8.42 -.002970 -72.42   -6.8
   8.44 -.002974 -72.50   -6.8
   8.45 -.002977 -72.58   -6.7
   8.46 -.002980 -72.65   -6.7
   8.47 -.002983 -72.73   -6.6
   8.48 -.002986 -72.80   -6.5
   8.49 -.002990 -72.89   -6.5
   8.50 -.002993 -72.96   -6.4
   8.51 -.002996 -73.04   -6.4
   8.53 -.002999 -73.11   -6.3
   8.54 -.003002 -73.20   -6.4
   8.55 -.003005 -73.27   -6.4
   8.56 -.003009 -73.35   -6.3
   8.57 -.003012 -73.43   -6.3
   8.58 -.003014 -73.49   -6.3
   8.59 -.003018 -73.57   -6.3
   8.60 -.003021 -73.64   -6.2
   8.62 -.003024 -73.72   -6.2
   8.63 -.003026 -73.79   -6.1
   8.64 -.003030 -73.87   -6.1
   8.65 -.003033 -73.94   -6.1
   8.66 -.003036 -74.01   -6.1
   8.67 -.003039 -74.09   -6.1
   8.68 -.003042 -74.16   -6.1
   8.69 -.003045 -74.23   -6.1
   8.71 -.003048 -74.30   -6.1
   8.72 -.003051 -74.38   -6.0
   8.73 -.003053 -74.44   -6.0
   8.74 -.003056 -74.51   -6.0
   8.75 -.003059 -74.59   -5.9
   8.76 -.003062 -74.65   -5.9
   8.77 -.003065 -74.72   -5.8
   8.78 -.003068 -74.79   -5.8
   8.80 -.003070 -74.86   -5.7
   8.81 -.003074 -74.94   -5.7
   8.82 -.003077 -75.01   -5.7
   8.83 -.003079 -75.07   -5.7
   8.84 -.003082 -75.15   -5.7
   8.85 -.003085 -75.21   -5.7
   8.86 -.003087 -75.27   -5.7
   8.87 -.003090 -75.33   -5.7
   8.89 -.003093 -75.41   -5.6
   8.90 -.003096 -75.47   -5.6
   8.91 -.003099 -75.55   -5.6
   8.92 -.003101 -75.61   -5.5
   8.93 -.003104 -75.68   -5.5
   8.94 -.003106 -75.74   -5.5
   8.95 -.003109 -75.80   -5.4
   8.96 -.003112 -75.86   -5.4
   8.98 -.003115 -75.93   -5.4
   8.99 -.003117 -75.99   -5.4
   9.00 -.003119 -76.05   -5.3
   9.01 -.003122 -76.11   -5.2
   9.02 -.003125 -76.18   -5.2
   9.03 -.003128 -76.26   -5.2
   9.04 -.003130 -76.32   -5.2
   9.05 -.003132 -76.37   -5.2
   9.07 -.003135 -76.44   -5.3
   9.08 -.003138 -76.51   -5.3
   9.09 -.003140 -76.56   -5.3
   9.10 -.003143 -76.63   -5.2
   9.11 -.003146 -76.69   -5.2
   9.12 -.003148 -76.75   -5.2
   9.13 -.003151 -76.81   -5.2
   9.14 -.003153 -76.86   -5.1
   9.16 -.003155 -76.92   -5.0
   9.17 -.003158 -76.98   -5.0
   9.18 -.003160 -77.05   -5.0
   9.19 -.003162 -77.10   -4.9
   9.20 -.003165 -77.16   -4.9
   9.21 -.003167 -77.22   -4.9
   9.22 -.003170 -77.27   -4.8
   9.23 -.003172 -77.33   -4.8
   9.25 -.003174 -77.39   -4.8
   9.26 -.003177 -77.45   -4.8
   9.27 -.003179 -77.51   -4.8
   9.28 -.003181 -77.56   -4.8
   9.29 -.003184 -77.62   -4.8
   9.30 -.003186 -77.68   -4.7
   9.31 -.003188 -77.72   -4.7
   9.32 -.003190 -77.78   -4.6
   9.34 -.003192 -77.83   -4.6
   9.35 -.003195 -77.90   -4.6
   9.36 -.003197 -77.94   -4.5
   9.37 -.003199 -77.99   -4.5
   9.38 -.003202 -78.06   -4.5
   9.39 -.003204 -78.11   -4.4
   9.40 -.003206 -78.15   -4.4
   9.41 -.003208 -78.20   -4.4
   9.43 -.003210 -78.27   -4.4
   9.44 -.003212 -78.31   -4.4
   9.45 -.003215 -78.37   -4.4
   9.46 -.003217 -78.42   -4.4
   9.47 -.003219 -78.48   -4.4
   9.48 -.003221 -78.52   -4.3
   9.49 -.003223 -78.58   -4.3
   9.50 -.003225 -78.63   -4.3
   9.52 -.003227 -78.68   -4.3
   9.53 -.003229 -78.73   -4.3
   9.54 -.003231 -78.78   -4.3
   9.55 -.003233 -78.83   -4.2
   9.56 -.003236 -78.88   -4.2
   9.57 -.003237 -78.92   -4.2
   9.58 -.003239 -78.97   -4.1
   9.59 -.003241 -79.02   -4.1
   9.61 -.003243 -79.07   -4.1
   9.62 -.003245 -79.12   -4.0
   9.63 -.003247 -79.17   -4.0
   9.64 -.003249 -79.22   -4.0
   9.65 -.003251 -79.26   -3.9
   9.66 -.003252 -79.30   -3.9
   9.67 -.003255 -79.35   -3.9
   9.68 -.003257 -79.39   -3.8
   9.70 -.003258 -79.43   -3.8
   9.71 -.003260 -79.48   -3.8
   9.72 -.003262 -79.53   -3.7
   9.73 -.003264 -79.58   -3.7
   9.74 -.003266 -79.62   -3.7
   9.75 -.003267 -79.66   -3.7
   9.76 -.003269 -79.71   -3.7
   9.77 -.003272 -79.76   -3.8
   9.79 -.003273 -79.80   -3.8
   9.80 -.003275 -79.86   -3.8
   9.81 -.003277 -79.90   -3.8
   9.82 -.003279 -79.94   -3.8
   9.83 -.003281 -79.99   -3.8
   9.84 -.003282 -80.03   -3.7
   9.85 -.003284 -80.07   -3.7
   9.86 -.003286 -80.11   -3.7
   9.88 -.003287 -80.15   -3.6
   9.89 -.003289 -80.20   -3.6
   9.90 -.003291 -80.24   -3.5
   9.91 -.003293 -80.28   -3.5
   9.92 -.003295 -80.32   -3.5
   9.93 -.003296 -80.36   -3.5
   9.94 -.003298 -80.41   -3.5
   9.95 -.003300 -80.44   -3.5
   9.97 -.003301 -80.49   -3.5
   9.98 -.003303 -80.54   -3.5
   9.99 -.003305 -80.57   -3.5
  10.00 -.003307 -80.61   -3.5
  10.01 -.003308 -80.64   -3.4
  10.02 -.003310 -80.70   -3.4
  10.03 -.003311 -80.73   -3.4
  10.04 -.003313 -80.77   -3.3
  10.06 -.003314 -80.81   -3.3
  10.07 -.003316 -80.85   -3.3
  10.08 -.003318 -80.89   -3.3
  10.09 -.003320 -80.93   -3.3
  10.10 -.003321 -80.96   -3.2
  10.11 -.003322 -81.00   -3.2
  10.12 -.003324 -81.03   -3.2
  10.13 -.003326 -81.08   -3.2
  10.15 -.003327 -81.12   -3.1
  10.16 -.003329 -81.15   -3.1
  10.17 -.003330 -81.18   -3.1
  10.18 -.003332 -81.22   -3.1
  10.19 -.003333 -81.25   -3.0
  10.20 -.003334 -81.30   -3.0
  10.21 -.003336 -81.33   -3.0
  10.22 -.003337 -81.36   -3.0
  10.24 -.003338 -81.39   -2.9
  10.25 -.003340 -81.44   -2.9
  10.26 -.003341 -81.46   -2.9
  10.27 -.003343 -81.50   -2.9
  10.28 -.003345 -81.55   -2.9
  10.29 -.003346 -81.58   -2.9
  10.30 -.003347 -81.61   -2.9
  10.32 -.003349 -81.65   -2.9
  10.33 -.003350 -81.68   -2.9
  10.34 -.003351 -81.70   -2.9
  10.35 -.000024  -0.57  253.1
  10.36 -.000010  -0.24  463.8
  10.37 0.000004   0.09  628.8
  10.38 -.000003  -0.06  746.5
  10.39 -.000022  -0.52  815.9
  10.40 -.000018  -0.44  839.1
  10.42 0.000002   0.06  817.2
  10.43 0.000008   0.20  748.8
  10.44 -.000019  -0.47  631.3
  10.45 -.000028  -0.69  466.4
  10.46 -.000002  -0.06  257.0
  10.47 -.000015  -0.37   -0.3
  10.48 0.000007   0.17   -0.1
  10.49 0.000017   0.41    1.6
  10.51 -.000011  -0.26    2.1
  10.52 -.000027  -0.65    1.0
  10.53 0.000001   0.03    0.7
  10.54 0.000001   0.03    0.3
  10.55 -.000019  -0.46   -0.0
  10.56 -.000066  -1.61   -3.1
  10.57 0.000002   0.05   -2.5
  10.59 -.000009  -0.22   -3.8
  10.60 -.000023  -0.57   -4.1
  10.61 -.000010  -0.24   -4.3
  10.62 0.000003   0.07   -1.5
  10.63 -.000019  -0.46    0.5
  10.64 -.000017  -0.41    0.7
  10.65 -.000004  -0.09    0.6
  10.66 -.000007  -0.17    2.3
  10.67 -.000017  -0.41    3.5
  10.69 -.000016  -0.39    3.1
  10.70 -.000003  -0.06   -0.5
  10.71 -.000006  -0.15    0.8
  10.72 -.000016  -0.40    0.6
  10.73 -.000028  -0.68   -1.8
  10.74 -.000001  -0.03   -0.9
  10.75 -.000001  -0.03    1.1
  10.76 -.000010  -0.25    0.5
  10.78 -.000018  -0.45   -0.7
  10.79 -.000009  -0.22    0.1
  10.80 0.000002   0.04    1.5
  10.81 -.000014  -0.34    0.6
  10.82 -.000020  -0.49   -0.7
  10.83 -.000010  -0.24    0.1
  10.84 0.000001   0.03    1.5
  10.85 -.000016  -0.40    0.5
  10.87 -.000019  -0.47   -1.8
  10.88 -.000004  -0.09   -0.6
  10.89 0.000001   0.03    1.1
  10.90 -.000006  -0.14    1.3
  10.91 -.000020  -0.48   -0.3
  10.92 -.000010  -0.25   -0.3
  10.93 0.000000   0.01    1.5
  10.94 0.000001   0.04    1.9
  10.96 -.000015  -0.37    0.4
  10.97 -.000020  -0.49   -0.7
  10.98 -.000011  -0.26    0.0
  10.99 -.000003  -0.08   -0.1
  11.00 -.000018  -0.43   -1.7
  11.01 -.000015  -0.37   -1.8
  11.02 -.000007  -0.17   -0.6
  11.03 -.000007  -0.17    0.1
  11.05 -.000010  -0.25   -0.8
  11.06 -.000015  -0.37   -1.3
  11.07 -.000002  -0.05    0.3
  11.08 -.000006  -0.15    1.6
  11.09 -.000011  -0.27    1.2
  11.10 -.000013  -0.31    0.2
  11.11 -.000001  -0.03    0.8
  11.12 0.000013   0.31    3.0
  11.14 -.000019  -0.46    1.2
  11.15 -.000027  -0.67   -1.0
  11.16 -.000018  -0.43   -1.5
  11.17 -.000022  -0.52   -2.1
  11.18 -.000005  -0.13   -1.6
  11.19 -.000009  -0.21   -1.9
  11.20 -.000034  -0.83   -3.0
  11.21 -.000015  -0.36   -2.6
  11.23 0.000198   4.83   13.9
  11.24 0.000477  11.63   48.7
  11.25 -.000095  -2.32   33.7
  11.26 -.000037  -0.90   25.9
  11.27 -.000015  -0.36   17.5
  11.28 -.000004  -0.11    9.1
  11.29 -.000044  -1.06   -1.8
  11.30 0.000001   0.02   -9.2
  11.32 -.000008  -0.20  -16.2
  11.33 0.000046   1.12  -19.2
  11.34 -.000019  -0.47  -30.4
  11.35 -.000053  -1.30  -42.6
  11.36 -.000003  -0.07  -31.1
  11.37 -.000036  -0.88    6.1
  11.38 -.000052  -1.28   -2.8
  11.39 -.000025  -0.60   -4.9
  11.41 -.000000  -0.01   -3.3
  11.42 -.000011  -0.27   -1.8
  11.43 0.000029   0.71   -0.6
  11.44 0.000001   0.03    1.4
  11.45 -.000007  -0.16    2.0
  11.46 -.000020  -0.49    6.4
  11.47 -.000018  -0.45    6.0
  11.48 -.000004  -0.10    3.5
  11.50 -.000003  -0.06    5.1
  11.51 0.000000   0.01    3.9
  11.52 -.000001  -0.03    0.6
  11.53 -.000037  -0.90   -3.7
  11.54 0.000020   0.48   -1.2
  11.55 0.000020   0.48   -0.0
  11.56 0.000045   1.11    6.4
  11.57 -.000012  -0.30    5.7
  11.59 0.000002   0.04    5.4
  11.60 0.000025   0.60    5.6
  11.61 0.000027   0.65    5.5
  11.62 -.000043  -1.04    0.7
  11.63 -.000012  -0.29   -1.0
  11.64 -.000009  -0.23   -2.2
  11.65 -.000030  -0.72   -4.9
  11.66 -.000021  -0.51   -9.8
  11.68 -.000014  -0.34   -9.2
  11.69 0.000001   0.03   -7.0
  11.70 0.000003   0.08   -2.1
  11.71 -.000016  -0.39   -3.3
  11.72 -.000015  -0.36   -3.0
  11.73 -.000008  -0.19    0.0
  11.74 -.000003  -0.06    4.2
  11.75 -.000016  -0.38    1.4
  11.77 -.000020  -0.48    0.7
  11.78 -.000045  -1.09   -1.5
