Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   8.23 -.001195 -29.13  -37.8
   8.25 -.001213 -29.57  -37.5
   8.26 -.001230 -30.00  -37.3
   8.27 -.001249 -30.44  -37.0
   8.28 -.001266 -30.88  -36.8
   8.29 -.001284 -31.30  -36.6
   8.30 -.001301 -31.72  -36.3
   8.31 -.001318 -32.14  -36.0
   8.33 -.001335 -32.56  -35.6
   8.34 -.001352 -32.97  -35.3
   8.35 -.001369 -33.38  -35.0
   8.36 -.001385 -33.78  -34.7
   8.37 -.001402 -34.19  -34.4
   8.38 -.001419 -34.59  -34.1
   8.39 -.001435 -34.99  -33.8
   8.40 -.001451 -35.39  -33.6
   8.42 -.001467 -35.78  -33.4
   8.43 -.001483 -36.17  -33.1
   8.44 -.001499 -36.55  -32.9
   8.45 -.001515 -36.93  -32.6
   8.46 -.001530 -37.31  -32.4
   8.47 -.001545 -37.68  -32.1
   8.48 -.001561 -38.06  -31.9
   8.49 -.001576 -38.43  -31.6
   8.51 -.001591 -38.79  -31.3
   8.52 -.001606 -39.15  -31.0
   8.53 -.001621 -39.51  -30.8
   8.54 -.001636 -39.88  -30.6
   8.55 -.001650 -40.23  -30.3
   8.56 -.001665 -40.59  -30.1
   8.57 -.001679 -40.94  -29.9
   8.58 -.001693 -41.29  -29.7
   8.60 -.001708 -41.64  -29.4
   8.61 -.001722 -41.97  -29.2
   8.62 -.001736 -42.32  -29.0
   8.63 -.001749 -42.64  -28.8
   8.64 -.001763 -42.98  -28.5
   8.65 -.001777 -43.33  -28.3
   8.66 -.001790 -43.65  -28.1
   8.67 -.001804 -43.98  -27.9
   8.69 -.001817 -44.31  -27.7
   8.70 -.001830 -44.62  -27.5
   8.71 -.001843 -44.95  -27.3
   8.72 -.001857 -45.27  -27.1
   8.73 -.001870 -45.58  -26.9
   8.74 -.001882 -45.89  -26.7
   8.75 -.001895 -46.20  -26.5
   8.76 -.001908 -46.52  -26.3
   8.78 -.001920 -46.82  -26.1
   8.79 -.001933 -47.13  -25.9
   8.80 -.001945 -47.43  -25.7
   8.81 -.001958 -47.73  -25.5
   8.82 -.001970 -48.02  -25.3
   8.83 -.001982 -48.33  -25.2
   8.84 -.001994 -48.63  -25.0
   8.85 -.002006 -48.91  -24.9
   8.86 -.002018 -49.21  -24.7
   8.88 -.002030 -49.50  -24.5
   8.89 -.002042 -49.78  -24.4
   8.90 -.002053 -50.06  -24.2
   8.91 -.002065 -50.35  -24.0
   8.92 -.002077 -50.63  -23.9
   8.93 -.002088 -50.91  -23.7
   8.94 -.002099 -51.19  -23.5
   8.96 -.002111 -51.46  -23.3
   8.97 -.002122 -51.73  -23.2
   8.98 -.002133 -52.01  -23.0
   8.99 -.002144 -52.27  -22.9
   9.00 -.002155 -52.54  -22.7
   9.01 -.002165 -52.79  -22.5
   9.02 -.002176 -53.05  -22.3
   9.03 -.002186 -53.31  -22.0
   9.05 -.002197 -53.56  -21.8
   9.06 -.002207 -53.81  -21.6
   9.07 -.002218 -54.07  -21.4
   9.08 -.002227 -54.31  -21.2
   9.09 -.002238 -54.56  -21.0
   9.10 -.002247 -54.79  -20.8
   9.11 -.002257 -55.03  -20.6
   9.12 -.002267 -55.28  -20.5
   9.13 -.002277 -55.52  -20.4
   9.15 -.002286 -55.75  -20.2
   9.16 -.002297 -56.00  -20.0
   9.17 -.002306 -56.23  -19.9
   9.18 -.002316 -56.47  -19.8
   9.19 -.002326 -56.70  -19.7
   9.20 -.002335 -56.92  -19.5
   9.21 -.002344 -57.16  -19.4
   9.23 -.002354 -57.38  -19.3
   9.24 -.002363 -57.62  -19.2
   9.25 -.002372 -57.83  -19.0
   9.26 -.002381 -58.06  -18.9
   9.27 -.002390 -58.27  -18.8
   9.28 -.002399 -58.50  -18.6
   9.29 -.002408 -58.71  -18.5
   9.30 -.002417 -58.92  -18.3
   9.32 -.002426 -59.15  -18.2
   9.33 -.002435 -59.36  -18.1
   9.34 -.002443 -59.56  -17.9
   9.35 -.002451 -59.77  -17.8
   9.36 -.002460 -59.98  -17.7
   9.37 -.002469 -60.19  -17.6
   9.38 -.002477 -60.40  -17.5
   9.39 -.002485 -60.59  -17.3
   9.40 -.002494 -60.80  -17.2
   9.42 -.002502 -61.00  -17.1
   9.43 -.002510 -61.20  -16.9
   9.44 -.002519 -61.41  -16.9
   9.45 -.002526 -61.59  -16.7
   9.46 -.002534 -61.78  -16.6
   9.47 -.002542 -61.98  -16.5
   9.48 -.002550 -62.17  -16.3
   9.49 -.002557 -62.35  -16.1
   9.51 -.002565 -62.53  -16.0
   9.52 -.002572 -62.71  -15.8
   9.53 -.002579 -62.89  -15.6
   9.54 -.002586 -63.05  -15.3
   9.55 -.002593 -63.21  -15.0
   9.56 -.002598 -63.35  -14.6
   9.57 -.002603 -63.47  -14.2
   9.59 -.002608 -63.59  -13.6
   9.60 -.002613 -63.71  -13.0
   9.61 -.002618 -63.83  -12.4
   9.62 -.002622 -63.92  -11.7
   9.63 -.002626 -64.01  -11.0
   9.64 -.002629 -64.11  -10.3
   9.65 -.002633 -64.20   -9.6
   9.66 -.002637 -64.30   -9.1
   9.68 -.002641 -64.38   -8.6
   9.69 -.002644 -64.46   -8.3
   9.70 -.002648 -64.56   -8.0
   9.71 -.002652 -64.65   -7.7
   9.72 -.002656 -64.75   -7.6
   9.73 -.002659 -64.82   -7.4
   9.74 -.002662 -64.91   -7.3
   9.75 -.002666 -64.99   -7.3
   9.76 -.002669 -65.07   -7.2
   9.78 -.002672 -65.15   -7.1
   9.79 -.002676 -65.24   -7.1
   9.80 -.002679 -65.32   -7.0
   9.81 -.002682 -65.39   -6.9
   9.82 -.002686 -65.48   -6.8
   9.83 -.002689 -65.56   -6.8
   9.84 -.002692 -65.63   -6.7
   9.86 -.002695 -65.70   -6.6
   9.87 -.002698 -65.78   -6.5
   9.88 -.002701 -65.86   -6.5
   9.89 -.002704 -65.91   -6.3
   9.90 -.002706 -65.98   -6.2
   9.91 -.002709 -66.05   -6.1
   9.92 -.002712 -66.12   -5.9
   9.93 -.002714 -66.18   -5.8
   9.95 -.002717 -66.25   -5.7
   9.96 -.002719 -66.30   -5.6
   9.97 -.002722 -66.36   -5.5
   9.98 -.002725 -66.44   -5.4
   9.99 -.002728 -66.51   -5.3
  10.00 -.002730 -66.57   -5.3
  10.01 -.002733 -66.63   -5.3
  10.02 -.002736 -66.70   -5.3
  10.03 -.002738 -66.76   -5.3
  10.05 -.002741 -66.83   -5.3
  10.06 -.002744 -66.89   -5.3
  10.07 -.002747 -66.97   -5.4
  10.08 -.002750 -67.05   -5.5
  10.09 -.002754 -67.13   -5.6
  10.10 -.002757 -67.22   -5.7
  10.11 -.002760 -67.30   -5.9
  10.13 -.002763 -67.37   -6.0
  10.14 -.002767 -67.46   -6.2
  10.15 -.002771 -67.55   -6.4
  10.16 -.002774 -67.64   -6.6
  10.17 -.002778 -67.73   -6.8
  10.18 -.002782 -67.82   -6.9
  10.19 -.002785 -67.90   -7.0
  10.20 -.002789 -68.00   -7.1
  10.22 -.002793 -68.09   -7.2
  10.23 -.002797 -68.19   -7.3
  10.24 -.002801 -68.29   -7.4
  10.25 -.002805 -68.38   -7.5
  10.26 -.002808 -68.47   -7.5
  10.27 -.002812 -68.56   -7.6
  10.28 -.002816 -68.66   -7.6
  10.29 -.002820 -68.76   -7.7
  10.30 -.002825 -68.86   -7.8
  10.32 -.002829 -68.96   -7.9
  10.33 -.002833 -69.06   -7.9
  10.34 -.002836 -69.15   -8.0
  10.35 -.002841 -69.25   -8.0
  10.36 -.002845 -69.36   -8.0
  10.37 -.002849 -69.45   -8.1
  10.38 -.002853 -69.55   -8.1
  10.40 -.002857 -69.66   -8.2
  10.41 -.002861 -69.76   -8.2
  10.42 -.002865 -69.86   -8.2
  10.43 -.002869 -69.96   -8.2
  10.44 -.002874 -70.07   -8.2
  10.45 -.002878 -70.16   -8.3
  10.46 -.002882 -70.27   -8.3
  10.47 -.002886 -70.36   -8.3
  10.49 -.002890 -70.47   -8.3
  10.50 -.002894 -70.57   -8.3
  10.51 -.002899 -70.67   -8.3
  10.52 -.002902 -70.75   -8.2
  10.53 -.002907 -70.88   -8.3
  10.54 -.002911 -70.96   -8.2
  10.55 -.002914 -71.06   -8.2
  10.56 -.002919 -71.17   -8.2
  10.57 -.002923 -71.27   -8.2
  10.59 -.002927 -71.37   -8.2
  10.60 -.002932 -71.47   -8.2
  10.61 -.002935 -71.57   -8.2
  10.62 -.002940 -71.67   -8.2
  10.63 -.002944 -71.77   -8.2
  10.64 -.002948 -71.87   -8.3
  10.65 -.002952 -71.96   -8.2
  10.67 -.002956 -72.06   -8.2
  10.68 -.002960 -72.16   -8.2
  10.69 -.002964 -72.26   -8.2
  10.70 -.002968 -72.36   -8.1
  10.71 -.002972 -72.45   -8.1
  10.72 -.002976 -72.55   -8.0
  10.73 -.002980 -72.66   -8.1
  10.74 -.002984 -72.75   -8.0
  10.76 -.002988 -72.85   -8.0
  10.77 -.002992 -72.93   -8.0
  10.78 -.002996 -73.04   -8.0
  10.79 -.003000 -73.14   -8.0
  10.80 -.003004 -73.23   -8.0
  10.81 -.003007 -73.32   -7.9
  10.82 -.003012 -73.43   -7.9
  10.83 -.003015 -73.51   -7.9
  10.85 -.003019 -73.60   -7.9
  10.86 -.003023 -73.69   -7.8
  10.87 -.003027 -73.79   -7.8
  10.88 -.003031 -73.90   -7.8
  10.89 -.003034 -73.98   -7.7
  10.90 -.003038 -74.07   -7.7
  10.91 -.003042 -74.17   -7.7
  10.92 -.003046 -74.26   -7.7
  10.94 -.003049 -74.34   -7.6
  10.95 -.003054 -74.45   -7.7
  10.96 -.003057 -74.54   -7.7
  10.97 -.003061 -74.62   -7.6
  10.98 -.003065 -74.73   -7.6
  10.99 -.003068 -74.80   -7.6
  11.00 -.003072 -74.90   -7.5
  11.01 -.003076 -74.98   -7.5
  11.03 -.003079 -75.07   -7.5
  11.04 -.003083 -75.17   -7.4
  11.05 -.003087 -75.26   -7.4
  11.06 -.003090 -75.34   -7.4
  11.07 -.003094 -75.42   -7.3
  11.08 -.003098 -75.52   -7.3
  11.09 -.003101 -75.60   -7.3
  11.10 -.003105 -75.70   -7.3
  11.12 -.003108 -75.77   -7.3
  11.13 -.003112 -75.87   -7.2
  11.14 -.003115 -75.96   -7.2
  11.15 -.003119 -76.05   -7.2
  11.16 -.003123 -76.13   -7.2
  11.17 -.003126 -76.22   -7.2
  11.18 -.003130 -76.30   -7.2
  11.19 -.003133 -76.38   -7.2
  11.21 -.003136 -76.46   -7.1
  11.22 -.003140 -76.56   -7.1
  11.23 -.003143 -76.63   -7.0
  11.24 -.003147 -76.72   -7.0
  11.25 -.003150 -76.79   -6.9
  11.26 -.003153 -76.88   -6.8
  11.27 -.003157 -76.96   -6.8
  11.28 -.003160 -77.04   -6.8
  11.30 -.003163 -77.12   -6.7
  11.31 -.003166 -77.20   -6.7
  11.32 -.003170 -77.28   -6.7
  11.33 -.003173 -77.35   -6.6
  11.34 -.003176 -77.44   -6.6
  11.35 -.003180 -77.53   -6.6
  11.36 -.003183 -77.61   -6.6
  11.37 -.003186 -77.68   -6.6
  11.38 -.003189 -77.76   -6.6
  11.40 -.003192 -77.83   -6.5
  11.41 -.003195 -77.90   -6.5
  11.42 -.003198 -77.98   -6.4
  11.43 -.003202 -78.05   -6.4
  11.44 -.003205 -78.13   -6.3
  11.45 -.003208 -78.20   -6.3
  11.46 -.003211 -78.29   -6.2
  11.47 -.003214 -78.36   -6.2
  11.49 -.003217 -78.43   -6.2
  11.50 -.003220 -78.51   -6.2
  11.51 -.003224 -78.59   -6.3
  11.52 -.003226 -78.66   -6.3
  11.53 -.003230 -78.74   -6.3
  11.54 -.003233 -78.81   -6.3
  11.55 -.003236 -78.89   -6.2
  11.57 -.003239 -78.96   -6.2
  11.58 -.003242 -79.03   -6.2
  11.59 -.003244 -79.10   -6.1
  11.60 -.003247 -79.16   -6.0
  11.61 -.003250 -79.24   -6.0
  11.62 -.003253 -79.31   -5.9
  11.63 -.003256 -79.38   -5.8
  11.64 -.003259 -79.45   -5.8
  11.66 -.003261 -79.51   -5.7
  11.67 -.003264 -79.59   -5.7
  11.68 -.003267 -79.65   -5.7
  11.69 -.003270 -79.72   -5.7
  11.70 -.003272 -79.78   -5.6
  11.71 -.003276 -79.86   -5.7
  11.72 -.003278 -79.93   -5.7
  11.73 -.003281 -79.99   -5.6
  11.74 -.003284 -80.06   -5.6
  11.76 -.003287 -80.13   -5.6
  11.77 -.003289 -80.20   -5.6
  11.78 -.003292 -80.26   -5.6
  11.79 -.003295 -80.33   -5.6
  11.80 -.003298 -80.40   -5.6
  11.81 -.003300 -80.46   -5.5
  11.82 -.003303 -80.52   -5.5
  11.84 -.003306 -80.59   -5.4
  11.85 -.003308 -80.65   -5.4
  11.86 -.003311 -80.72   -5.4
  11.87 -.003313 -80.77   -5.3
  11.88 -.003316 -80.85   -5.3
  11.89 -.003319 -80.92   -5.3
  11.90 -.003321 -80.97   -5.3
  11.91 -.003323 -81.03   -5.2
  11.93 -.003326 -81.10   -5.2
  11.94 -.003329 -81.16   -5.2
  11.95 -.003331 -81.20   -5.1
  11.96 -.003333 -81.26   -5.1
  11.97 -.003336 -81.33   -5.0
  11.98 -.003338 -81.38   -5.0
  11.99 -.003341 -81.45   -5.0
  12.00 -.003343 -81.51   -4.9
  12.01 -.003346 -81.57   -4.9
  12.03 -.003348 -81.62   -4.9
  12.04 -.003350 -81.68   -4.9
  12.05 -.003353 -81.74   -4.8
  12.06 -.003355 -81.80   -4.9
  12.07 -.003358 -81.87   -4.9
  12.08 -.003360 -81.92   -4.9
  12.09 -.003363 -81.98   -4.8
  12.11 -.003365 -82.04   -4.9
  12.12 -.003367 -82.09   -4.8
  12.13 -.003370 -82.15   -4.8
  12.14 -.003371 -82.19   -4.7
  12.15 -.003374 -82.27   -4.8
  12.16 -.003376 -82.32   -4.7
  12.17 -.003378 -82.36   -4.6
  12.18 -.003381 -82.43   -4.6
  12.20 -.003383 -82.48   -4.6
  12.21 -.003385 -82.53   -4.6
  12.22 -.003388 -82.59   -4.6
  12.23 -.003390 -82.65   -4.6
  12.24 -.003392 -82.69   -4.5
  12.25 -.003395 -82.77   -4.5
  12.26 -.003397 -82.82   -4.6
  12.27 -.003399 -82.88   -4.6
  12.28 -.003401 -82.92   -4.6
  12.30 -.003404 -82.98   -4.6
  12.31 -.003406 -83.04   -4.5
  12.32 -.003408 -83.08   -4.5
  12.33 -.003410 -83.14   -4.5
  12.34 -.003412 -83.19   -4.5
  12.35 -.003414 -83.24   -4.4
  12.36 -.003416 -83.28   -4.4
  12.38 -.003418 -83.34   -4.3
  12.39 -.003420 -83.38   -4.2
  12.40 -.003423 -83.44   -4.2
  12.41 -.003424 -83.49   -4.2
  12.42 -.003427 -83.54   -4.1
  12.43 -.003428 -83.59   -4.1
  12.44 -.003430 -83.64   -4.1
  12.45 -.003432 -83.68   -4.0
  12.47 -.003435 -83.74   -4.1
  12.48 -.003436 -83.78   -4.1
  12.49 -.003438 -83.82   -4.0
  12.50 -.003440 -83.88   -4.0
  12.51 -.003442 -83.92   -4.0
  12.52 -.003444 -83.97   -3.9
  12.53 -.003446 -84.02   -3.9
  12.54 -.003448 -84.07   -3.9
  12.55 -.003450 -84.10   -3.9
  12.57 -.003452 -84.15   -3.9
  12.58 -.003453 -84.19   -3.8
  12.59 -.003455 -84.24   -3.8
  12.60 -.003457 -84.29   -3.8
  12.61 -.003459 -84.33   -3.8
  12.62 -.003461 -84.37   -3.7
  12.63 -.003463 -84.42   -3.7
  12.65 -.003464 -84.46   -3.6
  12.66 -.003466 -84.51   -3.6
  12.67 -.003468 -84.54   -3.6
  12.68 -.003469 -84.59   -3.6
  12.69 -.003471 -84.63   -3.5
  12.70 -.003473 -84.67   -3.5
  12.71 -.003475 -84.72   -3.5
  12.72 -.003477 -84.77   -3.5
  12.74 -.003478 -84.80   -3.5
  12.75 -.003480 -84.84   -3.5
  12.76 -.003482 -84.89   -3.5
  12.77 -.003484 -84.93   -3.5
  12.78 -.003485 -84.97   -3.5
  12.79 -.003487 -85.02   -3.5
  12.80 -.003489 -85.06   -3.5
  12.81 -.003491 -85.10   -3.5
  12.82 -.003492 -85.14   -3.5
  12.84 -.003494 -85.19   -3.5
  12.85 -.003496 -85.22   -3.5
  12.86 -.003497 -85.27   -3.5
  12.87 -.003499 -85.30   -3.5
  12.88 -.003500 -85.34   -3.4
  12.89 -.003502 -85.38   -3.4
  12.90 -.003504 -85.42   -3.3
  12.91 -.003505 -85.46   -3.3
  12.93 -.003507 -85.51   -3.3
  12.94 -.003509 -85.54   -3.3
  12.95 -.003510 -85.58   -3.2
  12.96 -.003512 -85.61   -3.2
  12.97 -.003513 -85.65   -3.2
  12.98 -.003514 -85.68   -3.1
  12.99 -.003516 -85.72   -3.1
  13.01 -.003517 -85.75   -3.0
  13.02 -.003520 -85.81   -3.1
  13.03 -.003520 -85.83   -3.0
  13.04 -.003522 -85.86   -3.0
  13.05 -.003523 -85.90   -2.9
  13.06 -.003525 -85.94   -2.9
  13.07 -.003526 -85.97   -2.9
  13.08 -.003527 -86.00   -2.9
  13.10 -.003529 -86.05   -2.9
  13.11 -.003530 -86.07   -2.9
  13.12 -.003532 -86.11   -2.9
  13.13 -.003533 -86.14   -2.9
  13.14 -.003535 -86.18   -2.8
  13.15 -.003536 -86.21   -2.9
  13.16 -.003538 -86.25   -2.9
  13.17 -.003539 -86.28   -2.8
  13.18 -.003540 -86.31   -2.8
  13.20 -.003542 -86.35   -2.8
  13.21 -.003543 -86.39   -2.8
  13.22 -.003544 -86.40   -2.7
  13.23 -.003546 -86.45   -2.8
  13.24 -.003547 -86.48   -2.8
  13.25 -.003548 -86.51   -2.7
  13.26 -.003550 -86.55   -2.8
  13.28 -.003552 -86.59   -2.8
  13.29 -.003552 -86.61   -2.8
  13.30 -.003554 -86.65   -2.8
  13.31 -.003555 -86.67   -2.7
  13.32 -.003557 -86.71   -2.7
  13.33 -.003558 -86.74   -2.7
  13.34 -.003559 -86.77   -2.7
  13.35 -.003560 -86.79   -2.6
  13.37 -.003561 -86.81   -2.5
  13.38 -.003562 -86.85   -2.5
  13.39 -.003564 -86.88   -2.4
  13.40 -.003565 -86.91   -2.4
  13.41 -.003566 -86.94   -2.4
  13.42 -.003567 -86.97   -2.4
  13.43 -.003568 -87.00   -2.4
  13.44 -.003570 -87.03   -2.4
  13.45 -.003571 -87.05   -2.4
  13.47 -.003572 -87.08   -2.4
  13.48 -.003573 -87.11   -2.4
  13.49 -.003575 -87.15   -2.4
  13.50 -.003575 -87.17   -2.4
  13.51 -.003576 -87.19   -2.4
  13.52 -.003578 -87.23   -2.4
  13.53 -.003579 -87.26   -2.4
  13.54 -.003580 -87.28   -2.4
  13.56 -.003581 -87.31   -2.3
  13.57 -.003582 -87.34   -2.3
  13.58 -.003584 -87.37   -2.4
  13.59 -.003585 -87.39   -2.3
  13.60 -.003586 -87.41   -2.3
  13.61 -.003587 -87.44   -2.2
  13.62 -.003588 -87.47   -2.2
  13.64 -.003589 -87.51   -2.2
  13.65 -.003590 -87.53   -2.2
  13.66 -.003591 -87.55   -2.2
  13.67 -.003593 -87.59   -2.2
  13.68 -.003593 -87.61   -2.2
  13.69 -.003594 -87.63   -2.2
  13.70 -.003596 -87.66   -2.2
  13.71 -.003597 -87.69   -2.2
  13.72 -.003598 -87.72   -2.2
  13.74 -.003599 -87.74   -2.2
  13.75 -.003599 -87.75   -2.2
  13.76 -.003601 -87.78   -2.1
  13.77 -.003602 -87.82   -2.1
  13.78 -.003603 -87.84   -2.1
  13.79 -.003604 -87.86   -2.1
  13.80 -.003605 -87.88   -2.0
  13.81 -.003606 -87.91   -2.0
  13.83 -.003606 -87.92   -2.0
  13.84 -.003608 -87.96   -2.0
  13.85 -.003608 -87.97   -1.9
  13.86 -.003609 -88.00   -1.9
  13.87 -.003610 -88.02   -1.9
  13.88 -.003611 -88.05   -1.9
  13.89 -.003612 -88.07   -1.9
  13.90 -.003613 -88.09   -1.9
  13.92 -.003614 -88.11   -1.9
  13.93 -.003615 -88.13   -1.9
  13.94 -.003616 -88.16   -1.9
  13.95 -.003617 -88.19   -1.9
  13.96 -.003618 -88.21   -1.9
  13.97 -.003619 -88.22   -1.9
  13.98 -.003620 -88.25   -1.9
  13.99 -.003621 -88.28   -1.9
  14.01 -.003622 -88.30   -1.9
  14.02 -.003622 -88.32   -1.9
  14.03 -.003624 -88.35   -1.9
  14.04 -.003624 -88.36   -1.9
  14.05 -.003625 -88.39   -1.9
  14.06 -.003626 -88.41   -1.8
  14.07 -.003628 -88.44   -1.9
  14.08 -.003628 -88.45   -1.8
  14.10 -.003629 -88.48   -1.9
  14.11 -.003630 -88.50   -1.8
  14.12 -.003631 -88.53   -1.9
  14.13 -.003632 -88.54   -1.9
  14.14 -.003633 -88.56   -1.9
  14.15 -.003634 -88.60   -1.9
  14.16 -.003634 -88.60   -1.9
  14.17 -.003635 -88.62   -1.8
  14.19 -.003636 -88.65   -1.8
  14.20 -.003637 -88.67   -1.7
  14.21 -.003637 -88.67   -1.7
  14.22 -.003639 -88.71   -1.6
  14.23 -.003639 -88.72   -1.6
  14.24 -.003640 -88.73   -1.5
  14.25 -.003640 -88.75   -1.5
  14.26 -.003641 -88.77   -1.5
  14.28 -.003642 -88.79   -1.5
  14.29 -.003643 -88.81   -1.5
  14.30 -.003643 -88.82   -1.5
  14.31 -.003644 -88.84   -1.5
  14.32 -.003645 -88.86   -1.5
  14.33 -.003646 -88.88   -1.5
  14.34 -.003647 -88.91   -1.5
  14.35 -.003648 -88.93   -1.6
  14.37 -.003648 -88.95   -1.6
  14.38 -.003649 -88.95   -1.6
  14.39 -.003650 -88.99   -1.6
  14.40 -.003651 -89.00   -1.6
  14.41 -.003651 -89.02   -1.6
  14.42 -.003652 -89.04   -1.6
  14.43 -.003653 -89.06   -1.6
  14.44 -.003654 -89.07   -1.6
  14.46 -.003654 -89.09   -1.6
  14.47 -.003655 -89.11   -1.5
  14.48 -.003656 -89.12   -1.5
  14.49 -.003656 -89.14   -1.5
  14.50 -.003657 -89.15   -1.4
  14.51 -.003657 -89.17   -1.3
  14.52 -.003658 -89.19   -1.4
  14.53 -.003659 -89.20   -1.3
  14.55 -.003659 -89.22   -1.3
  14.56 -.003660 -89.24   -1.3
  14.57 -.003661 -89.26   -1.3
  14.58 -.003662 -89.27   -1.4
  14.59 -.003663 -89.30   -1.4
  14.60 -.003664 -89.32   -1.5
  14.61 -.003664 -89.32   -1.4
  14.62 -.003664 -89.33   -1.4
  14.64 -.003665 -89.35   -1.4
  14.65 -.003666 -89.37   -1.3
  14.66 -.003666 -89.38   -1.3
  14.67 -.003667 -89.40   -1.3
  14.68 -.003667 -89.41   -1.2
  14.69 -.003668 -89.43   -1.2
  14.70 -.003669 -89.44   -1.2
  14.71 -.003669 -89.46   -1.2
  14.73 -.003670 -89.48   -1.2
  14.74 -.003671 -89.49   -1.3
  14.75 -.003671 -89.50   -1.3
  14.76 -.003672 -89.51   -1.2
  14.77 -.003672 -89.53   -1.2
  14.78 -.003673 -89.54   -1.2
  14.79 -.003674 -89.56   -1.2
  14.80 -.003674 -89.57   -1.2
  14.82 -.003675 -89.59   -1.2
  14.83 -.003675 -89.60   -1.2
  14.84 -.003676 -89.61   -1.1
  14.85 -.003676 -89.62   -1.1
  14.86 -.003676 -89.63   -1.1
  14.87 -.003677 -89.65   -1.1
  14.88 -.003678 -89.66   -1.1
  14.89 -.003678 -89.67   -1.1
  14.91 -.003679 -89.69   -1.1
  14.92 -.003679 -89.70   -1.0
  14.93 -.003680 -89.71   -1.1
  14.94 -.003680 -89.72   -1.0
  14.95 -.003681 -89.74   -1.0
  14.96 -.003682 -89.76   -1.1
  14.97 -.003682 -89.77   -1.1
  14.98 -.003682 -89.78   -1.1
  15.00 -.003683 -89.80   -1.1
  15.01 -.003683 -89.80   -1.1
  15.02 -.003684 -89.82   -1.1
  15.03 -.003684 -89.83   -1.1
  15.04 -.003685 -89.84   -1.1
  15.05 -.003686 -89.85   -1.0
  15.06 -.003686 -89.86   -1.0
  15.07 -.003687 -89.88   -1.0
  15.09 -.003687 -89.89   -1.0
  15.10 -.003688 -89.90   -1.0
  15.11 -.003688 -89.91   -1.0
  15.12 -.003688 -89.92   -1.0
  15.13 -.003688 -89.92   -0.9
  15.14 -.003689 -89.94   -0.9
  15.15 -.003689 -89.94   -0.9
  15.16 -.003690 -89.96   -0.9
  15.18 -.003656 -89.13    1.8
  15.19 -.003590 -87.52    9.1
  15.20 -.003539 -86.28   18.9
  15.21 -.003475 -84.71   31.6
  15.22 -.003298 -80.40   54.8
  15.23 -.003209 -78.25   79.4
  15.24 -.003117 -76.00  104.3
  15.25 -.003031 -73.89  127.9
  15.27 -.002947 -71.85  148.7
  15.28 -.002864 -69.83  165.4
  15.29 -.002786 -67.92  176.7
  15.30 -.002711 -66.09  181.0
  15.31 -.002589 -63.13  184.0
  15.32 -.002507 -61.13  184.4
  15.33 -.002441 -59.51  179.5
  15.34 -.002385 -58.16  169.3
  15.36 -.002349 -57.28  162.7
  15.37 -.002321 -56.60  153.0
  15.38 -.002293 -55.90  141.5
  15.39 -.002263 -55.17  128.6
  15.40 -.002226 -54.26  115.5
  15.41 -.002157 -52.59  105.1
  15.42 -.002077 -50.65   98.0
  15.43 -.001997 -48.68   94.1
  15.45 -.001915 -46.70   97.5
  15.46 -.001834 -44.72  105.1
  15.47 -.001754 -42.77  115.5
  15.48 -.001674 -40.83  127.5
  15.49 -.001595 -38.88  139.0
  15.50 -.001516 -36.95  148.5
  15.51 -.001437 -35.05  155.4
  15.52 -.001359 -33.14  159.0
  15.54 -.001283 -31.27  159.3
  15.55 -.001207 -29.42  158.5
  15.56 -.001131 -27.58  157.5
  15.57 -.001057 -25.76  156.2
  15.58 -.000982 -23.95  155.0
  15.59 -.000907 -22.10  153.9
  15.60 -.000834 -20.33  152.7
  15.61 -.000763 -18.59  151.3
  15.63 -.000692 -16.87  149.9
  15.64 -.000621 -15.13  148.5
  15.65 -.000551 -13.45  147.0
  15.66 -.000482 -11.76  145.6
  15.67 -.000414 -10.11  144.1
  15.68 -.000347  -8.46  142.5
  15.69 -.000280  -6.82  141.0
  15.70 -.000214  -5.22  139.4
  15.72 -.000149  -3.63  137.8
  15.73 -.000086  -2.09  136.2
  15.74 -.000023  -0.57  134.6
  15.75 0.000037   0.91  132.8
  15.76 0.000097   2.36  130.8
  15.77 0.000157   3.83  128.9
  15.78 0.000218   5.30  127.0
  15.79 0.000278   6.78  125.4
  15.80 0.000335   8.18  123.6
  15.82 0.000392   9.56  121.9
  15.83 0.000448  10.92  120.3
  15.84 0.000505  12.31  118.8
  15.85 0.000558  13.62  117.3
  15.86 0.000613  14.94  115.9
  15.87 0.000665  16.22  114.4
  15.88 0.000717  17.48  112.7
  15.90 0.000768  18.73  110.9
  15.91 0.000818  19.93  109.0
  15.92 0.000867  21.15  107.2
  15.93 0.000916  22.34  105.6
  15.94 0.000964  23.50  103.9
  15.95 0.001012  24.66  102.2
  15.96 0.001058  25.80  100.5
  15.97 0.001103  26.91   99.0
  15.98 0.001150  28.03   97.5
  16.00 0.001196  29.16   96.2
  16.01 0.001242  30.28   95.1
  16.02 0.001288  31.41   94.2
  16.03 0.001334  32.53   93.5
  16.04 0.001379  33.63   92.8
  16.05 0.001424  34.72   92.2
  16.06 0.001468  35.79   91.7
  16.07 0.001511  36.84   91.1
  16.09 0.001553  37.88   90.5
  16.10 0.001596  38.91   89.7
  16.11 0.001637  39.93   88.8
  16.12 0.001678  40.92   87.7
  16.13 0.001719  41.91   86.6
  16.14 0.001758  42.87   85.4
