Datos generados por TERE.BAS el 06-14-2007
 t[min] T[§C] V[§C/min]
   8.15 -.003213 -78.32   -4.0
   8.16 -.003214 -78.36   -3.9
   8.18 -.003216 -78.41   -3.9
   8.19 -.003218 -78.46   -3.9
   8.20 -.003220 -78.50   -3.8
   8.21 -.003222 -78.54   -3.8
   8.22 -.003223 -78.58   -3.7
   8.23 -.003225 -78.63   -3.7
   8.24 -.003227 -78.67   -3.7
   8.25 -.003229 -78.72   -3.6
   8.27 -.003230 -78.75   -3.5
   8.28 -.003232 -78.80   -3.5
   8.29 -.003232 -78.81   -3.4
   8.30 -.003235 -78.87   -3.3
   8.31 -.003237 -78.91   -3.3
   8.32 -.003238 -78.94   -3.3
   8.33 -.003240 -78.98   -3.3
   8.34 -.003241 -79.03   -3.3
   8.36 -.003242 -79.05   -3.2
   8.37 -.003244 -79.10   -3.2
   8.38 -.003246 -79.13   -3.1
   8.39 -.003247 -79.16   -3.1
   8.40 -.003248 -79.20   -3.1
   8.41 -.003249 -79.22   -3.0
   8.42 -.003251 -79.27   -2.9
   8.43 -.003253 -79.31   -2.9
   8.45 -.003254 -79.34   -2.9
   8.46 -.003256 -79.38   -2.9
   8.47 -.003257 -79.41   -2.9
   8.48 -.003258 -79.44   -2.9
   8.49 -.003261 -79.49   -2.9
   8.50 -.003262 -79.52   -3.0
   8.51 -.003263 -79.54   -2.9
   8.52 -.003264 -79.58   -2.9
   8.54 -.003265 -79.61   -2.9
   8.55 -.003267 -79.64   -2.8
   8.56 -.003268 -79.67   -2.7
   8.57 -.003269 -79.70   -2.7
   8.58 -.003270 -79.73   -2.6
   8.59 -.003272 -79.77   -2.6
   8.60 -.003273 -79.79   -2.5
   8.61 -.003274 -79.82   -2.5
   8.63 -.003275 -79.84   -2.5
   8.64 -.003276 -79.88   -2.5
   8.65 -.003278 -79.91   -2.4
   8.66 -.003279 -79.94   -2.5
   8.67 -.003280 -79.96   -2.4
   8.68 -.003281 -79.99   -2.4
   8.69 -.003282 -80.01   -2.4
   8.70 -.003283 -80.05   -2.3
   8.71 -.003285 -80.08   -2.3
   8.73 -.003286 -80.11   -2.3
   8.74 -.003287 -80.13   -2.3
   8.75 -.003288 -80.15   -2.3
   8.76 -.003289 -80.18   -2.2
   8.77 -.003290 -80.20   -2.2
   8.78 -.003291 -80.23   -2.2
   8.79 -.003292 -80.25   -2.2
   8.80 -.003293 -80.27   -2.1
   8.82 -.003294 -80.30   -2.1
   8.83 -.003295 -80.32   -2.0
   8.84 -.003296 -80.35   -2.0
   8.85 -.003296 -80.37   -2.0
   8.86 -.003297 -80.39   -2.0
   8.87 -.003298 -80.41   -2.0
   8.88 -.003299 -80.43   -1.9
   8.90 -.003300 -80.46   -1.9
   8.91 -.003301 -80.47   -1.9
   8.92 -.003302 -80.50   -1.8
   8.93 -.003303 -80.53   -1.8
   8.94 -.003303 -80.54   -1.8
   8.95 -.003304 -80.56   -1.8
   8.96 -.003305 -80.58   -1.7
   8.97 -.003306 -80.60   -1.7
   8.98 -.003307 -80.62   -1.7
   9.00 -.003308 -80.64   -1.7
   9.01 -.003308 -80.65   -1.7
   9.02 -.003309 -80.67   -1.6
   9.03 -.003310 -80.70   -1.7
   9.04 -.003310 -80.70   -1.6
   9.05 -.003311 -80.72   -1.5
   9.06 -.003312 -80.74   -1.5
   9.07 -.003313 -80.77   -1.5
   9.09 -.003313 -80.78   -1.5
   9.10 -.003314 -80.79   -1.4
   9.11 -.003314 -80.80   -1.4
   9.12 -.003315 -80.82   -1.4
   9.13 -.003316 -80.85   -1.4
   9.14 -.003317 -80.86   -1.4
   9.15 -.003318 -80.88   -1.4
   9.16 -.003318 -80.88   -1.4
   9.18 -.003319 -80.91   -1.4
   9.19 -.003319 -80.93   -1.4
   9.20 -.003320 -80.95   -1.4
   9.21 -.003320 -80.95   -1.4
   9.22 -.003321 -80.98   -1.4
   9.23 -.003322 -80.99   -1.4
   9.24 -.003322 -81.00   -1.3
   9.25 -.003323 -81.02   -1.3
   9.27 -.003323 -81.02   -1.2
   9.28 -.003324 -81.05   -1.2
   9.29 -.003324 -81.05   -1.2
   9.30 -.003325 -81.07   -1.2
   9.31 -.003326 -81.09   -1.2
   9.32 -.003326 -81.09   -1.1
   9.33 -.003327 -81.11   -1.1
   9.34 -.003328 -81.13   -1.1
   9.36 -.003328 -81.14   -1.1
   9.37 -.003329 -81.15   -1.1
   9.38 -.003329 -81.16   -1.1
   9.39 -.003330 -81.18   -1.1
   9.40 -.003330 -81.19   -1.1
   9.41 -.003330 -81.19   -1.1
   9.42 -.003331 -81.21   -1.0
   9.43 -.003331 -81.22   -1.0
   9.45 -.003332 -81.24   -1.0
   9.46 -.003332 -81.23   -0.9
   9.47 -.003332 -81.24   -0.9
   9.48 -.003333 -81.26   -0.9
   9.49 -.003334 -81.27   -0.9
   9.50 -.003334 -81.28   -0.8
   9.51 -.003334 -81.29   -0.8
   9.52 -.003334 -81.29   -0.8
   9.53 -.003335 -81.31   -0.8
   9.55 -.003335 -81.31   -0.8
   9.56 -.003336 -81.32   -0.8
   9.57 -.003336 -81.32   -0.7
   9.58 -.003336 -81.34   -0.8
   9.59 -.003336 -81.34   -0.7
   9.60 -.003337 -81.35   -0.7
   9.61 -.003337 -81.36   -0.6
   9.62 -.003337 -81.37   -0.6
   9.64 -.003338 -81.37   -0.6
   9.65 -.003338 -81.39   -0.7
   9.66 -.003339 -81.40   -0.7
   9.67 -.003339 -81.40   -0.7
   9.68 -.003339 -81.41   -0.7
   9.69 -.003339 -81.42   -0.7
   9.70 -.003340 -81.43   -0.7
   9.72 -.003340 -81.42   -0.7
   9.73 -.003341 -81.44   -0.7
   9.74 -.003340 -81.44   -0.6
   9.75 -.003341 -81.46   -0.6
   9.76 -.003341 -81.46   -0.6
   9.77 -.003341 -81.46   -0.6
   9.78 -.003342 -81.48   -0.6
   9.79 -.003342 -81.48   -0.6
   9.80 -.003343 -81.49   -0.6
   9.82 -.003342 -81.49   -0.6
   9.83 -.003343 -81.50   -0.6
   9.84 -.003343 -81.51   -0.6
   9.85 -.003344 -81.52   -0.6
   9.86 -.003344 -81.52   -0.6
   9.87 -.003344 -81.52   -0.5
   9.88 -.003344 -81.53   -0.5
   9.89 -.003344 -81.53   -0.5
   9.91 -.003345 -81.54   -0.5
   9.92 -.003345 -81.54   -0.4
   9.93 -.003345 -81.54   -0.4
   9.94 -.003345 -81.55   -0.4
   9.95 -.003345 -81.56   -0.4
   9.96 -.003345 -81.56   -0.4
   9.97 -.003346 -81.57   -0.4
   9.98 -.003346 -81.57   -0.4
  10.00 -.003346 -81.57   -0.4
  10.01 -.003346 -81.58   -0.4
  10.02 -.003347 -81.59   -0.4
  10.03 -.003346 -81.58   -0.3
  10.04 -.003347 -81.60   -0.4
  10.05 -.003347 -81.60   -0.4
  10.06 -.003347 -81.59   -0.3
  10.07 -.003347 -81.61   -0.3
  10.09 -.003347 -81.61   -0.4
  10.10 -.003347 -81.61   -0.4
  10.11 -.003348 -81.62   -0.4
  10.12 -.003348 -81.62   -0.4
  10.13 -.003348 -81.61   -0.3
  10.14 -.003348 -81.63   -0.3
  10.15 -.003348 -81.64   -0.4
  10.16 -.003348 -81.63   -0.3
  10.18 -.003349 -81.64   -0.3
  10.19 -.003349 -81.65   -0.4
  10.20 -.003349 -81.64   -0.3
  10.21 -.003349 -81.65   -0.3
  10.22 -.003348 -81.63   -0.2
  10.23 -.003349 -81.65   -0.2
  10.24 -.003349 -81.65   -0.2
  10.25 -.003349 -81.66   -0.2
  10.27 -.003349 -81.66   -0.2
  10.28 -.003350 -81.67   -0.2
  10.29 -.003349 -81.66   -0.2
  10.30 -.003350 -81.67   -0.2
  10.31 -.003350 -81.67   -0.2
  10.32 -.003350 -81.67   -0.2
  10.33 -.003351 -81.70   -0.3
  10.34 -.003307 -80.61    3.0
  10.36 -.003211 -78.28   13.2
  10.37 -.003149 -76.77   26.2
  10.38 -.003083 -75.16   41.4
  10.39 -.002911 -70.98   66.1
  10.40 -.002058 -50.17  150.2
  10.41 -.001561 -38.05  254.5
  10.42 -.001239 -30.20  358.6
  10.43 -.000193  -4.71  513.5
  10.44 -.000428 -10.44  606.2
  10.46 -.000203  -4.96  675.4
  10.47 0.000133   3.24  726.3
  10.48 0.000313   7.63  746.4
  10.49 0.000321   7.82  725.2
  10.50 0.000389   9.49  665.6
  10.51 0.000551  13.44  574.9
  10.52 0.000760  18.54  465.1
  10.54 0.000991  24.16  399.2
  10.55 0.001208  29.45  352.6
  10.56 0.001414  34.47  312.4
  10.57 0.001611  39.28  345.2
  10.58 0.001797  43.83  345.8
  10.59 0.001976  48.19  349.5
  10.60 0.002147  52.35  366.4
  10.61 0.002309  56.31  384.0
  10.63 0.002465  60.11  386.3
  10.64 0.002611  63.67  376.1
  10.65 0.002748  67.02  360.2
  10.66 0.002881  70.25  342.7
  10.67 0.003008  73.34  326.3
  10.68 0.003127  76.26  310.5
  10.69 0.003238  78.97  295.2
  10.70 0.003345  81.58  280.6
  10.72 0.003444  83.98  266.2
  10.73 0.003538  86.29  252.3
  10.74 0.003629  88.49  239.0
  10.75 0.003715  90.60  226.4
  10.76 0.003796  92.57  214.5
  10.77 0.003872  94.42  203.2
  10.78 0.003946  96.24  192.4
  10.79 0.004014  97.89  182.1
  10.80 0.004079  99.49  172.5
  10.82 0.004143 101.03  163.6
  10.83 0.004201 102.45  155.2
  10.84 0.004257 103.83  147.3
  10.85 0.004310 105.12  139.7
  10.86 0.004363 106.42  132.7
  10.87 0.004413 107.62  126.1
  10.88 0.004458 108.72  119.9
  10.89 0.004502 109.79  114.0
  10.91 0.004549 110.94  108.8
  10.92 0.004594 112.05  104.4
  10.93 0.004636 113.07  100.3
  10.94 0.004675 114.01   96.4
  10.95 0.004710 114.87   92.6
  10.96 0.004743 115.68   88.8
  10.97 0.004775 116.46   84.9
  10.98 0.004805 117.19   81.0
  11.00 0.004834 117.89   77.1
  11.01 0.004862 118.57   73.4
  11.02 0.004889 119.24   69.5
  11.03 0.004915 119.88   65.6
  11.04 0.004938 120.44   62.0
  11.05 0.004959 120.95   58.6
  11.06 0.004981 121.48   55.6
  11.07 0.005001 121.96   52.9
  11.08 0.005019 122.42   50.2
  11.10 0.005038 122.87   47.7
  11.11 0.005055 123.29   45.2
  11.12 0.005073 123.71   42.9
  11.13 0.005087 124.08   40.6
  11.14 0.005102 124.43   38.5
  11.15 0.005115 124.76   36.4
  11.16 0.005128 125.07   34.6
  11.18 0.005140 125.36   32.8
  11.19 0.005152 125.65   31.0
  11.20 0.005163 125.93   29.4
  11.21 0.005174 126.19   27.8
  11.22 0.005185 126.45   26.3
  11.23 0.005195 126.69   25.0
  11.24 0.005203 126.90   23.7
  11.25 0.005211 127.09   22.5
  11.27 0.005219 127.30   21.4
  11.28 0.005227 127.49   20.3
  11.29 0.005236 127.70   19.4
  11.30 0.005243 127.86   18.5
  11.31 0.005251 128.06   17.7
  11.32 0.005258 128.23   16.9
  11.33 0.005263 128.36   16.2
  11.34 0.005270 128.52   15.5
  11.35 0.005275 128.65   14.8
  11.37 0.005280 128.77   14.2
  11.38 0.005286 128.91   13.6
  11.39 0.005290 129.02   12.8
  11.40 0.005295 129.14   12.1
  11.41 0.005298 129.22   11.4
  11.42 0.005304 129.35   10.8
  11.43 0.005308 129.45   10.2
  11.44 0.005311 129.53    9.7
  11.46 0.005315 129.62    9.3
  11.47 0.005318 129.70    8.8
  11.48 0.005321 129.78    8.4
  11.49 0.005325 129.87    8.1
  11.50 0.005328 129.96    7.7
  11.51 0.005331 130.02    7.5
  11.52 0.005334 130.08    7.1
  11.53 0.005336 130.14    6.8
  11.55 0.005339 130.22    6.5
  11.56 0.005342 130.28    6.2
  11.57 0.005344 130.33    6.0
  11.58 0.005345 130.37    5.7
  11.59 0.005347 130.41    5.3
  11.60 0.005350 130.47    5.0
  11.61 0.005352 130.53    4.8
  11.62 0.005354 130.58    4.6
  11.64 0.005356 130.63    4.5
  11.65 0.005358 130.69    4.4
  11.66 0.005359 130.70    4.2
  11.67 0.005361 130.75    4.0
  11.68 0.005364 130.81    4.0
  11.69 0.005364 130.83    3.9
  11.70 0.005365 130.86    3.7
  11.71 0.005367 130.89    3.6
  11.73 0.005368 130.93    3.3
  11.74 0.005370 130.98    3.2
  11.75 0.005373 131.04    3.2
  11.76 0.005374 131.08    3.2
  11.77 0.005375 131.09    3.1
  11.78 0.005375 131.08    3.0
  11.79 0.005376 131.12    2.8
  11.80 0.005377 131.13    2.6
  11.82 0.005377 131.15    2.5
  11.83 0.005378 131.16    2.3
  11.84 0.005380 131.21    2.1
  11.85 0.005382 131.25    2.0
  11.86 0.005382 131.26    1.9
  11.87 0.005384 131.31    1.9
  11.88 0.005386 131.37    2.1
  11.89 0.005388 131.41    2.4
  11.90 0.005390 131.45    2.7
  11.92 0.005391 131.49    2.9
  11.93 0.005393 131.53    3.1
  11.94 0.005394 131.56    3.2
  11.95 0.005395 131.59    3.3
  11.96 0.005396 131.60    3.1
  11.97 0.005396 131.60    2.9
  11.98 0.005395 131.57    2.5
  11.99 0.005395 131.59    2.1
  12.01 0.005397 131.62    1.7
  12.02 0.005396 131.62    1.4
  12.03 0.005397 131.63    1.1
  12.04 0.005397 131.62    0.8
  12.05 0.005396 131.61    0.5
  12.06 0.005396 131.62    0.4
  12.07 0.005397 131.62    0.3
  12.08 0.005397 131.62    0.2
  12.10 0.005397 131.63    0.3
  12.11 0.005398 131.65    0.4
  12.12 0.005399 131.67    0.4
  12.13 0.005400 131.70    0.5
  12.14 0.005400 131.71    0.7
  12.15 0.005400 131.70    0.8
  12.16 0.005400 131.71    0.9
  12.17 0.005401 131.72    1.0
  12.19 0.005401 131.73    1.0
  12.20 0.005402 131.75    1.0
  12.21 0.005402 131.75    1.0
  12.22 0.005401 131.73    0.8
  12.23 0.005402 131.76    0.7
  12.24 0.005403 131.78    0.7
  12.25 0.005403 131.78    0.6
  12.26 0.005403 131.77    0.6
  12.28 0.005402 131.76    0.5
  12.29 0.005402 131.76    0.4
  12.30 0.005402 131.74    0.2
  12.31 0.005401 131.73    0.0
  12.32 0.005401 131.73   -0.1
  12.33 0.005401 131.72   -0.2
  12.34 0.005401 131.73   -0.3
  12.35 0.005401 131.74   -0.4
  12.37 0.005402 131.75   -0.4
  12.38 0.005402 131.76   -0.2
  12.39 0.005402 131.75   -0.1
  12.40 0.005401 131.73   -0.1
  12.41 0.005400 131.70   -0.1
  12.42 0.005400 131.71   -0.1
  12.43 0.005400 131.71   -0.2
  12.44 0.005400 131.70   -0.3
  12.46 0.005400 131.71   -0.3
  12.47 0.005400 131.71   -0.4
  12.48 0.005400 131.71   -0.4
  12.49 0.005401 131.72   -0.4
  12.50 0.005400 131.71   -0.3
  12.51 0.005400 131.71   -0.2
  12.52 0.005401 131.72   -0.0
  12.53 0.005400 131.69    0.0
  12.54 0.005400 131.69   -0.1
  12.56 0.005402 131.74    0.1
  12.57 0.005402 131.76    0.2
  12.58 0.005400 131.71    0.1
  12.59 0.005399 131.69    0.0
  12.60 0.005399 131.69   -0.0
  12.61 0.005399 131.69   -0.1
  12.62 0.005399 131.69   -0.2
  12.63 0.005399 131.67   -0.3
  12.65 0.005398 131.66   -0.4
  12.66 0.005399 131.68   -0.4
  12.67 0.005399 131.67   -0.5
  12.68 0.005399 131.67   -0.6
  12.69 0.005399 131.68   -0.4
  12.70 0.005398 131.66   -0.2
  12.71 0.005398 131.66   -0.2
  12.73 0.005397 131.64   -0.3
  12.74 0.005398 131.65   -0.3
  12.75 0.005397 131.64   -0.3
  12.76 0.005397 131.64   -0.3
  12.77 0.005395 131.57   -0.5
  12.78 0.005285 128.90   -9.2
  12.79 0.005207 126.99  -22.2
  12.80 0.005093 124.20  -41.3
  12.82 0.004977 121.39  -65.1
  12.83 0.004856 118.42  -92.2
  12.84 0.004722 115.16 -122.1
  12.85 0.004610 112.43 -151.2
  12.86 0.004501 109.78 -177.7
  12.87 0.004397 107.24 -199.6
  12.88 0.004287 104.54 -216.1
  12.89 0.004176 101.84 -225.5
  12.90 0.004073  99.32 -226.1
  12.92 0.003968  96.76 -226.2
  12.93 0.003866  94.28 -222.9
  12.94 0.003763  91.77 -219.1
  12.95 0.003663  89.34 -214.8
  12.96 0.003562  86.86 -211.0
  12.97 0.003467  84.55 -208.6
  12.98 0.003376  82.32 -205.8
  12.99 0.003277  79.93 -203.2
  13.01 0.003187  77.71 -199.9
  13.02 0.003095  75.47 -196.8
  13.03 0.003005  73.27 -194.0
  13.04 0.002917  71.14 -191.0
  13.05 0.002830  69.01 -188.0
  13.06 0.002748  67.02 -184.7
  13.07 0.002665  64.99 -181.5
  13.08 0.002586  63.07 -178.1
  13.10 0.002504  61.06 -175.2
  13.11 0.002430  59.25 -171.8
  13.12 0.002353  57.38 -168.1
  13.13 0.002274  55.44 -165.2
  13.14 0.002201  53.68 -162.0
  13.15 0.002129  51.91 -159.0
  13.16 0.002059  50.20 -156.1
  13.17 0.001987  48.45 -153.3
  13.19 0.001914  46.68 -151.1
  13.20 0.001849  45.09 -148.5
  13.21 0.001780  43.40 -146.3
  13.22 0.001713  41.77 -144.0
  13.23 0.001648  40.18 -141.9
  13.24 0.001587  38.70 -139.3
  13.25 0.001524  37.17 -136.7
  13.26 0.001463  35.69 -134.4
  13.28 0.001400  34.15 -132.2
  13.29 0.001339  32.66 -130.2
  13.30 0.001277  31.14 -128.2
  13.31 0.001221  29.78 -126.1
  13.32 0.001164  28.38 -124.3
  13.33 0.001106  26.96 -122.4
  13.34 0.001049  25.58 -120.8
  13.35 0.000994  24.24 -119.3
  13.37 0.000941  22.94 -117.7
  13.38 0.000887  21.62 -116.0
  13.39 0.000835  20.37 -114.1
  13.40 0.000783  19.10 -112.0
  13.41 0.000733  17.87 -110.1
  13.42 0.000683  16.66 -108.3
  13.43 0.000635  15.49 -106.6
  13.44 0.000588  14.34 -104.6
  13.45 0.000545  13.28 -102.3
  13.47 0.000495  12.07 -100.5
  13.48 0.000454  11.08  -98.4
  13.49 0.000409   9.97  -96.5
  13.50 0.000360   8.79  -94.9
  13.51 0.000319   7.78  -93.4
  13.52 0.000279   6.80  -91.7
  13.53 0.000240   5.85  -89.9
  13.54 0.000206   5.03  -87.7
  13.56 0.000173   4.22  -85.2
  13.57 0.000139   3.40  -82.6
  13.58 0.000109   2.66  -79.6
  13.59 0.000079   1.93  -76.1
  13.60 0.000052   1.26  -72.8
  13.61 0.000022   0.55  -69.2
  13.62 -.000003  -0.06  -65.6
  13.63 -.000025  -0.62  -62.4
  13.65 -.000041  -1.01  -58.8
  13.66 -.000056  -1.36  -55.0
  13.67 -.000066  -1.60  -50.8
  13.68 -.000077  -1.89  -46.2
  13.69 -.000089  -2.18  -41.7
  13.70 -.000103  -2.52  -37.6
  13.71 -.000117  -2.85  -33.9
  13.72 -.000133  -3.24  -31.0
  13.74 -.000149  -3.63  -28.8
  13.75 -.000167  -4.07  -27.9
  13.76 -.000185  -4.51  -28.0
  13.77 -.000205  -5.00  -29.2
  13.78 -.000225  -5.48  -30.8
  13.79 -.000245  -5.98  -32.7
  13.80 -.000266  -6.48  -34.5
  13.81 -.000288  -7.01  -36.2
  13.83 -.000309  -7.54  -37.8
  13.84 -.000332  -8.09  -39.3
  13.85 -.000355  -8.66  -40.6
  13.86 -.000378  -9.22  -41.7
  13.87 -.000402  -9.79  -42.8
  13.88 -.000426 -10.39  -43.8
  13.89 -.000449 -10.94  -44.6
  13.90 -.000473 -11.52  -45.3
  13.92 -.000496 -12.11  -45.9
  13.93 -.000520 -12.69  -46.5
  13.94 -.000545 -13.28  -46.9
  13.95 -.000568 -13.85  -47.2
  13.96 -.000591 -14.42  -47.3
  13.97 -.000616 -15.01  -47.4
  13.98 -.000641 -15.62  -47.6
  13.99 -.000664 -16.20  -47.7
  14.01 -.000688 -16.76  -47.7
  14.02 -.000711 -17.33  -47.7
  14.03 -.000736 -17.94  -47.8
  14.04 -.000758 -18.48  -47.7
  14.05 -.000782 -19.08  -47.6
  14.06 -.000806 -19.65  -47.6
  14.07 -.000829 -20.21  -47.5
  14.08 -.000853 -20.79  -47.4
  14.09 -.000876 -21.36  -47.2
  14.11 -.000899 -21.92  -47.0
  14.12 -.000921 -22.47  -46.9
  14.13 -.000945 -23.03  -46.8
  14.14 -.000966 -23.56  -46.5
  14.15 -.000989 -24.12  -46.2
  14.16 -.001010 -24.64  -45.9
  14.17 -.001032 -25.16  -45.5
  14.18 -.001054 -25.69  -45.1
  14.20 -.001074 -26.20  -44.6
  14.21 -.001095 -26.69  -44.1
  14.22 -.001116 -27.20  -43.6
  14.23 -.001136 -27.69  -43.0
  14.24 -.001155 -28.16  -42.5
  14.25 -.001175 -28.66  -41.9
  14.26 -.001195 -29.14  -41.4
  14.27 -.001214 -29.61  -40.9
  14.29 -.001234 -30.08  -40.5
  14.30 -.001253 -30.56  -40.1
  14.31 -.001272 -31.01  -39.7
  14.32 -.001291 -31.48  -39.4
  14.33 -.001309 -31.92  -39.0
  14.34 -.001327 -32.36  -38.6
  14.35 -.001345 -32.78  -38.2
  14.36 -.001363 -33.23  -37.7
  14.37 -.001380 -33.64  -37.2
  14.39 -.001397 -34.07  -36.7
  14.40 -.001415 -34.50  -36.3
  14.41 -.001431 -34.90  -35.8
  14.42 -.001448 -35.31  -35.4
  14.43 -.001464 -35.70  -34.9
  14.44 -.001481 -36.11  -34.5
  14.45 -.001497 -36.49  -34.1
  14.46 -.001513 -36.89  -33.8
  14.48 -.001529 -37.28  -33.4
  14.49 -.001544 -37.64  -33.0
  14.50 -.001560 -38.03  -32.7
  14.51 -.001575 -38.39  -32.2
  14.52 -.001590 -38.76  -31.8
  14.53 -.001604 -39.11  -31.4
  14.54 -.001619 -39.48  -31.1
  14.55 -.001633 -39.82  -30.7
  14.57 -.001648 -40.17  -30.3
  14.58 -.001663 -40.53  -30.0
  14.59 -.001676 -40.87  -29.6
  14.60 -.001690 -41.20  -29.3
  14.61 -.001703 -41.53  -29.0
  14.62 -.001716 -41.85  -28.6
  14.63 -.001730 -42.18  -28.3
  14.64 -.001743 -42.50  -27.9
  14.66 -.001756 -42.81  -27.6
  14.67 -.001769 -43.12  -27.2
  14.68 -.001781 -43.43  -26.8
  14.69 -.001794 -43.74  -26.5
  14.70 -.001806 -44.04  -26.1
  14.71 -.001818 -44.33  -25.8
  14.72 -.001830 -44.63  -25.5
  14.73 -.001843 -44.92  -25.3
  14.75 -.001855 -45.22  -25.0
  14.76 -.001866 -45.49  -24.7
  14.77 -.001877 -45.76  -24.4
  14.78 -.001888 -46.04  -24.1
  14.79 -.001899 -46.30  -23.8
  14.80 -.001910 -46.58  -23.5
  14.81 -.001921 -46.85  -23.2
  14.82 -.001932 -47.10  -22.9
  14.84 -.001943 -47.36  -22.6
  14.85 -.001953 -47.62  -22.3
  14.86 -.001963 -47.87  -22.0
  14.87 -.001974 -48.13  -21.7
  14.88 -.001984 -48.36  -21.5
  14.89 -.001994 -48.61  -21.2
  14.90 -.002004 -48.85  -21.0
  14.91 -.002013 -49.09  -20.7
  14.93 -.002023 -49.33  -20.5
  14.94 -.002033 -49.56  -20.2
  14.95 -.002042 -49.78  -20.0
  14.96 -.002051 -50.02  -19.7
  14.97 -.002061 -50.24  -19.5
  14.98 -.002069 -50.45  -19.3
  14.99 -.002079 -50.68  -19.0
  15.00 -.002087 -50.89  -18.8
  15.01 -.002096 -51.10  -18.6
  15.03 -.002105 -51.32  -18.4
  15.04 -.002113 -51.53  -18.2
  15.05 -.002122 -51.74  -18.0
  15.06 -.002130 -51.92  -17.7
  15.07 -.002138 -52.13  -17.5
  15.08 -.002146 -52.33  -17.2
  15.09 -.002154 -52.52  -17.0
  15.10 -.002162 -52.71  -16.8
  15.12 -.002170 -52.91  -16.6
  15.13 -.002177 -53.09  -16.4
  15.14 -.002186 -53.29  -16.2
  15.15 -.002193 -53.46  -16.0
  15.16 -.002200 -53.64  -15.8
  15.17 -.002208 -53.83  -15.6
  15.18 -.002215 -54.01  -15.5
  15.19 -.002222 -54.18  -15.3
  15.21 -.002229 -54.36  -15.1
  15.22 -.002237 -54.53  -15.0
  15.23 -.002244 -54.71  -14.9
  15.24 -.002250 -54.86  -14.6
  15.25 -.002258 -55.04  -14.5
  15.26 -.002264 -55.20  -14.3
  15.27 -.002270 -55.36  -14.2
  15.28 -.002277 -55.53  -14.0
  15.29 -.002283 -55.67  -13.8
  15.31 -.002290 -55.83  -13.6
  15.32 -.002296 -55.99  -13.4
  15.33 -.002303 -56.14  -13.3
  15.34 -.002309 -56.29  -13.1
  15.35 -.002315 -56.44  -12.9
  15.36 -.002321 -56.59  -12.8
  15.37 -.002327 -56.73  -12.6
  15.38 -.002332 -56.86  -12.5
  15.40 -.002339 -57.02  -12.4
  15.41 -.002344 -57.16  -12.2
  15.42 -.002351 -57.31  -12.1
  15.43 -.002356 -57.44  -12.0
  15.44 -.002362 -57.58  -11.8
  15.45 -.002367 -57.71  -11.7
  15.46 -.002372 -57.82  -11.5
  15.47 -.002378 -57.97  -11.4
  15.49 -.002383 -58.09  -11.2
  15.50 -.002388 -58.22  -11.1
  15.51 -.002393 -58.35  -11.0
  15.52 -.002398 -58.46  -10.8
  15.53 -.002403 -58.59  -10.6
  15.54 -.002408 -58.71  -10.5
  15.55 -.002413 -58.83  -10.4
  15.56 -.002418 -58.95  -10.3
  15.58 -.002423 -59.06  -10.2
  15.59 -.002427 -59.18  -10.1
  15.60 -.002432 -59.29   -9.9
  15.61 -.002436 -59.39   -9.7
  15.62 -.002441 -59.51   -9.6
  15.63 -.002445 -59.62   -9.5
  15.64 -.002450 -59.73   -9.4
  15.65 -.002455 -59.84   -9.3
  15.67 -.002459 -59.94   -9.2
  15.68 -.002463 -60.05   -9.1
  15.69 -.002468 -60.16   -9.0
  15.70 -.002471 -60.26   -8.9
  15.71 -.002476 -60.37   -8.9
  15.72 -.002480 -60.46   -8.8
  15.73 -.002484 -60.57   -8.7
  15.74 -.002488 -60.66   -8.6
  15.76 -.002492 -60.75   -8.4
  15.77 -.002495 -60.84   -8.3
  15.78 -.002500 -60.94   -8.2
  15.79 -.002503 -61.03   -8.1
  15.80 -.002507 -61.12   -7.9
  15.81 -.002511 -61.21   -7.8
  15.82 -.002514 -61.30   -7.7
  15.83 -.002518 -61.39   -7.6
  15.85 -.002522 -61.48   -7.5
  15.86 -.002525 -61.57   -7.5
  15.87 -.002529 -61.65   -7.4
  15.88 -.002532 -61.74   -7.4
  15.89 -.002536 -61.82   -7.3
  15.90 -.002539 -61.90   -7.2
  15.91 -.002542 -61.97   -7.1
  15.92 -.002546 -62.06   -7.0
  15.93 -.002549 -62.15   -7.0
  15.95 -.002552 -62.23   -6.9
  15.96 -.002556 -62.31   -6.8
  15.97 -.002559 -62.39   -6.7
  15.98 -.002562 -62.46   -6.7
  15.99 -.002565 -62.53   -6.6
  16.00 -.002568 -62.61   -6.5
  16.01 -.002571 -62.69   -6.5
  16.02 -.002574 -62.76   -6.4
  16.04 -.002577 -62.84   -6.4
  16.05 -.002580 -62.91   -6.3
  16.06 -.002583 -62.98   -6.2
  16.07 -.002586 -63.06   -6.2
  16.08 -.002589 -63.13   -6.1
  16.09 -.002592 -63.20   -6.1
  16.10 -.002595 -63.27   -6.1
  16.11 -.002598 -63.33   -6.0
  16.13 -.002601 -63.41   -6.0
  16.14 -.002603 -63.47   -5.9
  16.15 -.002606 -63.53   -5.8
  16.16 -.002609 -63.60   -5.7
  16.17 -.002611 -63.67   -5.6
  16.18 -.002614 -63.74   -5.6
  16.19 -.002617 -63.79   -5.5
  16.20 -.002619 -63.85   -5.4
  16.21 -.002622 -63.92   -5.3
  16.23 -.002624 -63.98   -5.3
  16.24 -.002627 -64.04   -5.2
