Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
   0.00 -.007092 %-172.89 -545.3
   0.01 -.006035 %-147.12 -910.1
   0.02 -.006423 %-156.58 %-1220.5
   0.04 0.059552 %1459.96 3657.3
   0.05 0.101262 %2489.70 %10945.5
   0.06 0.122485 %3009.93 %18446.8
   0.07 0.132088 %3242.96 %24957.1
